"individual_id","population_id","ecotype","elevation","DTF","Darker axillae","Days to budding","Disk diameter","Disk to phyllaries diameter ratio","Distance of first branching from ground","Flower FHDD ratio","Flower head diameter","Flowerhead to phyllaries diameter ratio","Internode length","LIR","Leaf C N ratio","Leaf area","Leaf circular","Leaf curved height","Leaf curved shape index","Leaf curvedHeight maxWidth","Leaf distal eccentricity","Leaf eccentricity","Leaf eccentricity area index","Leaf ellipsoid","Leaf height mid-width","Leaf maximum height","Leaf maximum width","Leaf obovoid","Leaf perimeter","Leaf proximal eccentricity","Leaf rectangular","Leaf shape index external I","Leaf shape index external II","Leaf shape index internal","Leaf total C","Leaf total N","Leaf width mid-height","Leaf width widest pos","Ligule LW ratio","Ligule length","Ligule width","Ligules number","Petiole main veins colour","Phyllaries LW ratio","Phyllaries diameter","Phyllaries length","Phyllaries width","Plant height at flowering","Primary branches","RGB proportion blue","RGB proportion green","RGB proportion red","SLA","Seed HW ratio","Seed area","Seed circular","Seed curved height","Seed curved shape index","Seed distal eccentricity","Seed eccentricity","Seed eccentricity area index","Seed ellipsoid","Seed height mid width","Seed maximum height","Seed maximum width","Seed ovoid","Seed perimeter","Seed proximal eccentricity","Seed rectangular","Seed shape index external I","Seed shape index external II","Seed shape index internal","Seed width mid height","Seed width widest pos","Stem colour","Stem diameter at flowering","Stem diameter final after 5th node","Stem diameter final before 1st node","TLN","Total RGB","Trichomes density center average","Trichomes density edge average","Trichomes density leaf center flat area","Trichomes density leaf center secondary veins","Trichomes density leaf edge flat area","Trichomes density leaf edge secondary veins","Trichomes density nonvein average","Trichomes density vein average","Trichomes length"
"ANN1170","ANN_37","the great plains",1550,68,"0",38,5.074968482,0.579623169,18,2.628284969,13.33095573,1.524911692,8.893333333,0.789473684,7.543925978,13325.4572,0.1626,221.7135,1.8958,1.728490684,0.8915,0.7285,0.392,0.1186,158.496,183.642,128.27,0.4688,627.2382,0.9687,0.3454,1.4317,1.6552,1.7303,43.056,5.707,95.758,0.6826,3.060128839,4.602345139,1.499848137,29.66666667,1,3.211386511,8.782983038,3.685383246,1.151561036,266.8,28,0.267441707,0.424740188,0.307818105,26.96369324,1.910972472,11.21925,0.1980375,5.4024625,1.962925,0.8736875,0.7788375,0.37005,0.0549,5.269175,5.3168,2.827075,0.229075,13.962475,0.8844125,0.4549,1.8847875,1.9198625,1.9005125,2.751675,0.403775,1,51.8,44,47,30,151.648,93,75,108,78,96,54,102,66,3.659265306
"ANN1172","ANN_38","the great plains",555,67,"0",42,4.995424077,0.561318361,12.5,2.798068438,13.9721547,1.570394263,6.352777778,0.857142857,9.959193164,10633.5916,0.1665,187.4242,1.8682,1.740307904,0.9271,0.7923,0.3808,0.1102,154.178,159.258,107.696,0.4638,548.522,0.8826,0.3918,1.4788,1.8283,1.8931,44.268,4.445,84.328,0.6568,2.857967943,4.607116263,1.611525707,34,3,2.488993065,8.900956305,3.292426075,1.330567211,228.7,35,0.234224908,0.452473892,0.3133012,15.32659498,1.790133299,11.924025,0.180875,5.3331875,1.8311125,0.8615875,0.7648125,0.393225,0.05355,5.2189,5.259925,2.9792125,0.257425,14.3258625,0.88025,0.4786125,1.7737375,1.8195375,1.7553375,2.8813,0.3823875,0,47.9,43,50,36,176.766,61.5,60.5,68.5,54.5,75,46,71.75,50.25,4.121387755
"ANN1175","ANN_38","the great plains",555,72,"1",45,4.74398537,0.535069278,8,3.219283655,15.31164011,1.720879812,8.090322581,0.688888889,10.36400671,13676.4888,0.1426,250.8372,1.7567,1.785801142,0.8609,0.6734,0.3571,0.1271,152.146,175.26,140.462,0.4501,901.9415,0.9567,0.3754,1.2477,1.3022,1.2406,44.615,4.305,116.84,0.6997,4.109120337,5.373155103,1.311682764,29,3,2.579391226,8.872683271,3.461249151,1.340630177,250.8,32,0.192564756,0.495509002,0.311926242,17.07213681,1.841946388,10.442925,0.184925,5.1561375,1.88875,0.8536375,0.7482,0.3946875,0.0521875,4.9437375,5.0297375,2.7992875,0.2420875,13.5599375,0.8786625,0.4588875,1.7998625,1.83995,1.756725,2.6895,0.3743875,1,45.4,37,42,31,151.414,100,62.5,85,115,79,46,82,80.5,5.28244898
"ANN1183","ANN_39","the great plains",445,102,"1",62,5.54144486,0.577128204,19,2.998134782,16.62652521,1.730758188,6.8125,0.774193548,11.61216841,11477.2674,0.1369,170.631,1.3896,1.417248081,0.8945,0.626,0.4594,0.1129,150.622,158.496,120.396,0.3801,532.3699,0.7895,0.3481,1.3165,1.4788,1.242,43.39,3.737,101.854,0.7041,3.26953664,5.669137318,1.73758855,42.5,4,3.453869643,9.606366592,3.863188247,1.122658594,327,46,0.258201309,0.433874651,0.307924041,14.53554635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,37.1,38,39,48,156.347,43.5,58,56,31,78,38,67,34.5,3.939330612
"ANN1192","ANN_40","the great plains",555,52,"1",32,4.914929878,0.548452191,19,2.859497216,14.03745526,1.568799395,4.604166667,0.75,7.970235336,12892.1032,0.1779,216.7938,2.1449,1.781876613,0.9355,0.7479,0.3722,0.1242,157.988,177.546,121.666,0.5173,664.3029,0.9063,0.3678,1.4593,1.7041,1.7059,44.157,5.54,92.71,0.6935,2.95258038,4.749573834,1.610687049,29,4,2.628832912,8.693393983,3.525426203,1.358644171,110.5,20,0.253530116,0.43620261,0.310267274,16.19610955,1.759168221,12.6699,0.172375,5.5062625,1.8313375,0.8474,0.745775,0.3956375,0.0509375,5.35385,5.4094125,3.1300375,0.22775,14.79895,0.871,0.4589125,1.72985,1.77405,1.6678875,3.0202,0.3774125,4,30.7,39,44,24,164.513,71.5,57,76,67,64,50,70,58.5,3.577714286
"ANN1194","ANN_40","the great plains",555,58,"1",33,5.343188615,0.543771472,9.5,2.808625378,15.00184827,1.526174514,5.968,0.757575758,7.988087499,9184.3687,0.1132,163.3086,1.5291,1.519969844,0.868,0.6539,0.4189,0.0979,122.174,133.096,107.442,0.4175,516.0311,0.7898,0.4074,1.2388,1.2895,1.1104,43.373,5.43,94.742,0.707,2.961562137,4.749611666,1.610743903,31,4,2.137435028,9.832695633,3.445940076,1.612993491,149.2,24,0.271087093,0.430006526,0.298906381,19.06657401,1.856299347,14.6495375,0.1857,6.0951125,1.8923875,0.789125,0.6934875,0.430975,0.0493375,5.9200375,5.969,3.283475,0.21845,16.3045375,0.861125,0.46165,1.8190875,1.86495,1.6047875,3.176325,0.3991125,1,50.2,48,48,25,163.951,56.5,66.5,76,37,91,42,83.5,39.5,3.616040816
"ANN1198","ANN_40","the great plains",555,68,"1",44,4.843383091,0.544481154,7,3.455819525,16.72202295,1.881157238,7.617857143,0.636363636,7.807040613,13167.4575,0.1977,205.017,2.0965,1.611084917,0.8467,0.6603,0.4015,0.1316,162.306,187.198,127.254,0.4204,644.1193,0.8757,0.3189,1.4711,1.7131,1.5188,42.361,5.426,94.742,0.6862,4.229059663,6.394702986,1.534535894,28.66666667,4,2.199601357,8.894603005,2.971702058,1.362512739,213.3,25,0.251004939,0.445242015,0.303753047,23.30936006,1.935879767,14.207375,0.2008625,6.092625,2.0066,0.82815,0.742075,0.4030375,0.0553125,5.943875,5.9769375,3.1472125,0.2490125,15.966175,0.882125,0.467625,1.9079375,1.965,1.823125,3.0427125,0.3834625,1,36.7,37,42,28,156.726,50,31,54,46,32,30,43,38,4.093959184
"ANN1199","ANN_40","the great plains",555,72,"1",48,4.783854577,0.551350131,21,2.973249182,14.2520678,1.639612139,6.027027027,0.770833333,7.922084518,12957.8451,0.1399,180.1797,1.5862,1.450652142,0.924,0.6958,0.3749,0.105,142.24,168.91,124.206,0.4362,594.7817,0.875,0.3652,1.3599,1.393,1.3353,43.994,5.553,102.108,0.6937,2.966508047,5.021426419,1.515559874,30,3,3.020104519,8.670798194,3.332428149,1.10068161,223,34,0.253293918,0.441940129,0.304765953,19.00813422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,54.8,47,51,37,157.639,43,39.5,40,46,45,34,42.5,40,3.23755102
"ANN1200","ANN_40","the great plains",555,76,"1",45,4.872832257,0.535261586,19,3.127360234,15.24738968,1.674618058,5.885714286,0.933333333,7.974606533,14018.1655,0.1533,205.0942,1.8562,1.602098175,0.8873,0.7191,0.4041,0.1085,163.068,181.102,128.016,0.4457,612.3152,0.8797,0.3707,1.4147,1.5852,1.5901,43.429,5.446,102.87,0.7265,2.991835269,5.382940812,1.808110873,32,4,2.561310233,9.096184786,3.635673065,1.430221901,247.2,38,0.240294456,0.458326479,0.301379065,18.42798146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39.2,36,38,42,145.896,42.5,46.5,46,39,42,51,44,45,3.66
"ANN1201","ANN_41","the great plains",355,69,"1",44,4.499437577,0.562949771,7.5,3.524149756,15.82625833,1.981678256,7.686666667,0.681818182,8.104184194,8753.3373,0.1893,157.3179,1.6812,1.536877943,0.9049,0.7819,0.3742,0.1295,148.336,151.638,102.362,0.5075,482.8213,0.8843,0.3107,1.4814,1.9932,2.0086,43.459,5.363,74.422,0.7253,4.319696945,5.716154198,1.318455317,29.33333333,4,2.519904542,8.000825271,3.50671424,1.393532231,230.6,29,0.25032125,0.441597406,0.308081344,19.80393054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,36.5,36,39,30,169.65,62,68,66,58,94,42,80,50,3.231036735
"ANN1202","ANN_41","the great plains",355,71,"1",48,5.000707256,0.528994575,18.5,3.083395145,15.39315338,1.632758355,6.142424242,0.6875,9.770922092,9383.078,0.2514,181.3036,2.3472,1.923972239,0.8877,0.7526,0.4449,0.1231,163.83,173.736,94.234,0.5202,483.254,0.8771,0.3159,1.8437,2.5697,2.57,44.831,4.588,63.754,0.7617,3.586525334,5.159895283,1.442749448,31,4,2.622711707,9.452922029,3.126965359,1.213078404,202.7,30,0.228909585,0.46027977,0.310810645,16.19726912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,44,39,46,33,162.562,34,44.5,37,31,50,39,43.5,35,2.978865306
"ANN1210","ANN_41","the great plains",355,102,"1",62,4.507338177,0.553072166,21,3.673241367,16.56695735,2.031609799,6.053191489,0.758064516,9.961249671,12909.0064,0.1805,182.661,2.0729,1.549865938,0.8495,0.4875,0.5466,0.1121,174.498,182.626,117.856,0.4192,586.6916,0.5609,0.3374,1.5496,1.8978,1.0606,40.836,4.099,91.948,0.6839,3.489046467,5.923303324,1.73527034,26.66666667,3,2.474833618,8.149685107,3.273400645,1.32689927,284.5,43,0.245643405,0.441222219,0.313134376,13.35092192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,58.2,43,63,47,151.724,36.5,37,46,27,48,26,47,26.5,3.501306122
"ANN1212","ANN_42","the great plains",235,56,"1",33,4.617844937,0.589995825,11,3.23153109,14.88838341,1.90901846,7.359259259,0.818181818,6.733116705,10801.4623,0.0809,141.6043,1.3211,1.196346017,0.8814,0.6791,0.4126,0.0769,131.572,136.398,118.364,0.3632,446.023,0.7761,0.4003,1.1524,1.2246,1.0581,38.736,5.753,107.442,0.681,2.928913447,5.133184102,1.757194839,32.33333333,4,2.15703581,7.827641796,2.829736738,1.316129736,198.7,26,0.238102267,0.458738781,0.303158951,21.16273962,1.786813789,13.4168625,0.1784625,5.6211375,1.819,0.8416,0.7477,0.4087125,0.0504375,5.42925,5.5178875,3.1459,0.232175,15.0647375,0.8826875,0.4844875,1.7605375,1.778425,1.6751625,3.0678625,0.399575,4,39.5,39,52,27,169.36,54,62,76,32,80,44,78,38,3.017877551
"ANN1215","ANN_42","the great plains",235,61,"1",37,4.516436044,0.58166212,22,3.067858016,13.87104933,1.782713663,5.196666667,0.810810811,8.399341424,13218.7478,0.1659,187.8027,2.0201,1.441287931,0.7636,0.4236,0.6033,0.1339,147.574,176.53,130.302,0.3636,603.0229,0.5414,0.3246,1.3548,1.5831,0.8352,43.848,5.22,93.218,0.6642,3.161631497,4.855081659,1.595646608,30.66666667,4,2.958837911,7.787075007,3.189135167,1.114872615,155.9,26,0.225209883,0.4641769,0.310613217,19.15482945,1.837751914,11.79665,0.1913375,5.43375,1.906125,0.848,0.7523,0.4002,0.05665,5.2797625,5.3287,2.9567375,0.2826125,14.509375,0.8800625,0.463375,1.8038875,1.881275,1.7798125,2.80855,0.3825,4,35.3,40,39,30,150.322,82.5,66.5,69,96,88,45,78.5,70.5,3.38764898
"ANN1217","ANN_42","the great plains",235,59,"1",35,4.761605251,0.473167123,11.5,3.35769656,15.96754119,1.586734428,6.6,0.714285714,7.558194977,10179.6571,0.1665,168.2074,1.9215,1.508505372,0.8905,0.7796,0.3976,0.1242,155.448,159.258,111.506,0.4704,482.6289,0.9037,0.3123,1.4282,1.9553,1.9677,41.042,5.43,79.502,0.7193,3.715999168,5.777619209,1.558648943,29.33333333,4,3.085656804,10.08248181,3.958569292,1.282511212,165,25,0.23111396,0.457916622,0.310969418,17.93140233,1.655537201,8.9653875,0.1478875,4.5598875,1.701575,0.847775,0.7396125,0.396525,0.0482,4.3696125,4.3934,2.754325,0.2264625,12.251475,0.85345,0.4514,1.6016875,1.64625,1.532425,2.6656875,0.3942375,1,34.9,30,34,25,176.281,43,40,53,33,51,29,52,31,3.012244898
"ANN1218","ANN_42","the great plains",235,58,"1",35,4.610968809,0.519161188,17.5,3.94264841,17.32179386,2.020559215,6.584615385,0.742857143,7.806168917,8649.9827,0.1586,156.5129,1.896,1.525229009,0.8934,0.7717,0.3308,0.1076,138.938,143.764,102.616,0.4368,436.5647,0.9121,0.3294,1.401,1.6626,1.6641,44.178,5.659,83.566,0.6996,4.249188962,6.366718301,1.491193639,30.66666667,4,3.023243772,8.873629331,3.12801449,1.035170189,171.2,25,0.257228745,0.441873938,0.300897317,20.36727737,1.656785087,8.962325,0.1511625,4.6093625,1.7261375,0.8120375,0.7175,0.42185,0.055325,4.345775,4.4159,2.7821125,0.270575,12.5052125,0.8795,0.44315,1.59205,1.6503125,1.515075,2.64185,0.3653,4,40.9,44,47,26,155.352,53,58,74,32,98,18,86,25,2.932653061
"ANN1219","ANN_42","the great plains",235,58,"1",35,4.434237457,0.514227727,11,3.733416282,16.54058267,1.919214827,6.872,0.714285714,7.028138189,13826.3594,0.1728,208.5513,1.5691,1.645427075,0.8658,0.6779,0.443,0.1206,156.972,181.61,126.746,0.5487,633.2682,0.8913,0.3532,1.4329,1.648,1.5414,42.113,5.992,95.25,0.7459,2.824588593,5.993546855,2.141845548,21.66666667,3,3.052326232,8.624183255,3.283012153,1.073721513,171.8,21,0.221113118,0.464377862,0.31450902,22.02350972,1.559604866,9.8409375,0.1298,4.6298625,1.60005,0.85995,0.7602375,0.3893125,0.050525,4.4039875,4.4397125,2.9686125,0.2716375,12.8735375,0.8761375,0.4608375,1.4961875,1.5387,1.483475,2.8641375,0.387325,1,40.8,38,40,25,186.036,49,73.5,46,52,107,40,76.5,46,3.139102041
"ANN1232","ANN_44","the great plains",215,50,"1",26,4.058615512,0.584670977,17,3.799819823,15.41696872,2.223355326,4.041666667,0.923076923,6.922450269,11621.6542,0.0877,150.9666,1.3964,1.2356688,0.8402,0.7143,0.3386,0.081,133.604,146.05,122.174,0.2674,497.6921,0.8542,0.3943,1.1954,1.2233,1.1081,41.85,6.045,109.22,0.6086,2.861217614,5.737062176,2.008877404,22.33333333,3,2.845164779,6.952438302,2.818594756,0.992236159,97,19,0.209381105,0.475943816,0.314675079,26.36491425,1.79956333,12.4320875,0.1814875,5.4707625,1.85595,0.8591875,0.7688125,0.397375,0.05405,5.2996125,5.3564875,3.04005,0.2901125,14.534,0.888975,0.484425,1.7668,1.818625,1.7769625,2.922325,0.3561125,3,29.4,32,36,24,167.379,65.5,29.5,78,53,35,24,56.5,38.5,2.527395918
"ANN1240","ANN_44","the great plains",215,55,"1",35,3.2793656,0.496761715,7,4.322610833,14.18473835,2.147807911,5.747826087,0.657142857,7.494171376,12299.9109,0.1721,206.7393,1.9677,1.695696358,0.8912,0.7892,0.361,0.1222,166.624,168.91,121.92,0.513,611.6104,0.8807,0.3568,1.3854,1.7587,1.7703,43.509,5.806,94.742,0.7534,3.343884204,5.466864244,1.640886571,22,2,2.440764478,6.437669289,2.169785235,0.886256031,132.2,22,0.208499743,0.476706308,0.314793949,19.94148979,1.900295039,7.6253875,0.1981875,4.4119625,2.012625,0.837,0.74915,0.4295625,0.059025,4.2359625,4.26905,2.321725,0.307875,11.6652,0.8859,0.4961625,1.851225,1.947175,1.8555,2.1907375,0.3452,2,46.2,40,51,23,179.276,98.5,92,128,69,136,48,132,58.5,3.519893878
"ANN1241","ANN_45","the great plains",210,53,"1",32,3.559584984,0.47465946,7,3.481285007,12.41364021,1.653051253,5.483333333,0.75,6.907585873,9317.9168,0.1988,174.6394,1.8056,1.727529379,0.8769,0.7132,0.4019,0.1173,149.352,167.64,101.092,0.4485,495.5543,0.8514,0.3037,1.6583,2,2.0085,44.014,6.372,74.676,0.6939,3.43568197,4.477200791,1.304389665,23.66666667,3,3.821867739,7.503756718,2.801727271,0.736129601,131.6,21,0.212787234,0.470988935,0.31622383,43.48071302,1.933699909,7.03305,0.2036125,4.277175,2.0391625,0.8744875,0.780075,0.4059375,0.05975,4.0878125,4.13015,2.2119125,0.307025,11.1111875,0.8888625,0.4860875,1.866725,1.960525,1.942625,2.084925,0.3537375,1,27.6,30,41,24,185.998,67.5,47.5,61,74,46,49,53.5,61.5,3.466481633
"ANN1245","ANN_45","the great plains",210,44,"1",24,4.010942967,0.604121788,7,3.597391293,14.41768674,2.194092496,4.333333333,0.875,6.479439704,8298.6931,0.1823,169.274,2.1687,1.763050452,0.8687,0.6165,0.4959,0.1146,117.348,141.986,96.012,0.5189,508.0968,0.8113,0.3634,1.4788,1.6441,1.4333,43.312,6.685,71.374,0.7583,4.030807518,5.401095925,1.354646145,23.33333333,3,2.84626878,6.512878005,2.109906665,0.738655901,91,18,0.219423532,0.468724775,0.311851693,29.45932943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,31.2,36,53,21,182.109,72.5,42.5,70,75,48,37,59,56,2.917469388
"ANN1247","ANN_45","the great plains",210,51,"1",26,3.163220358,0.542183719,6.5,3.56856007,12.25737428,1.9894221,5.243478261,0.884615385,7.086534715,13497.0053,0.1628,200.9798,1.6454,1.490130047,0.8331,0.7108,0.414,0.1317,167.894,176.784,134.874,0.4707,631.4405,0.8774,0.3032,1.3107,1.7721,1.5633,42.664,6.02,94.742,0.7317,3.112053469,4.462784538,1.458367146,18.75,4,3.01932161,5.835126967,2.075945305,0.692346056,120.6,24,0.193136146,0.487160829,0.319703025,26.80104309,2.092964626,8.8258875,0.222625,4.981125,2.1412625,0.8533,0.7521875,0.412675,0.0594125,4.783675,4.8207125,2.3799375,0.2764875,12.8007375,0.87095,0.4874625,2.0283625,2.1050375,1.9885625,2.2754125,0.383175,4,31.5,37,39,23,175.907,61.5,42,70,53,66,18,68,35.5,3.65044898
"ANN1248","ANN_45","the great plains",210,54,"1",35,3.995125198,0.590751761,6.5,3.461565239,13.82717741,2.045605296,5.94,0.714285714,6.285643576,7319.7918,0.1606,145.3217,1.856,1.529766516,0.861,0.4961,0.5499,0.1136,105.664,130.302,94.996,0.4468,448.766,0.7115,0.3369,1.3717,1.5639,0.9922,42.282,6.727,67.564,0.6631,3.381705152,5.088988637,1.463691802,21.66666667,3,2.902126764,6.765062203,2.264314663,0.783081937,148.5,27,0.209831147,0.474564896,0.315603957,30.15983436,1.898066859,7.772425,0.1939375,4.4294,1.9208,0.840975,0.7459125,0.4150375,0.05295,4.253175,4.27965,2.3336375,0.2468375,11.72145,0.8756125,0.493825,1.8427625,1.8931375,1.7644375,2.255575,0.3662125,4,35.7,37,43,25,177.314,67.5,35.5,80,55,45,26,62.5,40.5,3.048979592
"ANN1249","ANN_45","the great plains",210,44,"1",20,3.255225571,0.515835109,10,3.152610129,10.26587872,1.624173945,5.363636364,1.1,7.030146472,9955.9801,0.1897,180.5761,1.9967,1.630572311,0.7848,0.4944,0.4888,0.1251,152.908,159.512,110.744,0.2743,572.8436,0.6008,0.3036,1.4404,1.9111,0.9568,43.67,6.212,80.01,0.6576,2.826721567,3.803335914,1.34745009,19.66666667,4,3.229464385,6.329353626,1.999049441,0.627022519,118,19,0.193352082,0.489171776,0.317476142,22.81911552,2.039891254,8.5797625,0.2225875,4.79275,2.137025,0.7865,0.704575,0.459875,0.0625625,4.6183,4.6540125,2.3495125,0.2929875,12.737425,0.877725,0.505525,1.9933125,2.0910375,1.8177375,2.2225125,0.3363625,3,26.3,30,38,22,173.528,25.5,39.5,30,21,42,37,36,29,3.111844898
"ANN1262","ANN_47","north american desert",475,57,"0",32,4.772140559,0.520127389,13.5,3.727649995,17.78086115,1.937775555,6.357692308,0.8125,7.328578721,14172.3588,0.212,237.9288,1.8979,1.744371618,0.8409,0.6825,0.4703,0.1533,172.974,193.04,136.398,0.5989,684.4063,0.9829,0.2736,1.4153,2.045,1.8112,43.127,5.885,84.582,0.7481,3.915324049,6.840493404,1.767231005,20.66666667,2,3.289271062,9.203769976,3.849613208,1.171076023,165.3,NA,0.215853574,0.465024641,0.319121785,22.22069426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39.9,37,43,26,187.289,55,73.5,57,53,82,65,69.5,59,4.199265306
"ANN1263","ANN_47","north american desert",475,48,"1",24,3.572846846,0.501874293,16,3.665674114,13.07263542,1.840539371,6.105,0.833333333,6.424037157,13926.9399,0.2371,230.4597,2.2681,1.825596888,0.8602,0.6828,0.3781,0.135,191.516,210.82,126.238,0.4031,685.0948,0.846,0.2776,1.67,2.142,1.8742,42.166,6.564,89.408,0.7059,3.524194916,4.859207812,1.37936672,19.25,4,3.294623654,7.117293245,2.541680117,0.771942478,122.1,17,0.226181831,0.461054035,0.312764134,23.33993615,1.817343866,10.8694875,0.1891625,5.2051,1.9376375,0.815475,0.7327375,0.43245,0.062875,5.04695,5.0813125,2.864125,0.3327375,13.966,0.8853875,0.4600125,1.7757625,1.8938375,1.758725,2.667,0.3259875,2,30.5,42,47,20,168.002,48.5,26,58,39,33,19,45.5,29,3.336710204
"ANN1264","ANN_47","north american desert",475,50,"1",24,3.4946924,0.489474487,13.5,3.472202158,12.13463749,1.699730983,6.171428571,0.875,7.095388523,8507.2088,0.281,181.2304,2.9361,2.032779236,0.8804,0.5501,0.5308,0.1274,159.766,180.34,89.154,0.401,504.7979,0.669,0.286,2.0228,2.5779,1.9307,44.423,6.261,61.976,0.7131,2.953246176,4.46478223,1.503039409,20.33333333,4,4.039182718,7.139260965,2.99128212,0.748913469,129.6,18,0.211854437,0.471983677,0.316161886,25.18415867,1.972391002,8.037725,0.2115125,4.71505,2.1063,0.8607,0.76795,0.3965375,0.0676875,4.5468875,4.5825625,2.390525,0.3559625,12.0694375,0.8854875,0.4524,1.9201,2.059275,2.00325,2.2132375,0.3099125,2,31.1,39,44,21,175.951,23,35,26,20,49,21,37.5,20.5,3.043689796
"ANN1269","ANN_47","north american desert",475,48,"0",25,4.333608294,0.502740162,13.5,3.022226076,13.08819812,1.520004172,5.347826087,0.92,6.093226532,10869.9783,0.2324,195.0229,2.534,1.845689166,0.8889,0.7727,0.3914,0.1174,172.974,179.07,105.664,0.4796,562.2965,0.8889,0.3358,1.6947,2.2475,2.2667,41.299,6.778,76.962,0.7348,2.718163749,4.791282867,1.767499441,23.66666667,3,2.659622678,8.628858035,3.291522817,1.235418845,123,20,0.247899062,0.443233811,0.308867127,24.12869767,1.888110903,11.405225,0.1964,5.362825,1.9769375,0.863175,0.7660875,0.3985875,0.0564125,5.19245,5.254625,2.8403125,0.2887625,14.2607625,0.8837,0.4821125,1.85235,1.91445,1.8507,2.7172875,0.3675,1,35.5,36,46,23,171.352,44.5,24.5,59,30,31,18,45,24,1.954873469
"ANN1270","ANN_47","north american desert",475,43,"0",21,3.622739471,0.50024314,12,3.932445256,14.17088899,1.960771233,6.741176471,0.80952381,6.272698013,7894.3068,0.2521,165.8203,2.5039,1.875965019,0.9023,0.7559,0.3838,0.1264,153.162,161.544,88.392,0.4591,444.8969,0.9467,0.297,1.8276,2.3929,2.4,42.413,6.761,64.008,0.7233,3.009775729,5.365746999,1.797350876,18.66666667,4,3.003528697,7.23980728,3.116593959,1.040703985,114.6,17,0.23606955,0.454841481,0.30908897,26.42003614,1.832719826,8.9618625,0.1872125,4.69875,1.9322625,0.867525,0.758475,0.4102125,0.0563625,4.5032125,4.5336375,2.5638125,0.2817875,12.5179125,0.864675,0.48465,1.76925,1.847075,1.7547875,2.43945,0.3649875,0,27.3,32,39,17,178.117,57,45,69,45,47,43,58,44,2.885044898
"ANN1296","ANN_50","north american desert",1370,72,"1",33,4.926544134,0.514030112,20,3.189458278,15.70594349,1.638979555,10.225,0.606060606,7.712426959,10569.3982,0.1757,164.6301,1.894,1.636742424,0.888,0.6804,0.4583,0.0965,136.144,160.02,100.584,0.4931,490.1001,0.8825,0.3973,1.5909,1.6292,1.6212,43.729,5.67,83.566,0.7465,2.994345956,5.648529042,1.852087886,28.66666667,4,3.108087904,9.592512167,3.314866232,1.070106118,204.5,18,0.245002457,0.44920555,0.305791993,20.9502442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,42.9,40,45,20,164.831,67,55.5,86,48,50,61,68,54.5,2.213804082
"ANN1297","ANN_50","north american desert",1370,98,"1",47,4.975685,0.552143483,21,3.127196351,15.58197647,1.72694303,6.456521739,0.978723404,10.96377827,8905.4015,0.2074,167.7846,2.2392,1.756833222,0.899,0.6791,0.4245,0.1079,138.684,163.322,95.504,0.3869,443.3536,0.9008,0.2981,1.7101,1.8635,1.8793,40.85,3.726,74.422,0.689,4.07087464,5.393971856,1.330078743,32,3,3.143273945,9.008816178,3.476875935,1.110295414,297,44,0.246956024,0.440642473,0.312401503,20.16165157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,48.1,37,55,46,185.284,50.5,61.5,47,54,76,47,61.5,50.5,3.003306122
"ANN1301","ANN_51","north american desert",1170,67,"1",44,4.483678434,0.573522352,22,3.598940101,16.11975888,2.063078334,7.420689655,0.659090909,9.102729972,13228.8768,0.1803,213.3267,1.7786,1.717523308,0.9139,0.7735,0.3155,0.106,185.674,192.024,124.206,0.3152,630.1991,0.893,0.323,1.546,1.8987,1.9085,44.768,4.918,97.79,0.6296,3.703416487,5.876872735,1.588346537,26.33333333,2,3.036892624,7.819480215,3.026845498,0.998445002,215.2,27,0.214896555,0.471940259,0.313163186,20.70570794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,44.4,45,45,29,165.112,67,40,63,71,41,39,52,55,3.081257143
