"individual_id","population_id","ecotype","elevation","DTF","Darker axillae","Days to budding","Disk diameter","Disk to phyllaries diameter ratio","Distance of first branching from ground","Flower FHDD ratio","Flower head diameter","Flowerhead to phyllaries diameter ratio","Internode length","LIR","Leaf C N ratio","Leaf area","Leaf circular","Leaf curved height","Leaf curved shape index","Leaf curvedHeight maxWidth","Leaf distal eccentricity","Leaf eccentricity","Leaf eccentricity area index","Leaf ellipsoid","Leaf height mid-width","Leaf maximum height","Leaf maximum width","Leaf obovoid","Leaf perimeter","Leaf proximal eccentricity","Leaf rectangular","Leaf shape index external I","Leaf shape index external II","Leaf shape index internal","Leaf total C","Leaf total N","Leaf width mid-height","Leaf width widest pos","Ligule LW ratio","Ligule length","Ligule width","Ligules number","Petiole main veins colour","Phyllaries LW ratio","Phyllaries diameter","Phyllaries length","Phyllaries width","Plant height at flowering","Primary branches","RGB proportion blue","RGB proportion green","RGB proportion red","SLA","Seed HW ratio","Seed area","Seed circular","Seed curved height","Seed curved shape index","Seed distal eccentricity","Seed eccentricity","Seed eccentricity area index","Seed ellipsoid","Seed height mid width","Seed maximum height","Seed maximum width","Seed ovoid","Seed perimeter","Seed proximal eccentricity","Seed rectangular","Seed shape index external I","Seed shape index external II","Seed shape index internal","Seed width mid height","Seed width widest pos","Stem colour","Stem diameter at flowering","Stem diameter final after 5th node","Stem diameter final before 1st node","TLN","Total RGB","Trichomes density center average","Trichomes density edge average","Trichomes density leaf center flat area","Trichomes density leaf center secondary veins","Trichomes density leaf edge flat area","Trichomes density leaf edge secondary veins","Trichomes density nonvein average","Trichomes density vein average","Trichomes length"
"ANN0951","ANN_16","north american desert",2180,43,"1",18,4.751970411,0.483895953,28.5,3.697249561,17.56326195,1.790188307,6.6,0.888888889,6.737885314,10054.1089,0.1933,175.8873,2.0452,1.71828706,0.8696,0.694,0.4456,0.1033,144.526,161.29,102.362,0.5077,482.9159,0.8765,0.3297,1.5757,1.8355,1.76,43.26,6.42,78.74,0.7108,3.193355176,6.683982257,2.096900878,27.33333333,2,3.611149698,9.851783123,4.208585155,1.17069022,105.6,15,0.244697385,0.447117645,0.308184971,31.82687211,1.731382263,10.5794375,0.166475,4.988675,1.798675,0.8156375,0.705825,0.4316375,0.0478875,4.7797125,4.8233375,2.881325,0.2288125,13.758425,0.843875,0.4726125,1.681325,1.73015,1.514825,2.77415,0.399075,3,44.5,45,64,16,180.807,105.5,68.5,98,113,71,66,84.5,89.5,3.320987755
"ANN0952","ANN_16","north american desert",2180,51,"1",22,4.811419272,0.594793521,29,3.277844594,15.77962443,1.949749203,6.131578947,0.863636364,6.630196348,14340.4229,0.1348,205.1474,1.7397,1.612109639,0.9136,0.7573,0.3631,0.1012,167.64,173.99,127.254,0.4711,632.2628,0.8534,0.4082,1.3673,1.5752,1.4885,43.635,6.581,106.426,0.6985,3.42814053,5.628156727,1.651522387,25,3,2.821378421,8.086996173,3.015031528,1.122483762,116.5,16,0.199052615,0.479339544,0.321607841,26.07823768,1.854798088,11.6892,0.201,5.41295,1.97305,0.8416125,0.7385875,0.4267375,0.0621875,5.225525,5.3207625,2.91835,0.32705,14.4925125,0.8796,0.4618875,1.8245875,1.9178,1.8042125,2.7278375,0.337975,2,42.6,41,51,19,176.908,64.5,68,69,60,70,66,69.5,63,3.012514286
"ANN0954","ANN_16","north american desert",2180,45,"0",20,4.086857662,0.411444698,12.5,3.381113639,13.76740295,1.380064797,7.741176471,0.85,6.75662305,8944.1757,0.1989,178.3863,1.6863,1.848179652,0.8705,0.7695,0.2487,0.1073,155.702,160.02,96.52,0.4052,509.406,0.9047,0.3037,1.6579,2.0033,1.7664,42.798,6.334,77.724,0.6593,3.062473776,5.011585521,1.642202494,22,3,4.033695074,10.05437245,4.8819421,1.226816574,131.6,15,0.24616442,0.445949257,0.307886322,17.12459449,2.101574446,8.559625,0.22055,4.98215,2.1056,0.8451,0.702825,0.4258875,0.0564125,4.7691375,4.8088125,2.370675,0.2334875,12.7549,0.80895,0.4577125,2.0323375,2.09935,1.82585,2.2754125,0.39665,0,33.1,35,41,17,167.315,53.5,59,45,62,55,63,50,62.5,3.162538776
"ANN0957","ANN_16","north american desert",2180,51,"1",22,4.760274487,0.582257549,22,3.307878307,15.74520576,1.924942052,7.45,0.818181818,6.688398443,11065.4617,0.1633,174.995,1.8812,1.591124002,0.8868,0.7735,0.444,0.1079,151.892,157.226,109.982,0.5798,491.1417,0.8951,0.3795,1.4296,1.8746,1.8819,41.716,6.237,81.026,0.7771,2.958473604,5.661409905,1.915660097,24.33333333,4,2.295957552,8.179678073,3.021851628,1.331594481,134.1,15,0.208668084,0.477223364,0.314108552,25.58488254,1.846699932,10.0852875,0.1896,5.0888125,1.9191625,0.865975,0.76365,0.3923375,0.05795,4.86835,4.9437375,2.755625,0.287075,13.2677,0.8866625,0.4494625,1.7950625,1.8669,1.819875,2.610125,0.37115,2,32.4,43,43,18,171.272,63,54,54,72,76,32,65,52,3.147183673
"ANN0958","ANN_16","north american desert",2180,45,"1",18,4.84910308,0.506347228,14,3.259237767,15.79007543,1.649528555,7.082352941,0.944444444,9.835072248,7947.6615,0.1553,148.7839,1.6643,1.517521725,0.8909,0.7452,0.4302,0.1167,128.016,133.858,98.044,0.5153,442.6215,0.8596,0.3374,1.3653,1.7872,1.7193,45.674,4.644,71.628,0.6985,3.467911691,5.807539555,1.676659027,25.66666667,4,3.377950611,9.585270329,4.066078727,1.214201684,120.4,16,0.221709206,0.462172212,0.316118582,18.01782249,2.638195231,8.75505,0.289025,5.619125,2.7686,0.8720125,0.7791375,0.3842,0.0704875,5.4901125,5.5337625,2.1299125,0.2682,13.4344125,0.8873625,0.4408625,2.614975,2.7492875,2.7157625,2.0095125,0.3589625,4,30.1,39,45,17,185.829,44,47,52,36,59,35,55.5,35.5,3.134130612
"ANN0959","ANN_16","north american desert",2180,45,"1",20,4.425226434,0.45438358,12,4.218345093,18.66732068,1.916355251,6.570588235,0.85,6.446933786,9216.8848,0.2079,166.5336,1.7977,1.767234756,0.8902,0.7068,0.3968,0.1,141.224,160.528,94.234,0.4191,480.7669,0.8849,0.3384,1.7035,1.9441,1.813,42.435,6.582,72.644,0.6677,4.143004931,7.030965808,1.709689866,22.33333333,2,3.634323727,9.7644396,4.27153074,1.181197988,111.7,15,0.22836378,0.456645469,0.314990751,29.72229861,2.144214855,9.77515,0.232575,5.3441875,2.2380875,0.8694,0.7786375,0.37965,0.063325,5.1752625,5.22685,2.492375,0.2596375,13.3868875,0.8887375,0.45305,2.1068875,2.187775,2.1494375,2.3733125,0.365275,3,29.3,39,43,17,182.726,39.5,40.5,49,30,53,28,51,29,4.538204082
"ANN0975","ANN_18","the great plains",1810,68,"0",35,6.254395467,0.594724991,21,2.338719128,14.60787292,1.391499224,8.379310345,0.828571429,8.25426638,18683.3175,0.179,227.7036,1.8075,1.600840832,0.8536,0.7303,0.3826,0.1098,200.66,213.106,142.24,0.4686,693.9245,0.8681,0.3719,1.4982,1.7363,1.6452,43.284,5.244,115.57,0.714,3.267670893,4.389079814,1.345668111,33.66666667,2,3.496611937,10.52548359,4.626448726,1.327939616,243,27,0.207741997,0.487002512,0.305255491,22.30843881,1.79517197,9.6155875,0.18315,4.8495,1.897775,0.8754625,0.779575,0.3873125,0.05605,4.68445,4.729425,2.7014125,0.2778375,12.7588125,0.887025,0.4633375,1.751525,1.8259625,1.8057125,2.5677875,0.3583,0,37.9,35,38,29,146.913,40,39,46,34,40,38,43,36,4.17722449
"ANN0976","ANN_18","the great plains",1810,61,"0",33,4.976963057,0.537598028,23,3.011382636,14.93055811,1.618656278,7.219047619,0.636363636,9.454296681,16726.4182,0.1406,209.9032,1.6773,1.400661951,0.8861,0.7703,0.3655,0.1273,178.308,184.912,149.86,0.5236,663.1002,0.8917,0.352,1.2339,1.4968,1.4973,44.528,4.71,119.126,0.717,3.818551458,5.03623193,1.32567024,24.66666667,3,3.597691477,9.300058113,4.138803483,1.156526208,151.6,19,0.234588634,0.462351189,0.303060177,14.60184915,1.841271642,10.2865875,0.1916625,5.0714375,1.9540375,0.866125,0.77275,0.397125,0.058325,4.8709625,4.9384625,2.7543125,0.3060625,13.3810375,0.889325,0.4687,1.8016875,1.8744875,1.8477,2.6088,0.3313375,1,32,34,38,21,147.083,59.5,33.5,65,54,41,26,53,40,4.711591837
"ANN0978","ANN_18","the great plains",1810,80,"0",44,5.339399821,0.542137448,6,2.786460519,14.89645329,1.510196733,9.75862069,0.659090909,10.93944325,12477.1363,0.1517,194.4051,1.8443,1.51559289,0.9071,0.7284,0.3698,0.1277,165.1,170.434,128.27,0.4719,567.9448,0.8531,0.3323,1.3287,1.715,1.5346,44.781,4.094,96.266,0.6981,3.834418075,4.724763062,1.275913221,33,2,4.129118414,9.872835667,4.479955315,1.10752218,283,29,0.230609385,0.448210554,0.321180061,13.0664324,1.933371648,9.1066875,0.202875,4.96195,2.0324125,0.8272625,0.72145,0.4101125,0.060175,4.7439875,4.8180625,2.566475,0.2880875,12.9777625,0.8612875,0.440775,1.880075,1.9433625,1.76455,2.447425,0.3621625,1,35.1,31,36,29,168.432,49.5,47.5,36,63,59,36,47.5,49.5,4.158122449
"ANN0979","ANN_18","the great plains",1810,56,"0",24,5.576072104,0.604684269,24,2.747235651,15.32145388,1.660504164,7.238095238,0.875,8.017351005,13518.9407,0.227,211.5391,1.4886,1.787191207,0.8638,0.473,0.52,0.1248,153.162,197.866,118.364,0.348,658.4509,0.6904,0.3369,1.6717,1.6986,1.0575,42.117,5.253,90.17,0.6318,4.893833821,4.890624219,1.039200295,32.66666667,4,3.186136154,8.568427211,3.545910899,1.116842201,152,16,0.245563619,0.439991806,0.314444575,19.06761735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,41.1,38,41,21,170.86,43.5,30,59,28,43,17,51,22.5,3.221142857
"ANN0983","ANN_19","the great plains",2090,63,"0",33,5.459441801,0.599228731,13,2.547640138,13.89987366,1.526437594,7.930434783,0.696969697,7.323841263,11586.2994,0.1928,188.1645,2.1852,1.64258341,0.8841,0.7199,0.4273,0.122,157.48,175.26,114.554,0.4999,548.2226,0.8841,0.3343,1.5299,1.8731,1.8788,45.193,6.171,84.074,0.7101,3.44499522,4.420758368,1.262696544,32,2,3.003337449,9.122794783,3.368231449,1.119312293,182.4,18,0.250897295,0.439538728,0.309563977,19.10354394,1.965449383,8.917325,0.2077875,4.906425,2.0365375,0.86635,0.7663,0.386725,0.059075,4.7042875,4.7677875,2.4963375,0.2660875,12.6865875,0.8817875,0.4557125,1.915225,1.9681,1.9173625,2.3971375,0.381025,0,40.1,NA,35,23,176.642,100,58,81,119,59,57,70,88,3.920326531
"ANN0988","ANN_19","the great plains",2090,57,"0",24,5.798435744,0.503690461,20,2.65346152,15.36633276,1.336682075,6.885714286,0.875,7.876498288,16829.5147,0.1465,208.3062,1.4375,1.397109284,0.8529,0.5494,0.4964,0.1217,166.116,187.96,149.098,0.3258,706.6859,0.7463,0.342,1.2606,1.4034,0.9854,41.282,5.241,118.364,0.6026,3.419499864,4.859686667,1.425697429,32.75,2,4.374537275,11.53960673,5.317919625,1.244299128,144.6,16,0.238036954,0.458179248,0.303783798,16.03269001,1.796536952,10.10675,0.1756875,4.9957875,1.8468,0.874225,0.772,0.3747,0.0523125,4.84055,4.864375,2.7807875,0.2708875,13.17095,0.872775,0.466975,1.7502375,1.8044875,1.7466875,2.6842,0.37065,0,40.1,32,39,21,152.783,67,32,95,39,32,32,63.5,35.5,4.55755102
"ANN0989","ANN_19","the great plains",2090,53,"1",26,5.268473015,0.599884354,23,2.488199566,13.1012961,1.492645271,5.926086957,0.884615385,7.567864726,8892.1758,0.1746,177.9564,1.5419,1.778212558,0.881,0.5686,0.4527,0.1081,136.144,155.702,100.076,0.4018,549.6506,0.722,0.3261,1.5558,1.6543,1.2609,43.249,5.715,82.296,0.6759,2.946677209,4.069211269,1.389524537,29.33333333,3,3.67205414,8.78723455,3.450492014,0.952716959,136.3,20,0.245763708,0.447178547,0.307057745,17.96762134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,33.9,32,43,23,170.196,49.5,71,72,27,112,30,92,28.5,3.752816327
"ANN0993","ANN_20","north american desert",2390,61,"0",24,5.107772428,0.630027264,18,2.62767766,13.42458693,1.655687951,6.486363636,0.916666667,7.406722941,10993.4619,0.1536,163.9835,1.7554,1.44430499,0.8916,0.7124,0.4373,0.1056,139.954,155.702,113.538,0.5496,484.5183,0.8532,0.3642,1.3714,1.6017,1.5571,41.644,5.622,87.376,0.7653,2.936304151,4.314760359,1.469830388,26.33333333,4,3.15610785,8.099811393,3.309156445,1.049796479,142.7,15,0.229833566,0.457888401,0.312278033,14.97338859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30.4,28,30,22,166.973,66,57.5,82,50,99,16,90.5,33,6.432979592
"ANN1005","ANN_21","north american desert",1525,43,"0",18,3.402181041,0.408308348,26,3.754576891,12.77488682,1.530129849,6.5,1.055555556,5.711254165,7788.307,0.2034,160.9889,1.8072,1.681205748,0.8773,0.6772,0.4776,0.1275,123.19,145.034,95.758,0.4725,458.9105,0.8213,0.3112,1.5146,1.8582,1.8558,41.988,7.352,66.294,0.6848,3.018698446,4.81166989,1.595697697,20.33333333,4,3.996117565,8.404798211,3.94576976,0.998559001,123.5,14,0.197540024,0.475656272,0.326803704,35.48203645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,32,34,45,19,191.384,82,54,67,97,68,40,67.5,68.5,3.324587755
"ANN1008","ANN_21","north american desert",1525,56,"1",28,5.490045931,0.570477867,25,3.237402376,18.58164399,1.848142095,6.740909091,0.785714286,6.731750845,12145.9757,0.1429,177.156,1.8247,1.596028757,0.882,0.7618,0.3715,0.0836,156.464,162.306,110.998,0.4266,527.6429,0.8804,0.4194,1.4622,1.6649,1.5677,42.664,6.338,93.98,0.688,4.415778052,6.548507029,1.389132672,24,3,2.639582568,10.04650383,3.395592446,1.282493977,148.3,16,0.226703894,0.459746904,0.313549203,27.51070374,1.912372482,10.4271125,0.202925,5.2090875,1.9905625,0.8792375,0.7770125,0.3850625,0.06085,5.07075,5.1038125,2.7238875,0.286425,13.4975875,0.876975,0.4514625,1.8783875,1.9660375,1.922275,2.5863,0.3473625,0,31,32,34,22,170.844,57.5,49,80,35,59,39,69.5,37,3.697469388
"ANN1010","ANN_21","north american desert",1525,51,"1",26,4.42598542,0.57000376,13,3.153393628,13.97291076,1.795375412,6.78,0.769230769,8.209358514,9262.175,0.2154,179.9379,2.4344,1.93556538,0.8906,0.6909,0.4212,0.0915,165.354,167.894,92.964,0.3404,486.0181,0.7716,0.3413,1.806,2.2448,1.9655,43.175,5.259,73.66,0.7166,2.659912566,4.820076588,1.81520222,23.33333333,3,2.988990169,7.779406101,3.318795478,1.120182769,135.6,18,0.194917703,0.475531529,0.329550768,22.77957452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35.1,38,46,20,190.347,63.5,40,68,59,37,43,52.5,51,3.793469388
"ANN1011","ANN_22","north american desert",1460,50,"0",22,5.510759684,0.66507094,22.5,3.093021795,17.01490884,2.054867146,6.215,0.909090909,6.87518889,13551.0052,0.1957,216.5669,2.2046,1.795001243,0.8659,0.7604,0.3798,0.1146,186.944,189.992,120.65,0.4881,626.2658,0.8806,0.3522,1.5747,2.0444,1.9452,44.11,6.416,91.44,0.7321,3.203385357,6.089889491,1.904510337,28.66666667,4,2.892737794,8.28105894,3.678980411,1.284014914,124.3,17,0.237230326,0.448289688,0.314479986,23.17203352,1.908162398,12.392725,0.20375,5.6141,1.983675,0.8799125,0.767375,0.3922375,0.0580375,5.461,5.58405,2.94215,0.2571125,14.74195,0.879975,0.46715,1.9172875,1.9643875,1.9292625,2.8151875,0.359675,0,37.7,43,54,20,182.072,24.5,30,21,28,30,30,25.5,29,4.042530612
"ANN1017","ANN_22","north american desert",1460,47,"1",24,4.65339106,0.518368118,27,3.334518898,15.51883746,1.728696092,6.894736842,0.791666667,6.954688178,11086.3004,0.1468,174.1217,1.8527,1.543960594,0.8658,0.6349,0.4223,0.1026,144.78,160.274,112.776,0.4289,530.1829,0.7619,0.3711,1.4212,1.5323,1.2658,42.125,6.057,94.488,0.6767,2.933192697,5.624480684,1.91846858,21.33333333,3,3.009372878,8.977747724,3.585613628,1.206279647,131,16,0.220771091,0.464281128,0.314947781,23.72416092,1.678555092,11.67658,0.15808,5.13752,1.70806,0.87084,0.77406,0.3886,0.04954,4.97416,5.01436,3.06068,0.24038,13.86704,0.88156,0.47472,1.64362,1.68574,1.65578,2.9591,0.39204,3,31.9,38,42,19,186.904,43,46.5,52,34,64,29,58,31.5,3.425804082
"ANN1025","ANN_23","north american desert",1790,40,"1",13,3.712853836,0.440097166,25.5,3.7387189,13.80500094,1.638858765,5.326666667,1.153846154,6.949067459,4230.5077,0.2343,120.6802,2.5543,1.877940307,0.9062,0.7699,0.3685,0.1185,108.458,111.76,64.262,0.5374,342.5978,0.9062,0.3326,1.7391,2.4124,2.1667,41.502,5.972,44.958,0.7269,3.265091604,5.243608714,1.610864065,20.66666667,4,3.863032173,8.423992213,3.905957707,1.010774928,79.9,12,0.222131139,0.462418152,0.315450709,23.07969285,1.888599078,12.8270125,0.2034375,5.683975,1.9835625,0.853975,0.755725,0.41075,0.0593125,5.5615625,5.5840375,3.009625,0.2805875,15.0603625,0.872375,0.467875,1.858175,1.954575,1.8466125,2.8508875,0.354475,3,18,37,46,15,197.622,97,78,105,89,93,63,99,76,3.858857143
"ANN1026","ANN_23","north american desert",1790,37,"0",20,4.443440588,0.617621298,11,3.947783034,17.51591951,2.43512743,6,0.75,6.956532912,5411.2795,0.141,121.6547,1.6656,1.668834536,0.8563,0.6226,0.3821,0.0604,116.078,119.38,72.898,0.1861,325.4297,0.7139,0.3558,1.6376,1.6989,1.292,40.189,5.777,68.326,0.6008,3.921391172,6.583276122,1.69753179,20.33333333,0,3.030253865,7.192853254,2.768028796,0.914786022,90,13,0.213229008,0.467049971,0.319721021,31.18893084,2.039568182,11.526825,0.2205125,5.6229875,2.1323625,0.8313625,0.729025,0.42345,0.0596,5.418675,5.5086375,2.75695,0.25735,14.6644125,0.8719875,0.4713125,2.0080625,2.067925,1.9164125,2.6352375,0.370375,0,19.3,32,43,15,200.015,53.5,51.5,65,42,75,28,70,35,3.377338776
"ANN1027","ANN_23","north american desert",1790,44,"0",20,4.553660934,0.521272877,NA,3.322398977,15.0792652,1.72578177,7.229411765,0.85,7.291513796,10451.721,0.1217,154.024,1.5071,1.284732417,0.8555,0.5441,0.5051,0.1116,130.556,141.224,119.888,0.3583,501.8824,0.755,0.362,1.178,1.3562,0.8935,43.96,6.029,96.266,0.6161,2.297630274,5.30430353,2.281262303,22.25,2,3.07506281,8.732396086,3.690324626,1.205160715,122.9,16,0.229620047,0.459731342,0.310648611,27.94577807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26.4,NA,NA,17,183.207,38,31.5,42,34,39,24,40.5,29,4.413061224
"ANN1029","ANN_23","north american desert",1790,30,"0",10,2.930806535,0.545368529,14,4.467591844,13.00498577,2.433915324,4.016666667,1.2,8.974633756,5256.5056,0.1389,121.5551,1.8265,1.595211286,0.8951,0.6954,0.4129,0.0961,100.584,106.172,76.2,0.4623,321.2873,0.788,0.3545,1.3933,1.5777,1.381,38.304,4.268,63.754,0.7009,2.889529367,5.175813315,1.792125441,14.66666667,0,2.710542092,5.35351665,2.189668374,0.809842373,48.2,9,0.205151348,0.466855647,0.327993005,23.90407276,1.807102557,11.639475,0.181775,5.3048625,1.8807625,0.8504625,0.751275,0.410925,0.052475,5.14615,5.181875,2.9355625,0.270875,14.2378375,0.872075,0.4848625,1.7672375,1.8276875,1.731,2.819125,0.3797875,0,14.8,30,42,12,212.721,82,58,85,79,82,34,83.5,56.5,4.040326531
"ANN1030","ANN_23","north american desert",1790,46,"1",22,4.133741296,0.594396679,25,3.616900891,14.91581587,2.144549076,7.06,0.681818182,7.064599594,6992.8892,0.2167,159.9486,2.4265,2.156571567,0.881,0.7642,0.3115,0.075,141.224,147.828,74.168,0.3039,436.5497,0.9043,0.4034,1.9932,2.0746,2.0748,41.599,5.888,68.072,0.732,3.185991139,5.341309108,1.690872009,20.33333333,4,2.695466219,6.815168823,2.735426536,1.018187514,105.9,12,0.240095919,0.447609207,0.312294874,14.25665484,1.966150229,13.494925,0.2090125,6.04225,2.0434625,0.8751875,0.775825,0.3797,0.0591375,5.860525,5.8949375,3.0731375,0.2882125,15.6859,0.877475,0.4582625,1.9246625,2.0168125,1.9633,2.914375,0.3633,1,22.2,29,34,15,180.986,NA,NA,NA,NA,NA,NA,NA,NA,4.413306122
"ANN1041","ANN_25","north american desert",480,92,"1",62,3.29319189,0.600930411,7,3.144823546,10.35096239,1.891896888,5.422222222,0.725806452,10.52428291,9925.7866,0.1725,167.7383,1.9951,1.426321831,0.8927,0.7979,0.4291,0.1444,148.59,148.59,117.602,0.6672,511.1896,0.9283,0.318,1.2635,1.9371,1.9417,40.398,3.839,76.708,0.8359,2.201127745,3.667567057,1.740469949,20.8,2,1.987131914,5.495739812,2.089059768,1.054183398,244,45,0.20173733,0.483424333,0.314838337,17.58021006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,47.8,36,52,45,166.117,31,35,25,37,40,30,32.5,33.5,2.340465306
"ANN1048","ANN_25","north american desert",480,78,"1",50,3.244326915,0.496866205,6.5,3.689188135,11.97276905,1.833449297,7.265625,0.64,8.476702591,11259.2678,0.1909,186.519,2.136,1.646472582,0.8609,0.7149,0.4571,0.1283,147.574,165.1,113.284,0.6376,572.3002,0.8821,0.369,1.4574,1.7822,1.7846,44.706,5.274,82.804,0.7831,2.871724922,4.387489769,1.539594503,21.66666667,4,2.939099593,6.528161254,2.6895106,0.916984905,232.5,33,0.23859823,0.448447107,0.312954663,23.88981074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,46.9,35,45,32,177.604,49,50.5,47,51,48,53,47.5,52,2.69035102
"ANN1049","ANN_25","north american desert",480,83,"1",53,3.616873899,0.583917358,14.5,3.158393235,11.38790943,1.84402252,7.837837838,0.698113208,9.246499601,12408.1042,0.184,192.3804,2.0391,1.488021905,0.8696,0.7345,0.4224,0.1443,165.862,180.086,129.286,0.5597,613.1313,0.9386,0.2872,1.3929,1.915,1.9118,43.565,4.711,86.614,0.7729,2.830651266,4.004350022,1.426229469,22.33333333,2,3.476421502,6.197772233,2.674710108,0.772008545,290,38,0.237564704,0.449881145,0.312554151,19.2284274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,56.4,48,66,37,180.052,62.5,65,59,66,57,73,58,69.5,3.536816327
"ANN1052","ANN_26","north american desert",875,64,"1",39,3.380135595,0.538730497,7,3.571223376,12.04948619,1.918217478,6.766666667,0.692307692,7.286113627,9801.9159,0.1677,175.0379,2.0066,1.776096883,0.8767,0.7332,0.4025,0.1028,145.542,155.448,98.552,0.5152,470.864,0.8907,0.3769,1.5773,1.8484,1.7364,43.197,5.929,78.74,0.7112,2.900193779,4.356051815,1.513796491,21,4,3.933698639,6.336306868,2.887251547,0.736083591,182.7,25,0.237900388,0.451357517,0.310742094,26.82516667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,59.7,42,67,27,176.204,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANN1069","ANN_27","north american desert",1660,58,"0",26,5.406586746,0.632209684,8,3.081736197,16.66557601,1.95045737,4.909090909,0.846153846,6.255633773,18968.8008,0.273,274.8437,2.8125,2.199312624,0.7853,0.3787,0.641,0.1061,213.868,257.81,124.968,0.4551,800.5787,0.5818,0.3264,2.063,2.2334,1.0971,41.282,6.599,95.758,0.7113,3.560988169,5.830762645,1.658791188,30.66666667,4,2.946861888,8.584201521,3.399722763,1.158314074,108,17,0.244163049,0.440210968,0.315625984,19.10444234,1.835364611,10.9233875,0.18695,5.1766,1.9032875,0.8646,0.7707,0.4040375,0.055475,4.9715125,5.0231125,2.820475,0.2926875,13.9145,0.886975,0.483375,1.7825875,1.84125,1.8026125,2.7027125,0.3636,0,36.3,46,54,22,168.367,67.5,57,79,56,74,40,76.5,48,2.920114286
"ANN1070","ANN_27","north american desert",1660,51,"1",21,4.914618982,NA,9,3.517138222,17.25136846,NA,6.183333333,0.857142857,6.376831084,9573.4002,0.1493,158.9293,1.7233,1.4483933,0.8514,0.6845,0.4634,0.1185,129.794,142.748,109.728,0.511,465.2337,0.8496,0.344,1.3009,1.5485,1.4545,42.61,6.682,83.82,0.7271,2.869510722,6.225804839,2.211648382,28.33333333,3,NA,NA,NA,NA,111.3,18,0.232446384,0.451058673,0.316494943,16.55438388,1.744360933,11.7308875,0.169225,5.2683625,1.8214125,0.8330875,0.7349375,0.401325,0.052125,5.1077875,5.1554125,3.020225,0.2586875,14.50295,0.871475,0.4721,1.7189,1.761525,1.6054125,2.919675,0.3933625,2,35.7,44,52,18,190.616,68.5,48,76,61,72,24,74,42.5,3.20155102
"ANN1071","ANN_28","north american desert",1840,44,"0",20,5.362421394,0.661405874,13.5,2.417649795,12.90253438,1.59497285,7.213333333,0.75,7.395362781,10555.9144,0.176,171.8409,1.9868,1.691347441,0.8867,0.6947,0.4177,0.0777,151.638,163.322,101.6,0.3267,482.4322,0.8259,0.3378,1.6075,1.7821,1.6397,43.742,5.915,85.09,0.6631,3.242067225,3.939767178,1.215113647,33.25,3,2.696198219,8.099418889,2.886543541,1.089635784,108.2,NA,0.216505598,0.462807538,0.320686864,25.75241376,1.619346153,11.3447375,0.15105,4.946475,1.6987625,0.8582,0.7661625,0.4099125,0.0514625,4.7122375,4.7796875,3.0546125,0.2844125,13.722425,0.8906,0.49365,1.5725875,1.6263125,1.5773125,2.9183625,0.3773875,2,28.3,30,43,15,184.083,37,26.5,41,33,37,16,39,24.5,4.402040816
"ANN1072","ANN_28","north american desert",1840,44,"0",14,NA,NA,17,NA,NA,NA,7.153846154,0.928571429,6.415997793,9909.0124,0.1905,173.2177,1.9187,1.659268732,0.8684,0.6356,0.4978,0.127,139.954,158.496,104.394,0.5457,527.6112,0.7645,0.3461,1.5182,1.8367,1.5968,42.672,6.651,76.2,0.7485,NA,NA,NA,29,3,NA,NA,NA,NA,93,NA,0.208549566,0.474697078,0.316753356,19.38761964,1.706396982,11.128775,0.167075,5.0882625,1.7993375,0.8375125,0.742025,0.417975,0.056025,4.9199375,4.953,2.981875,0.308975,13.9492875,0.8733875,0.4707375,1.6629875,1.749425,1.6321625,2.8151875,0.3573375,2,31.7,38,43,13,169.763,37.5,41.5,40,35,51,32,45.5,33.5,3.816734694
