"ecotype","DTF","Darker.axillae","Days.to.budding","Disk.diameter","Disk.to.phyllaries.diameter.ratio","Distance.of.first.branching.from.ground","Flower.FHDD.ratio","Flower.head.diameter","Flowerhead.to.phyllaries.diameter.ratio","Internode.length","LIR","Leaf.C.N.ratio","Leaf.area","Leaf.circular","Leaf.curved.height","Leaf.curved.shape.index","Leaf.curvedHeight.maxWidth","Leaf.distal.eccentricity","Leaf.eccentricity","Leaf.eccentricity.area.index","Leaf.ellipsoid","Leaf.height.mid.width","Leaf.maximum.height","Leaf.maximum.width","Leaf.obovoid","Leaf.perimeter","Leaf.proximal.eccentricity","Leaf.rectangular","Leaf.shape.index.external.I","Leaf.shape.index.external.II","Leaf.shape.index.internal","Leaf.total.C","Leaf.total.N","Leaf.width.mid.height","Leaf.width.widest.pos","Ligule.LW.ratio","Ligule.length","Ligule.width","Ligules.number","Petiole.main.veins.colour","Phyllaries.LW.ratio","Phyllaries.diameter","Phyllaries.length","Phyllaries.width","Plant.height.at.flowering","Primary.branches","RGB.proportion.blue","RGB.proportion.green","RGB.proportion.red","SLA","Seed.HW.ratio","Seed.area","Seed.circular","Seed.curved.height","Seed.curved.shape.index","Seed.distal.eccentricity","Seed.eccentricity","Seed.eccentricity.area.index","Seed.ellipsoid","Seed.height.mid.width","Seed.maximum.height","Seed.maximum.width","Seed.ovoid","Seed.perimeter","Seed.proximal.eccentricity","Seed.rectangular","Seed.shape.index.external.I","Seed.shape.index.external.II","Seed.shape.index.internal","Seed.width.mid.height","Seed.width.widest.pos","Stem.colour","Stem.diameter.at.flowering","Stem.diameter.final.after.5th.node","Stem.diameter.final.before.1st.node","TLN","Total.RGB","Trichomes.density.center.average","Trichomes.density.edge.average","Trichomes.density.leaf.center.flat.area","Trichomes.density.leaf.center.secondary.veins","Trichomes.density.leaf.edge.flat.area","Trichomes.density.leaf.edge.secondary.veins","Trichomes.density.nonvein.average","Trichomes.density.vein.average","Trichomes.length"
"north american desert",65,"1",41,4.23735036,0.598162244,19.5,3.31200295,14.04140361,1.979881684,4.244444444,0.658536585,7.284221554,10363.2051,0.1436,169.7081,1.7309,1.518504832,0.8491,0.701,0.3686,0.1088,138.176,153.162,111.76,0.3845,487.3005,0.9275,0.3256,1.3705,1.4945,1.3791,43.684,5.997,92.456,0.6608,2.372389645,4.9933418,2.116286083,24,2,3.157481405,7.098446787,2.979284529,0.945243517,114.6,25,0.215460744,0.475414735,0.309124521,25.12901334,1.801330187,11.002925,0.186675,5.14255,1.872225,0.8761625,0.77955,0.3965625,0.0560875,4.9927,5.0244375,2.8548625,0.2798125,13.7658375,0.8828,0.477675,1.7689875,1.8451125,1.8169375,2.7199125,0.3444625,1,39.2,38,45,27,143.887,15,19,5,25,19,19,12,22,4.038857143
"north american desert",78,"1",50,3.244326915,0.496866205,6.5,3.689188135,11.97276905,1.833449297,7.265625,0.64,8.476702591,11259.2678,0.1909,186.519,2.136,1.646472582,0.8609,0.7149,0.4571,0.1283,147.574,165.1,113.284,0.6376,572.3002,0.8821,0.369,1.4574,1.7822,1.7846,44.706,5.274,82.804,0.7831,2.871724922,4.387489769,1.539594503,21.66666667,4,2.939099593,6.528161254,2.6895106,0.916984905,232.5,33,0.23859823,0.448447107,0.312954663,23.88981074,1.87560310987084,9.82770724075482,0.19118460913562,4.98216386068701,1.94071382239947,0.847516359490723,0.750587372458126,0.405385682245062,0.0561976792291595,4.80094095036581,4.84549302934864,2.6686212847973,0.270381515472337,13.1518081276554,0.876949684241944,0.469522175529202,1.82816491397524,1.89546864868855,1.79181886803386,2.55188776876805,0.370196069840445,3,46.9,35,45,32,177.604,49,50.5,47,51,48,53,47.5,52,2.69035102
"north american desert",83,"1",53,3.616873899,0.583917358,14.5,3.158393235,11.38790943,1.84402252,7.837837838,0.698113208,9.246499601,12408.1042,0.184,192.3804,2.0391,1.488021905,0.8696,0.7345,0.4224,0.1443,165.862,180.086,129.286,0.5597,613.1313,0.9386,0.2872,1.3929,1.915,1.9118,43.565,4.711,86.614,0.7729,2.830651266,4.004350022,1.426229469,22.33333333,2,3.476421502,6.197772233,2.674710108,0.772008545,290,38,0.237564704,0.449881145,0.312554151,19.2284274,1.88379537305611,9.96238709826929,0.193198825880763,5.02936261038593,1.95027716068095,0.849562236589957,0.752078861301281,0.404121235622732,0.0566730564397242,4.84988944735071,4.89486623844994,2.68050845147116,0.271913604889322,13.2559432747315,0.876771432663892,0.468033347306444,1.8370860593896,1.90665162751525,1.80647596612261,2.56003929640803,0.369376472329233,3,56.4,48,66,37,180.052,62.5,65,59,66,57,73,58,69.5,3.536816327
"north american desert",58,"1",34,4.180154752,0.480248921,13.5,3.507566701,14.64558955,1.681506081,6.756,0.735294118,7.566159856,12421.459,0.188,212.0289,2.0384,1.826607109,0.8655,0.7141,0.4061,0.114,169.418,178.816,116.078,0.5218,625.5294,0.8494,0.3631,1.5405,1.8476,1.731,43.647,5.769,91.694,0.7378,3.105554284,5.353934218,1.732296568,21,3,3.377074818,8.712513253,3.798475449,1.124988735,168.9,22,0.220953563,0.460486204,0.318560232,24.40844763,1.810583762,6.3941375,0.1768375,3.9521875,1.8214125,0.8387875,0.7537125,0.414775,0.0545,3.74255,3.7716375,2.182825,0.2683125,10.587575,0.8874,0.49545,1.7300875,1.7756375,1.6895375,2.11005,0.3784875,3,36.3,43,46,25,180.418,62,44,70,54,60,28,65,41,3.81844898
"north american desert",64,"1",39,3.380135595,0.538730497,7,3.571223376,12.04948619,1.918217478,6.766666667,0.692307692,7.286113627,9801.9159,0.1677,175.0379,2.0066,1.776096883,0.8767,0.7332,0.4025,0.1028,145.542,155.448,98.552,0.5152,470.864,0.8907,0.3769,1.5773,1.8484,1.7364,43.197,5.929,78.74,0.7112,2.900193779,4.356051815,1.513796491,21,4,3.933698639,6.336306868,2.887251547,0.736083591,182.7,25,0.237900388,0.451357517,0.310742094,26.82516667,1.8738047727431,9.7347073389198,0.191373811656897,4.95063740921986,1.94036736669803,0.849945942097514,0.752315688928136,0.405492754166527,0.0564575893714796,4.77060707390667,4.81533301325998,2.65452957148838,0.272862421191476,13.0755404391507,0.876748351957877,0.470616364893559,1.82652303666009,1.89554900370582,1.79673335659426,2.53549094949206,0.368057983427444,3,59.7,42,67,27,176.204,54.759180101106,50.3486075669326,60.9446299232364,48.5737302789108,61.907558434392,38.7896566994082,61.4260941788142,43.6816934891595,3.40650539138415
"north american desert",58,"0",26,5.406586746,0.632209684,8,3.081736197,16.66557601,1.95045737,4.909090909,0.846153846,6.255633773,18968.8008,0.273,274.8437,2.8125,2.199312624,0.7853,0.3787,0.641,0.1061,213.868,257.81,124.968,0.4551,800.5787,0.5818,0.3264,2.063,2.2334,1.0971,41.282,6.599,95.758,0.7113,3.560988169,5.830762645,1.658791188,30.66666667,4,2.946861888,8.584201521,3.399722763,1.158314074,108,17,0.244163049,0.440210968,0.315625984,19.10444234,1.835364611,10.9233875,0.18695,5.1766,1.9032875,0.8646,0.7707,0.4040375,0.055475,4.9715125,5.0231125,2.820475,0.2926875,13.9145,0.886975,0.483375,1.7825875,1.84125,1.8026125,2.7027125,0.3636,0,36.3,46,54,22,168.367,67.5,57,79,56,74,40,76.5,48,2.920114286
"north american desert",51,"1",21,4.914618982,0.536561925543261,9,3.517138222,17.25136846,1.78769974968052,6.183333333,0.857142857,6.376831084,9573.4002,0.1493,158.9293,1.7233,1.4483933,0.8514,0.6845,0.4634,0.1185,129.794,142.748,109.728,0.511,465.2337,0.8496,0.344,1.3009,1.5485,1.4545,42.61,6.682,83.82,0.7271,2.869510722,6.225804839,2.211648382,28.33333333,3,3.09451041973029,8.31036292594778,3.37698056550326,1.11648822142589,111.3,18,0.232446384,0.451058673,0.316494943,16.55438388,1.744360933,11.7308875,0.169225,5.2683625,1.8214125,0.8330875,0.7349375,0.401325,0.052125,5.1077875,5.1554125,3.020225,0.2586875,14.50295,0.871475,0.4721,1.7189,1.761525,1.6054125,2.919675,0.3933625,2,35.7,44,52,18,190.616,68.5,48,76,61,72,24,74,42.5,3.20155102
"north american desert",46,"0",19,5.162780521,0.55222388,7,3.445085799,17.71980318,1.89619274,6.063157895,1,6.527400361,7132.9535,0.1517,155.6742,1.9544,1.647555245,0.9502,0.5743,0.4718,0.1187,114.046,126.746,94.488,0.3472,441.0227,0.7709,0.3136,1.3414,1.522,1.1,42.589,6.525,74.93,0.6466,5.193986776,6.272786392,1.2253378,24.66666667,3,3.824325484,9.346046482,4.452567618,1.187083482,115.2,16,0.224250368,0.457170518,0.318579113,11.65705753,1.782482465,12.721225,0.1794,5.517875,1.851,0.875875,0.77845,0.3885875,0.055175,5.401475,5.4345375,3.0956125,0.2713125,14.706625,0.882575,0.477225,1.762275,1.8395875,1.8061375,2.9501125,0.3528125,2,27.5,39,45,19,183.857,40.5,54.5,47,34,56,53,51.5,43.5,3.969061224
"north american desert",75,"1",39,5.240975415,0.56590455,10,3.265401591,17.0577044,1.845761076,8.414814815,0.692307692,8.844187017,12531.9104,0.1377,174.6632,1.6695,1.482005159,0.8545,0.7309,0.3805,0.0998,155.702,163.576,117.856,0.4803,540.9953,0.8577,0.3937,1.3879,1.5678,1.4417,39.45,4.461,99.314,0.7194,3.503184049,6.163361945,1.766477054,34.66666667,2,2.441799743,9.262125901,3.464413165,1.42862927,227.2,24,0.22323374,0.466976588,0.309789672,20.98444474,1.813406358,11.60175,0.1825125,5.34735,1.83065,0.87655,0.7678875,0.381425,0.0521625,5.203025,5.2294875,2.9487875,0.228625,14.1743,0.866775,0.46475,1.777875,1.8247125,1.7611625,2.8588375,0.4016625,2,52,49,52,27,154.663,80.5,38.5,123,38,52,25,87.5,31.5,3.337273469
"north american desert",49,"0",22,4.540386465,0.525413132,25,3.135973596,14.224636,1.648820987,6.480952381,0.954545455,6.660897361,10779.0752,0.1823,173.1376,1.9989,1.577879848,0.9201,0.7152,0.392,0.1144,144.018,167.894,109.728,0.4115,505.3401,0.8757,0.3072,1.5301,1.6676,1.7226,42.985,6.453,86.36,0.684,3.02561594,4.990725876,1.657324859,26.33333333,3,2.841536719,8.648791211,3.771532652,1.33341113,136.1,20,0.232405206,0.455790269,0.311804525,18.76253299,1.886242796,9.8723,0.197225,5.07305,1.9377625,0.864625,0.7637,0.3803375,0.0583875,4.9582875,5.0019375,2.6895,0.252425,13.1595,0.8746,0.438,1.8600125,1.92465,1.8679875,2.575725,0.3804875,2,33.1,35,42,21,181.261,57.5,49,63,52,68,30,65.5,41,2.87637551
"north american desert",62,"1",33,4.383124892,0.442289787,14,4.16474194,18.06255859,1.826478314,9.663157895,0.575757576,8.481307623,14021.7139,0.2097,225.8233,1.7834,1.774587046,0.886,0.697,0.4848,0.1278,177.038,195.58,127.254,0.5541,611.9647,0.9194,0.3053,1.5369,2.0931,2.015,42.779,5.044,84.582,0.7426,3.716831931,7.157554231,1.929280975,23,4,2.520493725,10.0545835,4.201685336,1.663935329,183.6,18,0.231882304,0.459909253,0.308208442,60.85813325,1.89008938356901,10.1064424019002,0.194334560403734,5.06820314290869,1.95933345554617,0.85041509291227,0.752605606797448,0.403909304070866,0.0570293333964438,4.89095337555334,4.93761519285295,2.6949080776843,0.273761713673947,13.3538428868675,0.876668559200288,0.467518516726906,1.845529922116,1.91539319961366,1.81571880826137,2.57346294150635,0.367781927854084,3,39.6,36,49,19,181.825,48,48,48,48,56,40,52,44,3.555183673
"north american desert",49,"0",22,4.898297131,0.596405018,14,3.55546596,17.31030901,2.116918095,6.782352941,0.772727273,5.979550093,6395.7937,0.1808,145.2815,1.6308,1.728019364,0.8862,0.732,0.4027,0.1059,121.158,127.254,84.074,0.4846,407.9511,0.8492,0.3526,1.5136,1.856,1.7767,41.284,6.904,65.278,0.7357,3.189182732,6.248606165,1.967788828,22.75,4,2.452662385,8.208846093,3.137411975,1.283871489,115.3,13,0.231581996,0.452060179,0.316357825,6.857289268,1.88465223676226,10.1898209875784,0.193919051437687,5.07957077281447,1.95498087265558,0.851847515721065,0.753924276969753,0.403510825958666,0.0571424621023348,4.90526048233247,4.95105073060557,2.70881855835692,0.275649604235761,13.392642444942,0.87679324088576,0.467457064919179,1.84088468224125,1.91189302018331,1.81604117308925,2.5851871309808,0.366233242107896,3,27.7,36,36,17,193.357,54.5,82,54,55,116,48,85,51.5,2.585216327
"north american desert",69,"1",35,4.775765473,0.575577836,18.5,3.562656627,16.9900557,2.055865522,6.76253464258554,0.768798040378421,8.606624477,16119.7742,0.1764,208.6578,1.7879,1.576751251,0.8842,0.7686,0.4085,0.1094,186.944,194.564,132.334,0.5445,596.4333,0.9074,0.3649,1.4702,1.8308,1.8375,43.486,5.053,102.108,0.765,3.812887655,6.379779653,1.702657622,31.66666667,3,2.619622673,8.313776885,3.298106815,1.26131189,245.2,24,0.227919415,0.46204342,0.310037165,27.80230114,1.760034695,9.426275,0.174,4.76855,1.8251625,0.796825,0.7118375,0.4427875,0.058475,4.572,4.6156375,2.70935,0.305575,12.915425,0.8819625,0.473025,1.7094,1.79875,1.6056,2.5492625,0.3505,1,49.4,47,52,26.7735172311784,161.171,23,31,12,34,42,20,27,27,3.202530612
"north american desert",51,"1",24,4.676528961,0.615169602,11,3.665193889,17.09933237,2.252887184,6.79047619,0.875,7.661128681,11946.6213,0.2094,187.7874,2.2414,1.839105653,0.8907,0.7843,0.4204,0.0991,171.196,174.498,102.108,0.5557,510.2309,0.9057,0.3982,1.709,2.1129,2.1181,42.099,5.495,81.026,0.7787,2.576218264,6.530493521,2.285909231,22,3,2.404961677,7.603348289,3.179896695,1.327067762,142.6,17,0.201672846,0.480892423,0.317434731,35.72554217,1.877148985,12.20315,0.1965375,5.557675,1.982475,0.8424,0.7427375,0.4069875,0.0561375,5.4120625,5.45835,2.9607,0.29395,14.847125,0.87245,0.466025,1.8530375,1.926175,1.7849875,2.8284,0.36415,2,37,50,59,21,167.499,16.5,18.5,19,14,17,20,18,17,3.188693878
"north american desert",48,"0",22,4.41680337845072,0.539745353811282,17,3.32979177918049,14.5554483095647,1.78686518594001,5.161111111,0.818181818,6.501807818,8517.2088,0.1339,141.6567,1.3645,1.433685201,0.7884,0.5408,0.5404,0.1039,116.586,128.016,98.806,0.4314,458.7548,0.6476,0.4269,1.2956,1.4479,0.9577,41.849,6.437,80.518,0.6672,3.14117531309535,5.20352004156297,1.68206064038787,27,4,3.10178819836556,8.22733553489653,3.33424789027126,1.09948248700398,92.9,15,0.237257159,0.447744493,0.314998348,13.3729138,1.67557158,8.991875,0.1550125,4.5950875,1.7412375,0.8679375,0.7664875,0.381475,0.0506,4.3696,4.4225125,2.7424,0.2693875,12.4019875,0.87785,0.45535,1.615425,1.653775,1.6192875,2.648475,0.386325,1,27.1,32,42,18,187.674,81.5,93,83,80,90,96,86.5,88,3.078122449
"north american desert",61,"1",32,4.213524303,0.526957019,19.5,3.854404774,16.22247314,2.026621797,8.313043478,0.71875,6.909060989,11676.5573,0.1776,179.7696,1.9128,1.642121417,0.8946,0.7464,0.3571,0.0934,164.592,176.53,109.474,0.3782,499.8666,0.8648,0.3294,1.6125,1.805,1.8112,41.858,6.058,91.186,0.6475,2.941353877,6.05138455,2.062430418,21,1,2.89518548,8.043121026,3.241773726,1.119000667,191.2,21,0.202461424,0.475374838,0.322163738,30.09421985,2.096541808,9.919125,0.22275,5.358525,2.1980375,0.8744125,0.760075,0.3889375,0.0587375,5.1673125,5.2361125,2.5558875,0.2379875,13.687725,0.865025,0.45515,2.0514,2.1307,2.0435,2.4262375,0.3738375,2,32.1,30,37,23,183.146,7.5,15.5,2,13,13,18,7.5,15.5,4.699591837
"north american desert",48,"1",24,3.568785671,0.468891326,17,3.492424455,13.41409744,1.651897491,5.16,0.833333333,6.747984876,8267.4673,0.1475,159.2667,1.6065,1.620243545,0.872,0.7836,0.3791,0.1095,130.048,130.556,98.298,0.5096,495.6116,0.9013,0.4086,1.3282,1.6306,1.5952,43.036,6.378,79.756,0.7577,2.674746626,4.832123307,1.82733698,16.66666667,4,3.622390809,7.603048167,3.257511999,0.909329819,103.2,18,0.185563393,0.485182252,0.329254355,15.19755018,2.11400275,8.87755,0.2244625,5.05355,2.198675,0.775825,0.690875,0.4444625,0.058225,4.852475,4.9133125,2.3905125,0.2668,12.9960125,0.8752125,0.465975,2.065525,2.1279125,1.8454625,2.2926125,0.36095,2,25.9,40,37,20,188.119,21,22,5,37,12,32,8.5,34.5,3.862530612
"north american desert",68,"1",39,4.317213902,0.589999045,16,3.931553578,16.99050152,2.326947635,7.886956522,0.58974359,8.16997133,13400.1022,0.2045,207.1265,1.9928,1.720376923,0.8834,0.6201,0.4794,0.1187,171.45,189.484,120.396,0.5002,610.3809,0.7537,0.3358,1.5738,1.9014,1.5503,44.906,5.496,90.17,0.7291,4.176896287,6.268532723,1.510999605,29,2,2.725376326,7.331915583,2.892666691,1.063683133,181.4,19,0.222896105,0.468781718,0.308322177,20.95730716,1.742791965,8.665975,0.1624375,4.5742625,1.796875,0.8465125,0.745725,0.3924625,0.0475875,4.3894375,4.4172,2.624675,0.2247,12.206225,0.8693,0.466075,1.685525,1.730075,1.613475,2.5413125,0.405375,1,45.9,32,43,23,160.595,38.5,50,46,31,61,39,53.5,35,3.468979592
"north american desert",43,"1",21,5.308044923,0.554642018,8.5,3.079115879,16.34406569,1.707800472,7.015789474,0.904761905,7.60311971,14452.0356,0.1596,212.9599,1.608,1.683583942,0.8285,0.5089,0.4913,0.0953,167.64,185.928,126.492,0.3549,678.8549,0.6252,0.372,1.4699,1.5904,0.9538,42.451,5.583,105.41,0.6302,3.448616712,5.625072871,1.636247303,33,3,3.373758552,9.19625079,3.980544242,1.174523939,133.3,16,0.22888411,0.455132438,0.315983452,17.83541355,2.261208926,8.793675,0.2493625,5.2110125,2.3817625,0.8732625,0.7664,0.39825,0.0666,5.015175,5.0919125,2.304525,0.3125125,13.1229125,0.8782625,0.4700625,2.2109125,2.321075,2.252425,2.16165,0.344475,3,31.5,36,55,19,177.177,57.5,90.5,58,57,132,49,95,53,3.151640816
"north american desert",57,"0",30,5.064037394,0.599895438,19,3.089102564,15.64325441,1.852661467,8.825,0.666666667,6.673315532,12199.9111,0.1637,194.0384,2.1161,1.748125191,0.8893,0.6966,0.4426,0.0988,148.59,170.18,110.998,0.5046,529.152,0.8727,0.3886,1.5332,1.6116,1.6181,42.82,6.417,92.202,0.7806,2.653004065,5.512296826,2.08632591,24.33333333,4,2.648315467,8.438833419,3.184258719,1.205343964,176.5,20,0.24383234,0.443625263,0.312542397,36.93584953,1.88250032940453,10.2107599483986,0.193373140912045,5.08218483748552,1.9511515682148,0.851425688911992,0.753600361687984,0.403484755699957,0.0569175793962042,4.90754036050655,4.9527780763514,2.71337289025726,0.274047608385667,13.4055518054127,0.876688796729721,0.467853852347115,1.83831229890995,1.90836988177321,1.81118386675062,2.59124600618318,0.367357608656977,1,39.8,42,47,20,168.054,52,80.5,47,57,127,34,87,45.5,3.640897959
"north american desert",94,"0",65,4.081265792,0.63141407,14,3.257199531,13.29912519,2.056141237,8.571428571,0.646153846,10.70081256,10502.4951,0.1112,164.5435,1.6442,1.520678533,0.8978,0.7504,0.3213,0.0766,140.716,151.892,108.204,0.316,480.1462,0.8871,0.3773,1.4038,1.4025,1.4268,41.759,3.902,100.33,0.7027,3.002106927,4.844520929,1.590386705,29,1,2.619458414,6.448581025,2.473278418,0.942790578,360,40,0.226140508,0.45979839,0.314061102,21.17011711,1.88500393278125,10.183357803746,0.193126866450096,5.06961406812238,1.95076518957792,0.850484823098697,0.753848209505462,0.404908185805768,0.056522055516302,4.89302654507224,4.93744029136188,2.70350348463632,0.273118589977586,13.3767436512526,0.878111844917734,0.472003627936443,1.83966717587197,1.90799062162254,1.81263054340409,2.58483798407342,0.367221899313435,1,40.4,33,41,42,174.396,48,23.5,72,24,34,13,53,18.5,3.436163265
"north american desert",75,"0",46,4.599657212,0.523791789,21,3.663546055,16.82511627,1.917510455,8.4625,0.695652174,9.962593406,14813.7768,0.2009,214.3592,2.0838,1.71531272,0.8605,0.7465,0.3345,0.116,190.246,199.644,124.968,0.4095,662.1626,0.8786,0.3352,1.5976,1.9059,1.7651,44.885,4.505,99.822,0.7072,4.027637997,6.228742587,1.581410916,37.75,3,3.970310311,8.777849797,4.05673353,1.021628928,270.8,29,0.231630204,0.454656381,0.313713416,19.2661943,1.912729653,9.579275,0.1974125,5.0050875,1.962175,0.8590125,0.75845,0.3990875,0.0555875,4.7783875,4.84585,2.616725,0.2726125,13.0899625,0.8836125,0.4701125,1.85915,1.9129125,1.844175,2.5109,0.3810375,1,52.6,51,57,32,175.383,35,40.5,43,27,37,44,40,35.5,3.485387755
"north american desert",57,"0",32,4.141088504,0.597579439,8,3.630113864,14.98270669,2.169678011,5.359259259,0.84375,6.903613406,11790.17,0.1382,166.2448,1.5703,1.410575618,0.9424,0.5825,0.4894,0.11,147.828,157.226,117.856,0.4149,580.0951,0.7362,0.3752,1.3341,1.5356,1.0909,42.866,6.209,96.266,0.6253,2.7661617,5.601324719,2.033814806,21,3,2.702358152,6.549944314,2.7117643,1.007265017,144.7,23,0.212608595,0.467588846,0.319802559,29.15472305,1.61423143,10.1753,0.1499875,4.7472125,1.699675,0.8598375,0.7610875,0.4052625,0.056225,4.5600875,4.613,2.94085,0.3068,13.0773,0.881825,0.4565,1.5699,1.6327,1.59335,2.7953125,0.3375125,0,33,39,41,27,186.587,77.5,50,102,53,39,61,70.5,57,3.33355102
"north american desert",61,"0",33,4.973511038,0.557840466,19,3.079377,15.30370357,1.714535065,6.19047619,0.636363636,7.103609539,12293.9754,0.143,183.0942,1.5927,1.421781671,0.8721,0.5243,0.5017,0.1268,141.478,162.052,128.778,0.3347,623.552,0.7472,0.3472,1.2584,1.3519,0.9227,42.291,5.953,104.648,0.6192,2.832149637,5.380462891,1.910162539,27.25,2,3.071143278,8.9200683,3.521871365,1.149848053,130,18,0.235937705,0.452694502,0.311367794,28.14554808,1.787887349,10.2123875,0.1771375,4.9835125,1.8403875,0.8648625,0.768025,0.3902375,0.0520625,4.8114375,4.85115,2.787375,0.26925,13.1772,0.8796125,0.462375,1.741025,1.7951125,1.7455,2.680225,0.379625,0,31.6,35,43,21,175.487,64.5,58,75,54,83,33,79,43.5,2.698922449
"north american desert",61,"1",35,4.660169821,0.475362418,24,3.645630076,16.95389764,1.867366141,8.376923077,0.742857143,7.130686732,10926.5588,0.1348,169.5568,1.7849,1.541677729,0.9284,0.7579,0.3431,0.0985,140.208,152.4,109.982,0.4588,492.5187,0.8731,0.3998,1.3857,1.5462,1.4551,42.797,6.002,90.678,0.6994,3.086138762,6.273474503,2.046734392,27,4,2.494224418,9.208301018,3.533457854,1.422249553,217.8,22,0.239942962,0.44738459,0.312672448,21.33260211,1.88188133771766,10.2253443028994,0.193064736070156,5.08771842596869,1.95060618107078,0.850347287929287,0.752635998067326,0.403691334803395,0.0568330113925999,4.91112609740168,4.95685674879368,2.71722037106781,0.273277176581839,13.4199611656168,0.876656334953499,0.467401032423743,1.83737149853508,1.90726346925422,1.80780528869562,2.59523009205089,0.367681502872688,3,41.6,37,39,26,172.516,92,81.5,127,57,104,59,115.5,58,3.037346939
"north american desert",58,"0",33,5.444087193,0.561188385,17,3.268434477,17.76130838,1.83332761,7.22173913,0.696969697,8.616691797,14014.1655,0.1445,191.7073,1.4866,1.45424499,0.8842,0.6167,0.4989,0.1132,145.288,173.228,131.826,0.5098,618.6788,0.8015,0.3661,1.3141,1.4819,1.2727,43.706,5.072,98.044,0.7681,3.584628722,6.095146757,1.71924315,30.75,3,2.371140467,9.707381377,2.824075242,1.197730452,166.1,20,0.234514507,0.450670471,0.314815021,16.38508769,1.666972012,12.3023125,0.1567375,5.3455625,1.71105,0.85355,0.7373125,0.3935875,0.0509625,5.2069875,5.2440375,3.20675,0.222525,14.554525,0.853525,0.4409125,1.63895,1.6910125,1.570925,3.08505,0.384,1,38.3,41,52,23,179.426,88.5,58.5,82,95,70,47,76,71,3.377632653
"north american desert",65,"1",35,4.954626296,0.553276047,11.5,3.450810548,17.09804729,1.910060524,7.725,0.685714286,7.171735707,24521.4348,0.163,282.2045,2.0387,1.693660577,0.8143,0.4687,0.5421,0.1043,239.776,247.396,166.624,0.3033,908.3505,0.6113,0.3421,1.4848,1.7913,0.9383,44.161,6.158,133.858,0.6244,3.243964915,6.056539183,1.87381165,25,3,2.611897154,8.985564922,3.335247975,1.278764032,185.4,21,0.228431485,0.456204666,0.315363849,23.07031216,1.88281934923298,10.1520605385213,0.193092996448136,5.06848551388259,1.95339309637891,0.850895528205597,0.753843557469148,0.403967022163745,0.0570315775301813,4.89048322188479,4.93701183651086,2.70597377043058,0.276102269650639,13.3722268655521,0.877938098170146,0.468767091523243,1.83789991489981,1.90753362486675,1.81273814156341,2.58444014016906,0.366697329038875,1,37.8,47,50,24,165.577,26.5,22.5,18,35,23,22,20.5,28.5,3.516489796
"north american desert",58,"1",35,5.117557172,0.595572517,10.5,3.426972453,17.54322805,2.040324824,7.025,0.685714286,6.419299467,7762.2425,0.1446,150.1774,1.8867,1.670196628,0.8884,0.7917,0.3113,0.0838,134.112,135.636,89.916,0.3561,416.6083,0.8884,0.38,1.5085,1.6762,1.688,39.163,6.101,80.01,0.7116,3.022516812,6.442456245,2.142774602,28.33333333,4,3.115257924,8.590936902,3.625796911,1.176160984,168.6,20,0.220784615,0.460185691,0.319029694,29.50301216,1.675736373,11.457075,0.1602875,5.0832625,1.743425,0.8370875,0.747,0.411575,0.0544125,4.9543125,4.9874,3.03345,0.2841625,13.8964625,0.880375,0.4758,1.6447,1.7048375,1.6115375,2.9077875,0.3559875,2,29.4,35,36,24,190.208,61.5,54.5,80,43,67,42,73.5,42.5,2.574195918
"north american desert",77,"0",45,5.734958879,0.573876209,15,3.601899453,20.60239163,2.068315167,8.753846154,0.577777778,8.75567298,9517.6584,0.173,189.2679,1.7273,1.925450162,0.7754,0.6761,0.3392,0.0921,153.924,161.036,98.298,0.2822,544.6429,0.8992,0.3572,1.6382,1.7464,1.4759,42.327,4.834,88.138,0.6786,4.48486478,7.689453361,1.757623992,39.25,1,3.512088721,10.00136628,4.140787411,1.176125939,227.6,23,0.237307124,0.454230555,0.308462321,20.65464063,1.86994456289604,10.2095817508568,0.190883795634043,5.0733027065521,1.93589049272119,0.84927714599858,0.751962128077298,0.403126358898976,0.0563055737409669,4.89709980529707,4.94182808309725,2.72496266756159,0.270418871084633,13.3951944083768,0.87683709321281,0.466596453423806,1.82504798476625,1.89292922045795,1.79378611053771,2.60503021090415,0.369792397223663,0,35.6,30,35,26,165.132,22,51,9,35,46,56,27.5,45.5,3.096906122
"north american desert",51,"1",26,4.655612174,0.606350078,9,3.391713843,15.76018559,2.054289098,8.223809524,0.807692308,7.341869045,6253.3423,0.1534,132.6721,1.6921,1.568561869,0.844,0.7066,0.4171,0.103,110.744,118.872,84.582,0.5027,387.4823,0.8707,0.3803,1.4054,1.6208,1.5138,43.59,5.937,68.326,0.7293,3.397664082,5.637884306,1.660035556,25.5,4,2.290240655,7.715275758,2.437467707,1.075190927,172.7,18,0.237412451,0.450824857,0.311762692,16.2889875,1.691730067,12.5177,0.1603375,5.3421875,1.7625625,0.873725,0.7712125,0.38855,0.0505625,5.196425,5.234775,3.157825,0.2556625,14.5340375,0.8732,0.4748,1.6585125,1.709875,1.66615,3.0400625,0.3679,3,30,35,46,21,172.333,86,89.5,63,109,68,111,65.5,110,3.265959184
