"ecotype","DTF","Darker.axillae","Days.to.budding","Disk.diameter","Disk.to.phyllaries.diameter.ratio","Distance.of.first.branching.from.ground","Flower.FHDD.ratio","Flower.head.diameter","Flowerhead.to.phyllaries.diameter.ratio","Internode.length","LIR","Leaf.C.N.ratio","Leaf.area","Leaf.circular","Leaf.curved.height","Leaf.curved.shape.index","Leaf.curvedHeight.maxWidth","Leaf.distal.eccentricity","Leaf.eccentricity","Leaf.eccentricity.area.index","Leaf.ellipsoid","Leaf.height.mid.width","Leaf.maximum.height","Leaf.maximum.width","Leaf.obovoid","Leaf.perimeter","Leaf.proximal.eccentricity","Leaf.rectangular","Leaf.shape.index.external.I","Leaf.shape.index.external.II","Leaf.shape.index.internal","Leaf.total.C","Leaf.total.N","Leaf.width.mid.height","Leaf.width.widest.pos","Ligule.LW.ratio","Ligule.length","Ligule.width","Ligules.number","Petiole.main.veins.colour","Phyllaries.LW.ratio","Phyllaries.diameter","Phyllaries.length","Phyllaries.width","Plant.height.at.flowering","Primary.branches","RGB.proportion.blue","RGB.proportion.green","RGB.proportion.red","SLA","Seed.HW.ratio","Seed.area","Seed.circular","Seed.curved.height","Seed.curved.shape.index","Seed.distal.eccentricity","Seed.eccentricity","Seed.eccentricity.area.index","Seed.ellipsoid","Seed.height.mid.width","Seed.maximum.height","Seed.maximum.width","Seed.ovoid","Seed.perimeter","Seed.proximal.eccentricity","Seed.rectangular","Seed.shape.index.external.I","Seed.shape.index.external.II","Seed.shape.index.internal","Seed.width.mid.height","Seed.width.widest.pos","Stem.colour","Stem.diameter.at.flowering","Stem.diameter.final.after.5th.node","Stem.diameter.final.before.1st.node","TLN","Total.RGB","Trichomes.density.center.average","Trichomes.density.edge.average","Trichomes.density.leaf.center.flat.area","Trichomes.density.leaf.center.secondary.veins","Trichomes.density.leaf.edge.flat.area","Trichomes.density.leaf.edge.secondary.veins","Trichomes.density.nonvein.average","Trichomes.density.vein.average","Trichomes.length"
"the great plains",58,"1",38,3.443644352,0.529422604,10,3.781011185,13.00326498,1.999734003,8.56,0.657894737,9.248685211,12753.4584,0.1574,189.6353,1.8921,1.58512881,0.7767,0.4926,0.5727,0.111,149.098,172.466,119.634,0.4136,576.9705,0.6858,0.3517,1.4416,1.6582,1.0373,42.617,4.608,89.916,0.6739,2.756478034,4.898396344,1.783399066,21.66666667,3,2.548481983,6.503134762,2.183125761,0.860134089,214,24,0.1904303,0.491697364,0.317872336,23.63940389,1.87404814683838,9.88751568845151,0.191353234126453,4.989039303078,1.94083907352148,0.848162196848258,0.751672738322065,0.405731204916099,0.0563019515711348,4.80996098107994,4.85449182715702,2.67414681681194,0.272820054939547,13.1779413248735,0.877765291491955,0.470904330582647,1.82734306490093,1.8956490304359,1.79479911265052,2.55597824978287,0.368663203145454,2,37.4,40,51,25,175.366,65,42,81,49,59,25,70,37,3.024293878
"the great plains",51,"1",26,3.71220407,0.510258876,9,4.403138717,16.36239714,2.247587706,6.854545455,0.846153846,8.319427005,12125.5241,0.1233,174.1667,1.6572,1.458926956,0.8851,0.6699,0.4298,0.0986,132.334,157.988,119.38,0.4333,519.6637,0.8613,0.3677,1.3234,1.2707,1.2683,39.828,4.787,104.14,0.7186,3.583221125,6.471322845,1.807247072,21.5,4,3.123179968,6.951732154,2.983569877,0.966124155,150.8,21,0.198801992,0.48774327,0.313454738,25.45240155,2.168223279,11.301775,0.23785,5.7138375,2.2778625,0.77785,0.697625,0.4575375,0.06495,5.5522875,5.597275,2.6352625,0.307625,14.9242875,0.8794625,0.4861875,2.1292625,2.244825,1.9289625,2.481775,0.3496625,4,37.5,40,55,22,166.276,61,36.5,96,26,57,16,76.5,21,3.733297959
"the great plains",51,"1",26,3.308437874,0.483884934,11.5,4.04080386,13.37679835,1.95354688,5.942857143,0.807692308,7.078636663,12213.8465,0.1899,184.7908,2.1089,1.547920925,0.8586,0.4928,0.5768,0.13,163.83,175.514,119.38,0.4724,563.6797,0.6193,0.3206,1.4702,1.9254,1.1333,42.911,6.062,85.09,0.69,3.135282726,4.959587437,1.588599916,21.25,4,3.02409277,6.850372119,2.891672001,0.932711833,124.8,20,0.194573109,0.488467857,0.316959033,34.02185655,2.009378034,10.618975,0.22135,5.329825,2.1702875,0.846825,0.7573625,0.424675,0.0636875,5.1461375,5.2149375,2.652475,0.3476375,13.8859875,0.8907125,0.487625,1.98625,2.107975,2.0114125,2.4698875,0.3286625,3,34.5,33,37,21,188.69,51,44.5,57,45,45,44,51,44.5,3.42955102
"the great plains",61,"1",35,3.572954274,0.49602568,9.5,3.846977176,13.75543276,1.906868714,5.907142857,0.8,7.620558651,9135.6591,0.1688,161.1281,1.9461,1.578016414,0.8753,0.7254,0.3875,0.1179,139.7,150.114,102.108,0.5031,466.292,0.8917,0.342,1.4701,1.8456,1.6589,41.408,5.434,75.692,0.695,3.235572857,5.199933367,1.611350984,25.33333333,3,2.742930362,7.205997386,2.674354569,0.983304542,165.4,25,0.214716776,0.470315211,0.314968013,42.57063886,1.881222033,8.4181,0.1950875,4.6613625,1.9392375,0.87675,0.76405,0.401025,0.05905,4.41855,4.504525,2.4778375,0.3052125,12.3043875,0.87185,0.476275,1.8213375,1.8911875,1.8404,2.340225,0.3577625,4,49.6,42,49,28,193.045,86,80.5,101,71,124,37,112.5,54,3.068179592
"the great plains",51,"1",28,3.379358113,0.41323154,13,4.147411093,13.98300983,1.712791796,6.290909091,0.785714286,8.095324021,9023.9174,0.1313,146.7317,1.3459,1.321931026,0.8159,0.6744,0.375,0.1218,124.714,132.08,110.998,0.4469,485.6788,0.8537,0.3605,1.1899,1.3452,1.1006,42.091,5.199,92.71,0.6961,3.030307823,5.462852928,1.802799397,22,4,3.796927709,8.173564148,3.446371634,0.916750995,138.4,20,0.191999673,0.486903069,0.321097258,28.76607396,2.192437484,7.8478625,0.23835,4.7914625,2.2844,0.8417,0.7351,0.4221125,0.06385,4.627575,4.6513875,2.18545,0.3048875,12.3238,0.860075,0.486475,2.1421125,2.249575,2.02805,2.0716875,0.34185,4,34.5,39,45,22,195.542,45,40,49,41,61,19,55,30,3.584326531
"the great plains",54,"1",32,3.369277813,0.417631636,8,4.395661316,14.79908596,1.833330171,5.856,0.78125,7.726743861,8690.9504,0.2039,176.9308,2.4186,1.945748471,0.8468,0.7209,0.3917,0.0931,149.352,165.862,90.932,0.3151,473.3405,0.8801,0.3375,1.824,2.1075,2.1171,42.9,5.552,70.866,0.6861,3.960808657,5.746751192,1.435477921,20.66666667,2,3.730440413,8.080083706,3.491665468,0.940664328,146.4,21,0.215051384,0.47303561,0.311913006,24.77465906,1.658242156,7.97405,0.1522875,4.2360625,1.6959,0.825075,0.74355,0.420175,0.05065,4.0626875,4.0812125,2.55455,0.2812,11.629825,0.887475,0.4878875,1.601,1.6669125,1.5626375,2.4421125,0.3745125,2,34.3,34,40,25,180.794,29.5,36,35,24,54,18,44.5,21,2.752555102
"the great plains",56,"0",35,3.45521782,0.458337126,11.5,3.724772177,12.8383617,1.703139925,7.011538462,0.742857143,6.405841659,10729.785,0.1236,165.1013,1.4981,1.394860768,0.8969,0.6655,0.4278,0.109,120.904,143.002,118.364,0.4918,486.6331,0.88,0.3765,1.2082,1.1782,1.1543,41.798,6.525,102.616,0.7279,2.696432354,4.757575146,1.765498322,20.33333333,2,3.192491053,7.542060532,3.057305357,0.960403151,182.3,24,0.211283793,0.471982924,0.316733282,30.52570413,1.936975364,10.06785,0.2024375,5.1428875,2.0211375,0.8395,0.7432875,0.4073625,0.0575,4.9662375,5.011225,2.6551125,0.2770625,13.41565,0.875575,0.472075,1.8938125,1.9670375,1.8188125,2.5334,0.358075,4,30.3,37,38,26,194.899,36,36,56,16,55,17,55.5,16.5,3.304163265
"the great plains",62,"1",37,3.56835654,0.515470232,9,3.887489322,13.87102733,2.004143182,6.87,0.810810811,7.352034021,14821.3252,0.1705,210.5922,2.0703,1.645045932,0.7328,0.5876,0.4187,0.1107,180.848,188.722,128.016,0.37,667.8955,0.7856,0.3728,1.4742,1.9454,1.1179,43.23,5.88,92.964,0.5614,3.473138799,5.29566486,1.534216914,25.33333333,3,2.482621851,6.922753197,2.442575567,1.027118648,206.1,29,0.208490634,0.484949736,0.30655963,22.64872433,2.176884861,10.1568625,0.2343,5.4169875,2.2303875,0.8806375,0.7910375,0.3817,0.0622625,5.2863875,5.3062375,2.4884125,0.279675,13.6021375,0.890375,0.4863625,2.1418,2.2131625,2.203775,2.4010875,0.3727125,3,42.8,47,56,30,138.27,44,41,53,35,55,27,54,31,3.705306122
"the great plains",58,"1",35,4.141581704,0.622976382,5.5,3.633037365,15.05693795,2.185129207,5.42,0.857142857,7.562552337,9019.4013,0.158,178.1501,1.9216,1.62732795,0.7849,0.4882,0.5176,0.1363,130.81,140.716,109.474,0.4328,580.2681,0.6475,0.3489,1.2854,1.6144,0.8491,43.181,5.71,81.026,0.6306,3.604025578,5.430629796,1.532123067,26,4,2.760583489,6.660100776,2.158438935,0.781735672,162.6,30,0.198379216,0.481209238,0.320411546,30.96258599,1.859800843,6.687475,0.1898875,4.064525,1.9167125,0.8745125,0.779575,0.4078625,0.0573625,3.917175,3.952875,2.1854625,0.2856625,10.6897,0.887325,0.4958375,1.817675,1.888375,1.878825,2.084925,0.3443125,1,34,42,55,30,185.836,43,37,61,25,56,18,58.5,21.5,3.589322449
"the great plains",53,"1",34,3.206872088,0.47353447,6.5,3.683565805,11.82060307,1.745451498,2.067857143,0.823529412,7.83578299,7824.3714,0.1543,145.2412,1.9453,1.443979162,0.9012,0.5648,0.4856,0.1255,129.286,131.572,100.584,0.4565,469.645,0.7246,0.3325,1.3081,1.7313,1.0735,43.122,5.503,74.676,0.6762,3.258050551,4.261110549,1.365112828,23.66666667,4,3.461030104,6.772976999,2.315271843,0.670088154,57.9,27,0.244924862,0.444397574,0.310677564,42.87326795,1.865677849,6.3953,0.1860875,3.9811,1.9035125,0.8720375,0.78065,0.3918875,0.0509,3.82325,3.8602875,2.1338625,0.2406,10.3051125,0.8926875,0.4934,1.8219,1.853525,1.833,2.0796375,0.3836875,2,32.3,32,39,28,170.685,58,59.5,66,50,86,33,76,41.5,3.074081633
"the great plains",47,"1",24,3.982970381,0.520020122,8,3.472714895,13.74638033,1.796972866,6.163636364,0.916666667,7.320077229,7315.7918,0.1621,154.848,1.9188,1.698155419,0.8721,0.6374,0.4587,0.1053,127.762,133.35,91.186,0.4118,480.1673,0.7373,0.3595,1.4624,1.8225,1.4274,42.441,5.798,70.104,0.738,2.899172021,5.060477538,1.764678212,21.33333333,4,3.120508064,7.646746704,3.157853447,1.011648343,135.6,20,0.206305947,0.475304501,0.318389552,27.30792012,1.734865109,7.508175,0.1681,4.2,1.7533625,0.8488375,0.755775,0.4140375,0.05125,3.975375,4.01505,2.4209375,0.2487625,11.301275,0.8823,0.48745,1.6600375,1.7097125,1.6334625,2.3270375,0.3881,4,35.2,48,62,22,190.804,58,62,71,45,88,36,79.5,40.5,2.541428571
"the great plains",48,"1",24,3.319369868,0.481908835,10,3.951575899,13.09161881,1.900227721,6.904545455,0.916666667,7.33967541,8674.1762,0.1498,153.053,1.587,1.431284718,0.8537,0.6542,0.4521,0.1256,114.808,136.144,106.934,0.4908,463.8466,0.8663,0.3384,1.2732,1.5374,1.306,43.744,5.96,74.676,0.6796,3.063488745,5.079770256,1.670184469,22,3,3.244397517,6.888984574,2.50321222,0.772465753,151.9,22,0.231543767,0.459442056,0.309014177,28.16290974,1.885786761,7.487475,0.1907125,4.3583125,1.9380375,0.830175,0.73565,0.4281125,0.0536,4.1235375,4.1672,2.3111375,0.25875,11.678425,0.87425,0.5019,1.8056125,1.8654125,1.7162625,2.2145625,0.3923875,2,33.5,39,45,22,187.904,65.5,60,83,48,73,47,78,47.5,3.40555102
"the great plains",52,"1",30,2.931006522,0.488230532,9.5,4.234323049,12.3871965,2.01023634,6.031818182,0.733333333,8.04886662,7712.6943,0.1624,158.3941,1.8445,1.676340911,0.8326,0.7263,0.4143,0.1106,133.096,139.446,94.488,0.4096,454.7549,0.8633,0.3395,1.4758,1.8648,1.7768,41.827,5.197,71.374,0.7155,2.524061509,4.867547316,1.94671794,19.33333333,4,2.501478787,6.217058798,2.138279894,0.85687485,132.7,22,0.206012541,0.47375865,0.32022881,33.57724989,1.802906035,7.6448625,0.1723875,4.3552125,1.7999875,0.835225,0.7367875,0.4008875,0.0450375,4.122225,4.17115,2.4156625,0.191925,11.53455,0.87205,0.4725125,1.7291875,1.745675,1.617325,2.365375,0.428725,2,32.7,32,36,22,190.901,66,34,81,51,43,25,62,38,2.508293878
"the great plains",55,"1",34,3.92358451,0.592852473,0,3.352896447,13.13562991,1.987349104,6.092857143,0.823529412,6.999063085,12658.7489,0.1391,174.0117,1.6007,1.299972359,0.8759,0.5654,0.5069,0.1272,140.208,155.702,133.858,0.436,591.0563,0.6628,0.3544,1.1632,1.3975,0.9719,42.108,6.016,100.33,0.6364,3.406423435,4.687268666,1.38042335,25.66666667,4,2.973876512,6.615682165,2.043160671,0.689072032,170.6,27,0.233491882,0.459311321,0.307196798,27.98750586,1.80065559,6.8661625,0.1783375,4.0924625,1.8851375,0.8564625,0.7664,0.4116375,0.057225,3.8946625,3.9290625,2.2727625,0.30045,10.806225,0.8898125,0.497675,1.7382875,1.8148375,1.76445,2.159,0.3533125,2,35.6,39,46,28,173.869,62,54,87,37,82,26,84.5,31.5,2.836702041
"the great plains",51,"1",27,3.555271444,0.467060261,10,3.058641125,10.79157992,1.425047441,5.664,0.925925926,7.572174906,8937.8531,0.1677,177.0094,2.248,1.609439727,0.9042,0.6445,0.4826,0.1341,137.414,145.288,109.982,0.525,576.4021,0.7572,0.3547,1.321,1.8215,1.4839,43.603,5.758,75.438,0.778,2.2932116,3.644180041,1.592735576,22.5,4,3.407269956,7.582672861,2.508566688,0.745203876,141.6,24,0.200719714,0.479230044,0.320050242,24.04587867,1.891735565,7.3132375,0.1937375,4.28445,1.9482125,0.8322875,0.738875,0.422875,0.054875,4.0917875,4.11955,2.264825,0.2724,11.4628625,0.87495,0.5102875,1.820175,1.885075,1.7186,2.172225,0.3708375,2,34.8,37,49,25,188.686,53,54,62,44,72,36,67,40,2.655893878
"the great plains",51,"1",34,3.970635346,0.524103262,8,3.09215773,12.2575977,1.617914024,5.968,0.735294118,7.052728071,6878.0508,0.1738,158.2916,2.2548,1.740768926,0.9179,0.7379,0.3617,0.1177,120.65,131.064,90.932,0.4826,521.7754,0.892,0.356,1.4413,1.8482,1.6667,43.536,6.173,65.278,0.7313,2.537468916,4.034805335,1.604668476,25.33333333,4,3.593475172,7.576461799,2.493799105,0.697531918,149.2,21.8441766325108,0.210998582,0.472772421,0.316228997,23.41065623,1.854126171,7.6801,0.18785,4.3759,1.871025,0.8599,0.76215,0.4081,0.05445,4.1553,4.2082125,2.3600875,0.2727125,11.608225,0.88285,0.4964375,1.785725,1.8444,1.7714625,2.256875,0.3693875,3,31.9,38,43,25,189.679,69.5,63,96,43,66,60,81,51.5,2.489338776
"the great plains",44,"1",22,2.962117101,0.499799739,8,3.707839435,10.96284251,1.85267921,5.3,0.818181818,7.280527632,7188.4372,0.1401,136.584,1.6595,1.40400074,0.8778,0.7714,0.3436,0.1061,123.444,128.016,97.282,0.4402,421.4523,0.9533,0.335,1.3159,1.6146,1.6167,43.58,5.986,76.454,0.7421,2.525512675,3.941478746,1.563390541,21.33333333,4,3.622811315,5.925381219,2.642159529,0.734971959,95.4,16,0.183619615,0.498100276,0.318280108,18.33785,1.751882059,7.0599625,0.1715125,4.116025,1.807725,0.7998125,0.709225,0.444925,0.0547625,3.909225,3.9595,2.3494875,0.2766625,11.2040375,0.872825,0.4698875,1.688425,1.744375,1.5707625,2.2436625,0.3712125,3,25.2,28,32,18,163.708,19.5,25,31,8,40,10,35.5,9,3.000514286
"the great plains",41,"1",20,3.137959158,0.66290859,6.5,3.549712033,11.85108587,2.413914092,3.686666667,0.75,6.343118971,4289.3463,0.2275,117.5772,2.2079,1.889397397,0.8852,0.7431,0.4412,0.1059,110.998,110.998,62.23,0.5003,308.0371,0.8223,0.3449,1.7837,2.375,2.2192,30.024,4.733,46.736,0.7025,3.136482395,4.223996965,1.346078863,20.66666667,3,2.35150069,4.72465391,1.690512723,0.721410627,55.3,14,0.199223372,0.481201949,0.319574679,48.46718983,1.85385126,7.3024375,0.183875,4.32865,1.933775,0.8529625,0.7488625,0.405425,0.0537875,4.0812,4.1566125,2.33495,0.270475,11.3495375,0.879125,0.47415,1.7808125,1.8313125,1.744375,2.2291,0.3663875,3,17.4,35,37,15,191.855,58.5,43,74,43,57,29,65.5,36,3.310530612
"the great plains",50,"1",24,3.287282197,0.500166817,9.5,3.474610271,11.33300935,1.73118731,5.339130435,0.958333333,6.571294411,8910.6273,0.1308,150.4275,1.6405,1.410081552,0.8599,0.6807,0.4372,0.114,116.84,133.096,106.68,0.5018,450.897,0.8768,0.3702,1.2476,1.3855,1.2806,30.082,4.578,84.328,0.7618,2.357217097,4.053270352,1.716568487,18.33333333,4,2.591808269,6.544718692,2.557005775,0.987345952,122.8,21,0.20939189,0.475601217,0.315006893,26.06208628,1.543368569,8.905775,0.127,4.3509875,1.5839125,0.8635625,0.76715,0.397375,0.0499625,4.1354375,4.159225,2.81915,0.2699625,12.130225,0.8798,0.4776875,1.476375,1.530725,1.4835125,2.7027125,0.36595,2,29.5,37,37,23,182.796,65,38,85,45,47,29,66,37,3.038473469
"the great plains",75,"0",46,5.336582403,0.52588304,21,3.252180071,17.33774618,1.710996747,8.834375,0.695652174,10.11324206,13293.9089,0.1523,194.9868,1.5058,1.523143982,0.8811,0.6716,0.4349,0.1246,143.256,171.196,128.016,0.5256,615.0867,0.848,0.3703,1.3373,1.3689,1.378,43.587,4.31,104.648,0.7286,3.380346503,6.265094555,1.873293933,32.5,4,3.661223777,10.15925652,3.979785338,1.092947304,282.7,32,0.212205963,0.477369775,0.310424262,18.12146797,2.318663864,7.9385875,0.2497125,4.9631,2.403075,0.8598625,0.7637125,0.404925,0.06255,4.737375,4.7955875,2.1405,0.2770875,12.38205,0.8836,0.4931875,2.2458375,2.317325,2.2287625,2.0505125,0.3547,1,50.8,39,49,32,160.184,21,52.5,20,22,64,41,42,31.5,3.072563265
"the great plains",99,"1",65,4.253591041,0.506892718,30,3.528391478,15.05386138,1.789905935,6.333333333,0.830769231,12.19551277,9054.4335,0.1262,158.9633,1.6365,1.465666894,0.846,0.5775,0.4488,0.1116,119.126,142.748,108.458,0.3538,491.743,0.7281,0.342,1.3162,1.3064,1.0658,41.032,3.365,91.186,0.6828,3.615123593,5.518944573,1.547541334,23,2,3.009122192,8.39642345,3.367713894,1.123112115,342,53,0.249391663,0.435987627,0.31462071,16.30254501,2.12665485,13.0880625,0.2321,6.074125,2.2040625,0.8652125,0.7739,0.3988375,0.0631375,5.929325,5.9570875,2.8561875,0.327675,15.7416,0.8843125,0.4833625,2.0896625,2.179725,2.1161125,2.7265375,0.3332,3,48.8,42,49,54,169.725,39.5,56,51.5,27.5,74,38,62.75,32.75,3.670163265
"the great plains",43,"0",19,4.791764634,0.48112372,16,3.082925855,14.6041519,1.467846578,6.9,0.789473684,6.935044064,6581.8578,0.253,155.3398,1.9392,2.256730685,0.8724,0.7545,0.3371,0.0808,148.336,154.432,68.834,0.3612,387.6205,0.8876,0.3616,2.2435,2.4641,2.4362,42.269,6.095,60.198,0.7033,3.620493437,5.175765252,1.431496491,27,4,3.319513838,9.945420915,3.948893034,1.19151353,103.5,15,0.203391917,0.473665363,0.32294272,19.38691546,1.89626689955047,10.1978953246529,0.195833061768283,5.09531273551729,1.96639727447799,0.852134058202345,0.754431626764106,0.403579336365276,0.0573747210992453,4.919954407532,4.96614841261999,2.70102274290188,0.276232993910778,13.4129053660144,0.877198454236312,0.467945450036488,1.85231056256518,1.9238412719076,1.82797395473697,2.57743482222011,0.365812559087972,2,26.7,30,31,15,178.719,16.5,17.5,6,27,11,24,8.5,25.5,4.265142857
