"Ecoregions","Total.RGB","Primary.branches","RGB.proportion.red","Total_Leaf_Number","Phyllaries.length","Leaf.total.N","Specific_Leaf_Area","Leaf.C.N.ratio","Seed.rectangular","Leaf.shape.index.external.I","Seed.maximum.height","Seed.curved.height","Seed.proximal.eccentricity","Ligule.width","Seed.area","Seed.height.mid.width","Seed.perimeter","Flower.FHDD.ratio","Days.to.budding","Disk.diameter","Leaf.shape.index.internal","Phyllaries.diameter","Seed.width.mid.height","Phyllaries.width","Seed.maximum.width","Flower.head.diameter","Seed.ellipsoid","Ligules.number","Stem.colour","RGB.proportion.blue","Stem.diameter.at.flowering","Plant.height.at.flowering","Distance.of.first.branching.from.ground","Days_to_flowering"
"NORTH AMERICAN DESERTS",200.898,22,0.331924658,25,3.949157541,3.417,24.38531133,11.83109716,0.470378392567601,1.5874,5.02338111299881,5.14978309762394,0.877436539617517,1.735858652,10.675348042372,4.97210509472734,13.6683894006912,4.175573907,39,4.212391982,1.7914,9.248631743,2.66248741532043,0.977196601,2.78556922909425,17.58086364,0.0561582624506643,23.66666667,1,0.191987974,38.7,260.8,25,76
"NORTH AMERICAN DESERTS",174.277,17,0.317873271,22,3.058370529,6.366,23.5447650494627,6.741944739,0.4819375,1.2975,5.513925,5.6333375,0.8805,1.793519725,12.967225,5.4623375,15.320425,3.223310393,28,5.175068799,0.942,8.790852567,2.9157125,1.259414463,3.062575,16.6991343,0.0592375,31.66666667,2,0.194437591,39.9,142.3,12,58
"NORTH AMERICAN DESERTS",160.595,19,0.308322177,23,2.892666691,5.496,20.95730716,8.16997133,0.466075,1.5738,4.4172,4.5742625,0.8693,1.510999605,8.665975,4.3894375,12.206225,3.931553578,39,4.317213902,1.5503,7.331915583,2.5413125,1.063683133,2.624675,16.99050152,0.0475875,29,1,0.222896105,45.9,181.4,16,68
"NORTH AMERICAN DESERTS",177.177,16,0.315983452,19,3.980544242,5.583,17.83541355,7.60311971,0.4700625,1.4699,5.0919125,5.2110125,0.8782625,1.636247303,8.793675,5.015175,13.1229125,3.079115879,21,5.308044923,0.9538,9.19625079,2.16165,1.174523939,2.304525,16.34406569,0.0666,33,3,0.22888411,31.5,133.3,8.5,43
"NORTH AMERICAN DESERTS",187.543,17,0.319633364,21,3.324345111,5.319,19.26558961,8.138796116,0.4631625,1.2385,5.716325,5.8176625,0.878625,1.845291952,13.8209125,5.6647375,15.433025,3.674887286,26,4.556129615,0.9634,7.855870144,3.124725,1.159812731,3.2226125,16.64139473,0.0516125,26.66666667,1,0.216569,35.3,124.3,9,52
"NORTH AMERICAN DESERTS",172.963,20,0.322161387,21,3.003470742,5.132,18.70912751,8.777195186,0.4448875,1.4539,5.74675,5.8277375,0.8894,1.60165557,13.0892625,5.711025,15.0923125,3.504768118,32,4.723436791,1.8333,7.918384145,2.9143875,1.20484871,3.051975,16.48708606,0.0569125,25,1,0.197481542,42.3,155.2,14.5,56
"NORTH AMERICAN DESERTS",212.191,19,0.339529009,20,2.972463364,5.483,24.58008932,7.661414967,0.50535,1.4751,5.396175,5.4715,0.8859125,1.685977229,11.5815875,5.3287,14.3817125,3.832139451,33,4.243402384,1.4242,8.363551001,2.62995,1.075479576,2.7331625,16.26265294,0.06015,26,0,0.17591698,30.4,144.6,13,55
"NORTH AMERICAN DESERTS",178.316,28,0.321042419,26,3.625057261,4.948,18.6343078,8.800275356,0.469078790170701,1.3406,5.08647758277572,5.20922483354301,0.876520056066625,1.290347653,10.9031540092253,5.03518626201376,13.8320823607812,3.354842516,35,5.305768851,1.4229,8.503306466,2.69737849291336,0.662999673,2.82171969286875,17.81241633,0.0560784996929863,30.33333333,1,0.207132282,37.4,166.7,14.5,68
"NORTH AMERICAN DESERTS",191.604,21,0.317780422,20,3.718401835,6.103,28.77040732,6.877339295,0.470270459958887,1.4307,5.07487852441972,5.19807688367763,0.877303849350279,1.90692324,10.8456180195886,5.02368971487666,13.7976709206801,3.001772068,26,4.702185936,1.906,8.460499733,2.67862486251668,1.021355846,2.80695873615805,14.0550691,0.0568275612654956,21.33333333,1,0.210768042,39.9,122.6,8.5,55
"NORTH AMERICAN DESERTS",168.054,20,0.312542397,20,3.184258719,6.417,36.93584953,6.673315532,0.47040447335009,1.5332,5.09489824538478,5.21653384225075,0.877603969223255,2.08632591,11.002665093676,5.04279194853862,13.8703640083222,3.089102564,30,5.064037394,1.6181,8.438833419,2.70970629847478,1.205343964,2.83634629145476,15.64325441,0.0563238161347692,24.33333333,1,0.24383234,39.8,176.5,19,57
"NORTH AMERICAN DESERTS",174.396,40,0.314061102,42,2.473278418,3.902,21.17011711,10.70081256,0.470592010109474,1.4038,4.91358472541424,5.04414602909104,0.874735459529216,1.590386705,10.1692515276129,4.8640314687144,13.3663098288145,3.257199531,65,4.081265792,1.4268,6.448581025,2.59613141503636,0.942790578,2.71510810645275,13.29912519,0.0559759878413323,29,1,0.226140508,40.4,360,14,94
"NORTH AMERICAN DESERTS",186.587,23,0.319802559,27,2.7117643,6.209,29.15472305,6.903613406,0.4565,1.3341,4.613,4.7472125,0.881825,2.033814806,10.1753,4.5600875,13.0773,3.630113864,32,4.141088504,1.0909,6.549944314,2.7953125,1.007265017,2.94085,14.98270669,0.056225,21,0,0.212608595,33,144.7,8,57
"NORTH AMERICAN DESERTS",187.815,16,0.319069297,18,3.440912142,6.099,23.36220507,7.012820331,0.4637375,1.2717,5.05355,5.144825,0.8853625,1.995022686,10.738425,5.0217875,13.648825,3.316997457,26,4.766284812,1.2597,9.198452548,2.6617125,1.213496593,2.8019375,15.80029058,0.058125,26.66666667,0,0.212304662,26.1,135.5,10,51
"NORTH AMERICAN DESERTS",175.487,18,0.311367794,21,3.521871365,5.953,28.14554808,7.103609539,0.462375,1.2584,4.85115,4.9835125,0.8796125,1.910162539,10.2123875,4.8114375,13.1772,3.079377,33,4.973511038,0.9227,8.9200683,2.680225,1.149848053,2.787375,15.30370357,0.0520625,27.25,0,0.235937705,31.6,130,19,61
"NORTH AMERICAN DESERTS",176.402,28,0.315070124,34,3.35943655,6.447,26.21115333,6.843783287,0.46924674014368,1.5149,5.12906432255982,5.25007869560789,0.877332456242024,1.751763379,11.0467115411162,5.07691057348236,13.9228329829929,3.563061876,46,4.804992157,1.8029,8.087707993,2.7044086018406,1.033536636,2.83104180406461,17.08990121,0.0565797464361122,32,3,0.210167685,42.9,218.6,24,76
"NORTH AMERICAN DESERTS",172.516,22,0.312672448,26,3.533457854,6.002,21.33260211,7.130686732,0.468637412829028,1.3857,5.17737705642572,5.29645671168681,0.87840174851151,2.046734392,11.335963053263,5.12620813252346,14.0822874940073,3.645630076,35,4.660169821,1.4551,9.208301018,2.75533004846974,1.422249553,2.88378317342873,16.95389764,0.0563055276547475,27,3,0.239942962,41.6,217.8,24,61
"NORTH AMERICAN DESERTS",179.426,20,0.314815021,23,2.824075242,5.072,16.38508769,8.616691797,0.4409125,1.3141,5.2440375,5.3455625,0.853525,1.71924315,12.3023125,5.2069875,14.554525,3.268434477,33,5.444087193,1.2727,9.707381377,3.08505,1.197730452,3.20675,17.76130838,0.0509625,30.75,1,0.234514507,38.3,166.1,17,58
"NORTH AMERICAN DESERTS",184.372,19.0615586731126,0.326215477,20,3.240228454,5.983,21.61231203,6.97601627,0.4622125,1.2814,4.6699125,4.852675,0.883875,1.696616565,9.973475,4.6421,13.143675,4.005367341,26,4.467586862,0.8462,9.534675113,2.7067,1.328018973,2.844275,17.77656378,0.0556375,25.66666667,2,0.199504263,36.4,181.1,10.5,52
"NORTH AMERICAN DESERTS",169.554,37,0.330478786,38,3.301901715,3.647,16.43659346,11.72021806,0.467814512900081,2.0719,5.09913573164153,5.22216155206138,0.875666315643165,1.926721103,10.7885180570942,5.04895834538108,13.8058651011487,3.396000448,55,4.571680367,1.9044,8.081588926,2.65997393117424,1.193074984,2.78355865027643,16.55945543,0.0566607277675811,29,0,0.179954469,43.2,305,14,98
"NORTH AMERICAN DESERTS",165.577,21,0.315363849,24,3.335247975,6.158,23.07031216,7.171735707,0.469800056382043,1.4848,5.17737994837814,5.29635670403011,0.878632017866048,1.87381165,11.2772067991245,5.12579728804407,14.0646519537263,3.450810548,35,4.954626296,0.9383,8.985564922,2.73568650507871,1.278764032,2.86505112786095,17.09804729,0.0566999418697472,25,1,0.228431485,37.8,185.4,11.5,65
"NORTH AMERICAN DESERTS",190.208,20,0.319029694,24,3.625796911,6.101,29.50301216,6.419299467,0.4758,1.5085,4.9874,5.0832625,0.880375,2.142774602,11.457075,4.9543125,13.8964625,3.426972453,35,5.117557172,1.688,8.590936902,2.9077875,1.176160984,3.03345,17.54322805,0.0544125,28.33333333,2,0.220784615,29.4,168.6,10.5,58
"NORTH AMERICAN DESERTS",179.788,23,0.318391661,24,3.377287954,6.077,27.67549642,6.894312503,0.453275,1.3954,5.2850625,5.412225,0.87975,1.75343192980382,12.5434375,5.2506625,14.6199,3.151719528,32,5.158310819,1.3285,9.712829743,3.0704875,1.389535545,3.1882375,16.23538115,0.0509625,31.66666667,1,0.196175496,34.8,145.4,10.5,52
"NORTH AMERICAN DESERTS",167.225,25,0.306030797,38,3.033183444,3.419,18.25286163,11.54637443,0.45105,1.4645,5.525825,5.6464625,0.881725,1.846560718,13.03935,5.4888,15.1960125,3.589507466,55,4.325663541,1,8.442827637,3.0003875,1.063612922,3.1961625,15.53848421,0.0607125,25,1,0.251529377,38.3,280.5,5.7,94
"NORTH AMERICAN DESERTS",165.132,23,0.308462321,26,4.140787411,4.834,20.65464063,8.75567298,0.467524323434238,1.6382,5.12318765700993,5.24532162265541,0.877110903873134,1.757623992,11.0210488353073,5.07169776232462,13.9059579883613,3.601899453,45,5.734958879,1.4759,10.00136628,2.70733854489723,1.176125939,2.83297048417526,20.60239163,0.0563623908191548,39.25,0,0.237307124,35.6,227.6,15,77
"NORTH AMERICAN DESERTS",172.726,20,0.321410789,20,4.556217247,6.068,26.81246234,6.681655788,0.487875,1.1732,4.7916125,4.9120125,0.872175,1.973838902,10.51775,4.7254625,13.310775,4.067319492,27,5.187182916,1.2932,10.90956716,2.759625,1.21222676,2.83635,21.08381931,0.052025,29.33333333,1,0.193016685,32.5,151.9,9,52
"NORTH AMERICAN DESERTS",172.333,18,0.311762692,21,2.437467707,5.937,16.2889875,7.341869045,0.4748,1.4054,5.234775,5.3421875,0.8732,1.660035556,12.5177,5.196425,14.5340375,3.391713843,26,4.655612174,1.5138,7.715275758,3.0400625,1.075190927,3.157825,15.76018559,0.0505625,25.5,3,0.237412451,30,172.7,9,51
"NORTH AMERICAN DESERTS",187.848,18,0.31570738,24,3.48606025050914,4.848,26.06306842,8.697715494,0.469550427495148,1.4615,5.13157929296614,5.25296553050999,0.877502842622918,1.7585923930958,11.1272538821257,5.07780666069481,13.9631217766873,3.36753901417261,35,4.66303075790358,1.269,8.68357321872896,2.72219810552015,1.16933347011815,2.84943001942364,15.4738703584023,0.0563866720019947,25.6690316725725,1,0.233949789,31.4,232.1,23,72
"NORTH AMERICAN DESERTS",182.467,16,0.318112316,19,3.364998698,6.263,23.26475644,6.9897271,0.470719234791508,1.4357,5.05168137047385,5.17503434466836,0.875833239489473,1.603076318,10.7563644870978,4.99945573354993,13.7477237986245,3.835981318,24,3.178058016,1.7226,7.69469598,2.66786105838237,0.909496729,2.79552730878313,12.21547697,0.0566830345297313,20.33333333,0,0.209725594,34.8,113.5,19,49
"NORTH AMERICAN DESERTS",170.923,18,0.312860177,24,3.69109524,6.547,24.57788854,6.608264973,0.469280522822771,1.2324,5.14455639576867,5.2664319373571,0.878259821299601,1.615307811,11.2464729815273,5.09292213786448,14.0211265927699,3.524367822,34,5.049571341,1.2511,8.610601986,2.75073093970121,1.109935138,2.87787191677805,17.851906,0.0560198207790342,30,0,0.229793533,38.2,207.2,24,64
"NORTH AMERICAN DESERTS",206.562,8,0.323767198,10,2.914996068,6.493,23.29446699,6.672274976,0.4606875,1.7665,5.3472375,5.4504,0.868925,1.554889747,11.9766,5.3181375,14.631375,4.114138326,12,3.914997498,1.8553,6.847222397,2.8270625,1.00572268,3.005675,15.54658577,0.0614,17.66666667,0,0.207308217,12.2,41.7,12,36
"NORTH AMERICAN DESERTS",173.941,16,0.314267482,19,3.262728493,6.247,25.90022917,7.061377974,0.4749125,1.7116,5.4451125,5.5308125,0.887825,1.767224179,13.2437125,5.4041125,15.0225625,3.319307339,33,4.745721695,1.64,8.158758014,3.0268375,1.321841195,3.17765,15.74626714,0.0570625,24.66666667,3,0.216694166,48.1,161.5,21,57
"NORTH AMERICAN DESERTS",195.014,15,0.32184356,19,3.279585901,6.573,23.77619711,6.689309094,0.4680625,1.533,5.802325,5.875575,0.8715875,1.672239652,12.8934875,5.7560125,15.6491875,3.70495519,20,3.613613107,1.3448,7.518746523,2.783425,1.028913821,2.942175,13.3341598,0.0612875,26,2,0.208092752,24.5,103.1,2,43
"NORTH AMERICAN DESERTS",177.873,14,0.318047146,18,3.529357386,6.893,19.06840735,6.433450662,0.4738625,1.6995,5.8327375,5.927675,0.878825,1.384426897,13.2240875,5.7811375,15.5454,3.704853775,20,3.790751326,2.2072,7.879727921,2.8416375,1.158437885,2.9884625,14.02099559,0.0593,20.75,4,0.213843585,25.2,89,24,45
"NORTH AMERICAN DESERTS",178.917,14,0.315146129,18,3.976934526,5.685,17.9935466,7.70721586,0.4502,1.2918,5.6237,5.708025,0.8680125,2.001845437,12.3302125,5.566825,14.985425,2.745423606,22,5.321530801,1.4172,9.383284915,2.778125,1.288494476,2.9262875,14.58247242,0.06385,24.33333333,0,0.224690778,30.5,111.3,17.5,50
"NORTH AMERICAN DESERTS",184.065,10,0.322788145,15,4.017186094,6.003,20.70450532,7.146675501,0.4814125,1.4309,5.03105,5.133175,0.8727625,1.899139446,10.3092625,4.994,13.7368375,2.880708373,9,4.993421917,1.952,9.324391792,2.543975,1.152411281,2.6736375,14.64844482,0.0585,21.5,0,0.209284764,20,74.3,20.5,35
"NORTH AMERICAN DESERTS",182.212,10,0.323634009,13,3.071912865,5.967,17.31677801,6.95830838,0.4615875,1.4024,5.150125,5.2420125,0.881425,1.645650296,10.2600625,5.101175,13.690075,3.358324843,9,3.858933389,0.9535,7.18298014,2.49765,1.091331453,2.6498,12.7407218,0.063025,21.5,2,0.233189911,13.1,59,20.5,32
"NORTH AMERICAN DESERTS",180.592,15,0.317688491,16,6.048371807,5.915,22.98337463,7.327389534,0.4647875,1.3852,5.7718875,5.8919,0.89065,2.095078918,14.4680375,5.6673875,15.787275,3.034778362,17,5.390468478,1.4844,13.05303847,3.1181,1.578906436,3.319225,16.55455974,0.0605875,25.66666667,1,0.209261761,28.4,119.4,8,43
"NORTH AMERICAN DESERTS",186.426,11,0.318882559,15,4.445871225,5.551,21.31047408,7.787547622,0.4873625,1.6771,5.464975,5.577275,0.8883,1.920699132,12.2611,5.378975,14.6616875,2.664904869,18,6.079959173,1.9429,11.85804984,2.7331375,1.309635611,2.870725,16.19131583,0.062,31.66666667,0,0.223708066,23.1,113.6,8.5,44
"NORTH AMERICAN DESERTS",179.000461036166,11,0.315391011265463,13,3.575548887,5.9,24.5614972267475,7.061155773,0.487475,1.54490381261213,4.377525,4.5611375,0.86245,1.576916705,7.939,4.3510625,12.145725,3.687753323,8,3.897727474,1.65995838264893,8.135802498,2.2278,1.393943092,2.3508375,14.33119701,0.0582875,21.66666667,1,0.219884240331785,12.5,56.3,12,37
"NORTH AMERICAN DESERTS",174.621,9,0.321164121,16,3.108452751,6.483,19.70455155,6.311395583,0.4625375,1.5993,4.695025,4.816375,0.8566,1.679047376,9.9125,4.6011,13.2530875,3.064905136,18,4.716470103,1.798,7.533506342,2.6802375,1.161714117,2.81915,14.40773491,0.0548375,26.2,0,0.162666575,17.9,79.1,18,39
"NORTH AMERICAN DESERTS",193.55,10,0.325326789,15,3.777730901,5.793,26.0072595,7.311314989,0.45835,1.2696,4.97815,5.11505,0.8717625,1.934910704,10.063025,4.9014,13.458975,2.894941001,20,4.85040045,1.1127,8.854608593,2.5677875,1.195140657,2.7080125,13.98924642,0.0595125,21.33333333,0,0.184159132,20.6,84.1,20,43
"GREAT PLAINS",187.889,18,0.327815891,22,3.29129651,2.884,16.09603213,13.64216194,0.4900125,1.3757,4.898775,5.0079,0.880925,0.815997529,9.27825,4.8498125,13.0197625,2.024287174,26,4.923788693,1.252,7.880769626,2.319075,0.931124989,2.431525,9.957433629,0.0616125,34.33333333,0,0.220443986,39.8,104.4,8.5,52
"GREAT PLAINS",172.533,28,0.306428335,29,3.240467442,5.704,24.21426552,7.531691285,0.473775,1.3427,5.4610125,5.570625,0.887325,2.049521363,13.1476,5.3856,14.9120125,3.510699173,36,5.437872373,1.3772,8.732590688,3.046675,1.039839293,3.15385,19.04763663,0.051025,26.75,0,0.251151954,52.7,187.5,6,61
"GREAT PLAINS",175.622,19,0.313337737,25,3.630778501,5.528,26.83362646,7.566851645,0.4693625,1.3221,5.173925,5.3145375,0.882775,1.677155881,10.6904125,5.1223375,13.88125,2.734662762,34,5.565329342,1.3955,9.450516664,2.61275,1.248753737,2.751675,15.21994673,0.0588625,30,3,0.23477127,44.2,138,16.5,55
"GREAT PLAINS",162.785,21,0.310556869,21,3.760386147,6.745,19.66790242,6.204105092,0.468275,1.2885,4.7889625,4.95595,0.8722,1.785390991,8.755925,4.732075,12.8645625,3.394072842,32,4.983994611,1.0494,9.642955948,2.28865,1.107203279,2.416975,16.90406248,0.05915,27,0,0.251184077,31.4,88.9,10,68
"GREAT PLAINS",173.275,25,0.320952244,27,2.919169319,4.115,19.57558196,10.78856018,0.4805375,1.4163,4.833925,4.971675,0.8830625,1.353270068,10.520775,4.770425,13.4242625,2.255655478,38,4.80847437,0.9418,6.830704136,2.7265375,1.170521881,2.8535375,10.90014648,0.0544875,29,0,0.189011687,31.8,125.4,21,63
"GREAT PLAINS",144.516,27,0.308298043,26,3.335499594,5.337,17.65635353,8.086459444,0.476275,1.3899,5.254625,5.33545,0.891175,1.485099331,10.633775,5.204375,13.6653375,2.85452004,38,4.85745201,0.9758,8.455697154,2.5386875,1.175321204,2.6511125,13.88586451,0.0620875,27,1,0.238035927,37.1,242.4,2.5,62
"GREAT PLAINS",143.829,26,0.316014156,27,4.227534533,3.759,11.63538059,11.33564948,0.479325,1.2823,5.2731375,5.3781125,0.88355,1.589857584,12.9236,5.2427125,14.5805625,3.148047382,40,5.268843979,0.8796,9.489064673,3.1247375,1.450879664,3.209375,16.56610522,0.0462375,32.66666667,3,0.220692628,34.9,219.8,14.5,68
"GREAT PLAINS",176.766,35,0.3133012,36,3.292426075,4.445,15.32659498,9.959193164,0.4786125,1.4788,5.259925,5.3331875,0.88025,1.611525707,11.924025,5.2189,14.3258625,2.798068438,42,4.995424077,1.8931,8.900956305,2.8813,1.330567211,2.9792125,13.9721547,0.05355,34,0,0.234224908,47.9,228.7,12.5,67
"GREAT PLAINS",148.289,38,0.307541355,39,3.280551585,4.441,11.629953,9.009645738,0.469783316247802,1.7436,5.03872206973021,5.16476781149431,0.878158340515908,1.781822881,10.6813074190273,4.98954283153799,13.6642570396158,2.545585769,50,5.440714097,2.0394,9.353087192,2.66809062770455,1.262370941,2.7861374208808,13.85545885,0.0556436677119097,36.66666667,2,0.265124183,48.8,353.2,12,77
"GREAT PLAINS",151.431,44,0.312703476,48,2.986467678,3.229,10.04028553,12.10702315,0.470394146094759,1.5462,5.11982675686468,5.24394030484333,0.879821604866538,1.636155399,10.9055561329993,5.07225648242547,13.8434568437372,3.099109142,55,4.865406785,0.9409,8.093285092,2.67833009784182,1.147530478,2.80078518347033,15.06443968,0.0564871418559669,33.33333333,1,0.260177903,42,375,22.5,94
"GREAT PLAINS",151.414,32,0.311926242,31,3.461249151,4.305,17.07213681,10.36400671,0.4588875,1.2477,5.0297375,5.1561375,0.8786625,1.311682764,10.442925,4.9437375,13.5599375,3.219283655,45,4.74398537,1.2406,8.872683271,2.6895,1.340630177,2.7992875,15.31164011,0.0521875,29,1,0.192564756,45.4,250.8,8,72
"GREAT PLAINS",159.632,32,0.316014333,30,3.733636876,3.362,16.63983321,12.77146072,0.468860610902147,1.5683,5.07067637390427,5.19629340539249,0.878530890582889,1.740060242,10.7109921799362,5.02068655148624,13.7254973487279,3.196077744,52,6.051433887,1.744,8.879323054,2.65526325190405,1.161872464,2.78039123489442,19.32424597,0.056702808804085,34,1,0.208109903,37.8,254,19.5,85
"GREAT PLAINS",157.892,33,0.308958022,35,3.297306531,4.091,14.59728644,10.64950812,0.4874125,1.5808,4.4926375,4.6563,0.87395,1.609517907,8.7572125,4.4304375,12.3363875,3.270298194,51,4.85967713,1.6209,8.477250145,2.45135,1.428482993,2.5426375,15.8904442,0.0526125,30.66666667,1,0.22636359,38.1,220.4,19,76
"GREAT PLAINS",161.607,25,0.312802044,28,2.931424206,3.59,14.92071629,11.81368157,0.4646125,1.3769,5.0165,5.151975,0.8855,1.729326883,10.3101625,4.945075,13.4662125,3.121714784,39,5.609399698,1.7714,9.446443143,2.6061375,1.209018736,2.696125,17.48922275,0.05505,35,1,0.238653029,37.3,202,23,64
"GREAT PLAINS",157.071,30.2805801075484,0.321848081,31.8534381295141,2.83854654,2.829,10.62143281,14.70308275,0.471896532293693,1.3902,5.00287915689069,5.13186948734451,0.878753606223661,1.436232561,10.4679620196287,4.95540911313024,13.5576186156775,2.989533928,86,5.705888475,1.0793,9.097073152,2.62605346938526,1.48858457,2.74673084601782,17.05657215,0.0562879650079036,34.5,2,0.191830446,61.6,290,15.0604985528292,119
"GREAT PLAINS",157.943,37,0.318513641,41,3.299048254,2.857,14.96299537,14.5909973,0.469600251391974,1.4414,5.04134286542925,5.17053931103111,0.878094014560118,1.641317484,10.6763304502754,4.99140361718343,13.6613997346748,3.432500647,62,4.709011753,1.9747,8.557170612,2.66328516776227,1.118933153,2.78124721216969,16.16776315,0.0557019288244941,34.4,3,0.19872359,40.5,312,16.5,94
"GREAT PLAINS",160.946,48,0.325357573,49,4.487664833,3.405,11.60373168,12.18446116,0.469647318512667,1.4255,5.13170532836839,5.25671326248143,0.879190642980284,1.838622271,11.129897804502,5.08063803504746,13.9414086520075,2.42163496,78,7.090669996,1.425,11.46412271,2.72803472282833,1.580012133,2.85002511486418,17.17101436,0.0558443249848377,32,0,0.220142159,42.3,317.5,11,114
"GREAT PLAINS",156.186,36,0.313664477,36,3.991145392,4.229,14.22238819,10.4205437,0.468086267566022,1.3772,5.15835393672772,5.28270078921356,0.879010887550598,1.745779408,11.1777254631034,5.10949735277799,13.9864042811519,3.478255443,53,5.250420537,1.1582,10.01479382,2.72933778037046,1.311838332,2.85215667340134,18.24140846,0.056056360451732,34,2,0.221505129,42.3,322,22,90
"GREAT PLAINS",158.428,42,0.317147221,57,2.430808468,3.799,17.0263265,10.5184357,0.470077896935251,1.3689,4.92803324222484,5.0601871134679,0.875248589903736,1.476967253,10.3446690756911,4.87647850781035,13.4540735238171,3.185280487,84,4.424658989,1.45,7.579819495,2.6380863315237,1.180930146,2.75884205371532,14.08947291,0.0554796493017345,26,2,0.234131593,38.1778474087637,193.074754311082,13,114
"GREAT PLAINS",164.513,20,0.310267274,24,3.525426203,5.54,16.19610955,7.970235336,0.4589125,1.4593,5.4094125,5.5062625,0.871,1.610687049,12.6699,5.35385,14.79895,2.859497216,32,4.914929878,1.7059,8.693393983,3.0202,1.358644171,3.1300375,14.03745526,0.0509375,29,4,0.253530116,30.7,110.5,19,52
"GREAT PLAINS",163.951,24,0.298906381,25,3.445940076,5.43,19.06657401,7.988087499,0.46165,1.2388,5.969,6.0951125,0.861125,1.610743903,14.6495375,5.9200375,16.3045375,2.808625378,33,5.343188615,1.1104,9.832695633,3.176325,1.612993491,3.283475,15.00184827,0.0493375,31,1,0.271087093,50.2,149.2,9.5,58
"GREAT PLAINS",161.803,30,0.305216838,29,3.754311954,6.245,21.05683113,6.629725836,0.467319907656307,1.1778,5.18755299697767,5.30732538456101,0.878599790416129,1.529629351,11.3321837967866,5.13843254706592,14.0756185700842,3.013425561,38,5.427013747,1.4724,9.329658626,2.75166856186977,1.355206098,2.87949728258068,16.35224027,0.0561130576860908,29.33333333,2,0.260996397,37.4,147.8,20,64
"GREAT PLAINS",159.951,25,0.306675169,28,3.677993108,5.486,14.82293992,8.059654437,0.461025,1.4513,5.93065,6.032625,0.8868125,1.70311757721286,13.7326125,5.9028625,15.63505,3.455226889,35,4.75434933,0.9576,8.883927562,2.922325,1.06171755,3.071825,16.42866437,0.0611625,23,2,0.25064551,32.7,162.1,20,58
"GREAT PLAINS",174.631751085929,29,0.314399867230666,32,2.872533814,5.084,23.421113060743,8.4175689,0.461925,1.48530819524477,5.660775,5.744925,0.88365,1.901177804,13.219725,5.6051875,15.1441375,3.674425532,43,4.92601998,1.57166645063813,8.506883026,2.9897875,1.286902004,3.081075,18.0959491,0.052225,29,1,0.222808140022141,41.1,224.3,17.5,66
"GREAT PLAINS",156.726,25,0.303753047,28,2.971702058,5.426,23.30936006,7.807040613,0.467625,1.4711,5.9769375,6.092625,0.882125,1.534535894,14.207375,5.943875,15.966175,3.455819525,44,4.843383091,1.5188,8.894603005,3.0427125,1.362512739,3.1472125,16.72202295,0.0553125,28.66666667,1,0.251004939,36.7,213.3,7,68
"GREAT PLAINS",157.639,34,0.304765953,37,3.332428149,5.553,19.00813422,7.922084518,0.468890099649928,1.3599,5.00564403583983,5.13416339258343,0.878459984831727,1.515559874,10.5526482079647,4.95713107655704,13.5688770803989,2.973249182,48,4.783854577,1.3353,8.670798194,2.64858083989762,1.10068161,2.76962489907437,14.2520678,0.0558963362124526,30,4,0.253293918,54.8,223,21,72
"GREAT PLAINS",145.896,38,0.301379065,42,3.635673065,5.446,18.42798146,7.974606533,0.46890579556061,1.4147,5.07040390851313,5.19668123931005,0.878793479508196,1.808110873,10.8574755556628,5.02193164664268,13.750428230546,3.127360234,45,4.872832257,1.5901,9.096184786,2.69473676017506,1.430221901,2.8134112198981,15.24738968,0.0554770673194715,32,1,0.240294456,39.2,247.2,19,76
"GREAT PLAINS",162.562,30,0.310810645,33,3.126965359,4.588,16.19726912,9.770922092,0.467996639759152,1.8437,5.01581899024388,5.14108677149197,0.875444514624482,1.442749448,10.4694963814585,4.96588484394531,13.5901661660507,3.083395145,48,5.000707256,2.57,9.452922029,2.62455815768312,1.213078404,2.74611175937835,15.39315338,0.0565608327568931,31,2,0.228909585,44,202.7,18.5,71
"GREAT PLAINS",151.374,31,0.31846288,30,3.4378612831658,3.15,13.89816978,14.29447184,0.469738285505272,1.5112,5.0657558033332,5.19149823594105,0.879231664276716,1.6424967003385,10.728055343955,5.01708627426191,13.7029571302033,3.26702316612937,52,4.75269842317551,1.5625,8.71419363208195,2.6616080802192,1.16895344001041,2.78268491036049,15.3077313756404,0.0562964488741174,28.0111731693306,1,0.219555538,39.7925097467394,213.222707335438,18,83
"GREAT PLAINS",154.978,61,0.305656287,60,2.531979475,6.007,17.07469972,7.327567119,0.470580776959775,1.4352,4.97302632015494,5.10451165134359,0.878478941538904,1.68442375,10.4853862600453,4.92569247287667,13.5417383497924,3.101205017,83,4.40236531,1.5985,7.30122719,2.64639713914264,1.095208543,2.76936238663641,14.19395262,0.0559331506140575,24,1,0.255449161,46.2,369,13.5,112
"GREAT PLAINS",137.767,47,0.318073269,48,3.306700906,3.163,9.043599797,12.94493625,0.469368947446362,1.2188,5.12510585131391,5.24942202194661,0.879697218000077,1.407301693,10.9476537328911,5.07748087529872,13.8582854314353,3.079787988,68,5.224133539,1.3263,9.449543071,2.68965418188561,1.230276796,2.81033304686515,16.05297665,0.0558717867666678,34.75,1,0.217359745,46,284,11.5,94
