"Ecoregions","Total.RGB","Primary.branches","RGB.proportion.red","Total_Leaf_Number","Phyllaries.length","Leaf.total.N","Specific_Leaf_Area","Leaf.C.N.ratio","Seed.rectangular","Leaf.shape.index.external.I","Seed.maximum.height","Seed.curved.height","Seed.proximal.eccentricity","Ligule.width","Seed.area","Seed.height.mid.width","Seed.perimeter","Flower.FHDD.ratio","Days.to.budding","Disk.diameter","Leaf.shape.index.internal","Phyllaries.diameter","Seed.width.mid.height","Phyllaries.width","Seed.maximum.width","Flower.head.diameter","Seed.ellipsoid","Ligules.number","Stem.colour","RGB.proportion.blue","Stem.diameter.at.flowering","Plant.height.at.flowering","Distance.of.first.branching.from.ground","Days_to_flowering"
"GREAT PLAINS",179.243,22,0.311604916,24,2.616186296,5.963,21.49164152,7.227047976,0.4628,1.6013,4.21215,4.402625,0.882975,1.451606141,7.12265,4.1672,11.3667,4.1418504,28,3.289547273,2.3375,6.596443926,2.16695,0.880998844,2.243675,13.61547741,0.05725,21,0,0.232366118,35.8,150.5,7,52
"GREAT PLAINS",180.609,22,0.30681749,25,3.485106311,5.077,20.09032069,8.684676646,0.468768530102919,1.3909,5.10923799582171,5.23356674808785,0.876426910019465,2.033902477,10.9601492830931,5.05801891300501,13.8771081883339,4.498791536,35,3.670720658,1.7111,8.235736603,2.6918269774782,1.000893616,2.81954601333692,16.50482348,0.0566669415428462,22.33333333,3,0.2289753,34.3,188.3,11.5,61
"GREAT PLAINS",172.582,23,0.312170447,24,2.613781573,5.939,28.16041619,7.215274397,0.4782,1.2241,4.087825,4.243075,0.883525,1.832237684,7.2337375,4.0044625,11.246675,3.904438879,26,3.915275921,1.1973,6.876247114,2.2172,1.207915084,2.33495,15.27661054,0.0559875,26,4,0.215937931,35.7,123.2,7.5,52
"GREAT PLAINS",167.442,25,0.303955997,28,2.574179994,4.362,17.90250618,9.196755055,0.4878375,1.4851,4.537625,4.7281375,0.88025,1.712596728,9.8701,4.4675,13.0756375,3.637133379,38,3.890323272,0.9662,6.458495454,2.6908125,0.819701194,2.8191625,14.12999297,0.0537125,23,2,0.241486604,28.7,159.8,12.5,61
"GREAT PLAINS",160.499,26,0.302780703,27,2.836083521,5.324,22.63862006,7.892566013,0.47985,1.563,4.0812,4.29525,0.8862625,1.604506955,8.3843,4.0375625,11.80715,3.214639639,38,4.111362857,0.9172,7.18855718,2.5797,0.942869926,2.6934625,13.19705204,0.050175,28.66666667,1,0.229029464,31.6,135.3,8.5,61
"GREAT PLAINS",188.221,27,0.314029784,28,2.929369727,5.187,47.63839224,7.683410854,0.455625,1.6796,5.4768875,5.60725,0.8855625,1.986500065,13.0703625,5.438525,15.19955,3.712844526,39,4.190591343,1.9457,7.589837474,3.03875,1.260946357,3.18295,15.54374493,0.052675,21.5,2,0.219810754,40.1,187.6,7,64
"GREAT PLAINS",115.485,34,0.324942633,34,2.3052897,4.55,19.67666975,9.017633719,0.4813875,1.4982,5.0297375,5.183625,0.8827375,1.818703745,10.527025,5.0019375,13.655675,4.509547641,46,2.919141884,1.6085,5.693251422,2.6088,0.829589158,2.710675,13.13405613,0.051175,20,1,0.070961597,42.3,206.5,7,68
"GREAT PLAINS",154.665,30,0.304445091,30,2.201034648,5.448,19.87641075,7.819890013,0.4715125,1.6675,4.2717,4.4245625,0.876125,2.051301681,7.5966375,4.2386375,11.6304375,3.534142592,39,3.655395763,0.9708,6.467108354,2.2211875,0.975444121,2.3455375,12.91269549,0.0588375,20.33333333,2,0.223676979,32.4,165,7,61
"GREAT PLAINS",159.63,25,0.302061016,26,2.176442712,5.07,18.65986108,8.361821628,0.47689819917307,1.5469,4.7147618119925,4.85746378249185,0.877106050985025,2.102065275,9.51619566501453,4.66878997615528,12.8965543141935,4.312682332,39,3.649654946,0.9119,6.373940075,2.51450387901747,0.850175827,2.6342824271963,15.66732163,0.0560509763749723,20.66666667,0,0.247628892,32,191.3,11.5,64
"GREAT PLAINS",172.25,22,0.309642961,21,2.507877197,5.634,27.74542679,7.472143519,0.4806375,1.2956,3.8153,4.0124125,0.8749625,1.752093905,6.9821625,3.767675,11.037175,3.61959665,33,3.81125738,1.1172,7.56972877,2.2979125,0.939144989,2.399775,13.81158067,0.0545875,28.33333333,0,0.221306241,22.5,114.2,2.5,52
"GREAT PLAINS",175.366,24,0.317872336,25,2.183125761,4.608,23.63940389,9.248685211,0.477060597981859,1.4416,4.72925576928414,4.87133506187655,0.877738484771526,1.783399066,9.59201142965803,4.68286122340079,12.9551637704111,3.781011185,38,3.443644352,1.0373,6.503134762,2.5268202444547,0.860134089,2.64745776247925,13.00326498,0.0561052984046,21.66666667,2,0.1904303,37.4,214,10,58
"GREAT PLAINS",188.69,20,0.316959033,21,2.891672001,6.062,34.02185655,7.078636663,0.487625,1.4702,5.2149375,5.329825,0.8907125,1.588599916,10.618975,5.1461375,13.8859875,4.04080386,26,3.308437874,1.1333,6.850372119,2.4698875,0.932711833,2.652475,13.37679835,0.0636875,21.25,3,0.194573109,34.5,124.8,11.5,51
"GREAT PLAINS",197.42,24,0.321041435,25,3.408570789,5.159,30.50660323,7.482092227,0.4857375,1.3306,5.040325,5.1483875,0.88425,1.400309484,10.129175,4.9715125,13.63215,3.251698632,32,4.260523941,1.5125,8.160581315,2.4844375,0.952116922,2.6154,13.8364799,0.0592625,35,2,0.206838213,38,178.6,12,56
"GREAT PLAINS",195.542,20,0.321097258,22,3.446371634,5.199,28.76607396,8.095324021,0.486475,1.1899,4.6513875,4.7914625,0.860075,1.802799397,7.8478625,4.627575,12.3238,4.147411093,28,3.379358113,1.1006,8.173564148,2.0716875,0.916750995,2.18545,13.98300983,0.06385,22,4,0.191999673,34.5,138.4,13,51
"GREAT PLAINS",167.198,24,0.304345746,29,2.915512311,5.455,22.77540397,7.950507891,0.4792125,1.551,4.5773125,4.7590875,0.882475,1.777356439,9.55025,4.5309875,13.0193125,3.792160811,34,3.305641967,0.9821,6.814644716,2.5241375,1.085898248,2.71595,12.52677744,0.0637375,20.66666667,1,0.232706133,41,197.6,10,58
"GREAT PLAINS",173.242,23,0.309803627,25,2.200877323,6.194,24.53213238,7.069528165,0.4986,1.2332,3.8086875,3.9519625,0.8851625,1.556341266,7.591925,3.7809,11.1227875,3.197647152,26,3.474005046,0.9792,6.279352414,2.451375,0.89612982,2.5797,11.10452154,0.0531375,23.66666667,4,0.217533854,31.8,113.9,4.5,51
"GREAT PLAINS",138.27,29,0.30655963,30,2.442575567,5.88,22.64872433,7.352034021,0.4863625,1.4742,5.3062375,5.4169875,0.890375,1.534216914,10.1568625,5.2863875,13.6021375,3.887489322,37,3.56835654,1.1179,6.922753197,2.4010875,1.027118648,2.4884125,13.87102733,0.0622625,25.33333333,3,0.208490634,42.8,206.1,9,62
"GREAT PLAINS",169.491,18,0.312252568,22,2.623216145,4.829,30.0887663,8.867767524,0.5084625,1.7007,4.275675,4.451525,0.8885375,1.041371878,7.7074125,4.224075,11.6675625,3.511779029,33,3.580145492,2.3919,6.996740317,2.2026625,1.005951037,2.3005625,12.56821526,0.0575,21.66666667,3,0.234744028,25.7,100.6,11,51
"GREAT PLAINS",186.976,25,0.320131996,26,2.313851062,5.659,28.31657597,7.531216573,0.4746625,1.0919,5.249325,5.3551875,0.8689125,1.33408285,10.9993125,5.2242,14.0940625,3.633311338,28,3.33090896,1.1921,6.491753931,2.6299625,0.890035881,2.7675375,12.0610119,0.0595625,22,4,0.182141023,23.6,112.5,6.5,51
"GREAT PLAINS",169.216,21,0.310597107,21,3.089149343,6.496,27.68965414,6.88504726,0.4934125,1.2364,4.2029125,4.408475,0.8684375,1.953840318,8.8372875,4.1777625,12.2794375,3.664299412,26,3.63458806,1.3974,7.457605911,2.6418875,0.959679749,2.7424125,13.31268312,0.0510875,27,4,0.218129491,29.9,148.5,6,49
"GREAT PLAINS",182.471,24.0992078598797,0.309002526,23,2.011272686,4.889,19.5495634,9.05661797,0.4782625,1.3804,4.6526875,4.808175,0.8765125,1.11157073,9.1788375,4.6103625,12.780525,3.000295885,32,3.660963353,1.6821,6.507817181,2.497675,0.763553445,2.604825,10.98186666,0.0540125,24,3,0.227279951,36.6,145.4,7.5,54
"GREAT PLAINS",170.685,27,0.310677564,28,2.315271843,5.503,42.87326795,7.83578299,0.4934,1.3081,3.8602875,3.9811,0.8926875,1.365112828,6.3953,3.82325,10.3051125,3.683565805,34,3.206872088,1.0735,6.772976999,2.0796375,0.670088154,2.1338625,11.82060307,0.0509,23.66666667,2,0.244924862,32.3,57.9,6.5,53
"GREAT PLAINS",178.821,20,0.315421567,22,3.093411109,5.632,26.70321523,7.036973689,0.4780625,1.2103,5.009875,5.12125,0.88745,1.565423797,10.415725,4.9847625,13.5334375,4.155127607,24,3.377593185,0.9301,7.269274014,2.5360375,0.703909345,2.698775,13.99693024,0.0618625,24,4,0.207950968,28.9,118.8,7,47
"GREAT PLAINS",187.904,22,0.309014177,22,2.50321222,5.96,28.16290974,7.33967541,0.5019,1.2732,4.1672,4.3583125,0.87425,1.670184469,7.487475,4.1235375,11.678425,3.951575899,24,3.319369868,1.306,6.888984574,2.2145625,0.772465753,2.3111375,13.09161881,0.0536,22,2,0.231543767,33.5,151.9,10,48
"GREAT PLAINS",190.901,22,0.32022881,22,2.138279894,5.197,33.57724989,8.04886662,0.4725125,1.4758,4.17115,4.3552125,0.87205,1.94671794,7.6448625,4.122225,11.53455,4.234323049,30,2.931006522,1.7768,6.217058798,2.365375,0.85687485,2.4156625,12.3871965,0.0450375,19.33333333,2,0.206012541,32.7,132.7,9.5,52
"GREAT PLAINS",173.869,27,0.307196798,28,2.043160671,6.016,27.98750586,6.999063085,0.497675,1.1632,3.9290625,4.0924625,0.8898125,1.38042335,6.8661625,3.8946625,10.806225,3.352896447,34,3.92358451,0.9719,6.615682165,2.159,0.689072032,2.2727625,13.13562991,0.057225,25.66666667,2,0.233491882,35.6,170.6,0,55
"GREAT PLAINS",189.679,22.5281234929392,0.316228997,25,2.493799105,6.173,23.41065623,7.052728071,0.4964375,1.4413,4.2082125,4.3759,0.88285,1.604668476,7.6801,4.1553,11.608225,3.09215773,34,3.970635346,1.6667,7.576461799,2.256875,0.697531918,2.3600875,12.2575977,0.05445,25.33333333,3,0.210998582,31.9,149.2,8,51
"GREAT PLAINS",177.515,16,0.311483537,19,3.579326845,6.008,17.47221598,7.025947725,0.4891625,1.8743,4.6236,4.795075,0.8735625,1.785507022,10.086525,4.5958375,13.182975,4.374651083,20,3.459389996,1.4783,8.682818334,2.72785,0.732747801,2.8509,15.0817237,0.04975,20.5,3,0.234295693,29.4,125.8,7,48
"GREAT PLAINS",163.708,16,0.318280108,18,2.642159529,5.986,18.33785,7.280527632,0.4698875,1.3159,3.9595,4.116025,0.872825,1.563390541,7.0599625,3.909225,11.2040375,3.707839435,22,2.962117101,1.6167,5.925381219,2.2436625,0.734971959,2.3494875,10.96284251,0.0547625,21.33333333,3,0.183619615,25.2,95.4,8,44
"GREAT PLAINS",182.577,16,0.316474693,17,2.343349109,6.335,20.49606525,6.78901616,0.482925,1.1551,4.6579875,4.8035625,0.8814625,1.90709627,9.4333375,4.627575,12.9514875,4.025230607,22,3.663340285,1.2199,6.754916747,2.54,0.843324546,2.66305,14.74721151,0.05285,27.33333333,4,0.216160853,24.9,135.1,10,44
"GREAT PLAINS",180.503,17,0.322011269,17,2.69648463,5.791,39.15592982,7.838314919,0.4708,1.5471,4.1724625,4.3028875,0.88375,1.679801545,7.1383625,4.1288375,11.29445,3.498413538,24,3.731112757,1.8842,7.527245154,2.128575,0.757888092,2.2674875,12.98885055,0.0601625,21,4,0.198905281,28.1,98.5,9.5,46
"GREAT PLAINS",191.855,14,0.319574679,15,1.690512723,4.733,48.46718983,6.343118971,0.47415,1.7837,4.1566125,4.32865,0.879125,1.346078863,7.3024375,4.0812,11.3495375,3.549712033,20,3.137959158,2.2192,4.72465391,2.2291,0.721410627,2.33495,11.85108587,0.0537875,20.66666667,3,0.199223372,17.4,55.3,6.5,41
"GREAT PLAINS",182.796,21,0.315006893,23,2.557005775,4.578,26.06208628,6.571294411,0.4776875,1.2476,4.159225,4.3509875,0.8798,1.716568487,8.905775,4.1354375,12.130225,3.474610271,24,3.287282197,1.2806,6.544718692,2.7027125,0.987345952,2.81915,11.33300935,0.0499625,18.33333333,2,0.20939189,29.5,122.8,9.5,50
"GREAT PLAINS",181.523,19,0.311227778,18,2.733932814,6.463,23.18389326,6.81596387,0.4723125,1.2781,4.6725375,4.8324,0.8799375,1.936270472,10.1255875,4.6249125,13.1315375,4.311471144,24,3.725614597,1.3879,7.357561012,2.7265375,0.797525623,2.8403,15.97435906,0.05075,21,4,0.221575227,32.9,107.1,7.5,44
"GREAT PLAINS",177.878,14,0.311842949,17,2.705237394,5.688,20.74209721,7.515115349,0.4832375,1.3099,4.520425,4.648175,0.8686875,1.574103076,8.7591875,4.4741125,12.5687625,4.141087987,22,3.084779652,1.2236,6.605930032,2.3984375,0.751834421,2.5148875,12.78667326,0.057675,20.33333333,4,0.215653425,31.7,98.3,8,43
"GREAT PLAINS",173.478,21,0.308638559,22,3.985528394,6.637,23.26254124,6.561987112,0.4614375,1.3759,4.9741625,5.0905375,0.8884375,1.874957741,10.766825,4.9185875,13.6676375,3.643368525,28,4.27767195,1.5852,9.852968967,2.6842,1.049779067,2.8720625,15.58519912,0.060175,23,4,0.232542455,31.3,144.2,10.5,51
"GREAT PLAINS",174.836,21,0.312841749,23,2.355438027,6.367,25.7070343,6.818730555,0.473475,1.4697,4.5137875,4.6430875,0.888425,1.568780354,9.5192375,4.484675,12.5653,4.178637682,24,3.658172122,1.5517,6.876454005,2.624675,0.955961056,2.7516625,15.29889429,0.0534875,21.66666667,4,0.203424924,27.8,105.5,9,47
"GREAT PLAINS",177.879,24,0.31344903,28,2.251245696,5.543,20.78976156,7.883708312,0.507525,1.2641,3.8444125,3.9705125,0.8928,1.768930969,7.220225,3.8153,10.7777625,3.196814818,32,3.837153118,1.4257,7.101184866,2.29925,0.916037547,2.4050625,12.27515724,0.0531,27.33333333,3,0.217265669,33,128.5,10.5,57
"GREAT PLAINS",164.077,25,0.317357095,24,2.871392266,3.655,12.34427996,11.33012559,0.49285,1.5359,4.4780875,4.6269375,0.8837625,1.738778674,9.4771125,4.448975,12.5847,3.32928122,32,3.941657336,1.4474,8.039108513,2.6154125,0.941606638,2.734475,12.92346667,0.05605,28,3,0.24140495,31.1,130.3,11,54
"GREAT PLAINS",187.228,22,0.323573397,23,2.082038736,5.715,28.63626494,7.379009537,0.476524045238984,1.4296,4.80241603573311,4.93831289263486,0.877198152682876,2.00276333,9.85520890154473,4.75597624002575,13.1256719447784,3.830419673,28,3.710576335,1.2388,6.820252829,2.5570801012679,0.976112256,2.67849764458961,14.19281116,0.0561945628163691,22.66666667,1,0.192348367,31.1,128.3,11,52
"GREAT PLAINS",157.889,29,0.312548689,30,2.51198191,5.447,22.6206,7.996719505,0.47611805539583,1.1977,4.76629157575717,4.90480670538424,0.878247667649337,1.468982266,9.57774315840152,4.71998643361947,12.9633798124145,2.898583359,35,3.873707957,0.927,6.745470341,2.50627855336296,0.924062345,2.62643608689419,11.33510436,0.0566119838687671,28.8,4,0.200685292,42.9,198.4,11.5,59
"GREAT PLAINS",160.184,32,0.310424262,32,3.979785338,4.31,18.12146797,10.11324206,0.4931875,1.3373,4.7955875,4.9631,0.8836,1.873293933,7.9385875,4.737375,12.38205,3.252180071,46,5.336582403,1.378,10.15925652,2.0505125,1.092947304,2.1405,17.33774618,0.06255,32.5,1,0.212205963,50.8,282.7,21,75
"GREAT PLAINS",169.725,53,0.31462071,54,3.367713894,3.365,16.30254501,12.19551277,0.4833625,1.3162,5.9570875,6.074125,0.8843125,1.547541334,13.0880625,5.929325,15.7416,3.528391478,65,4.253591041,1.0658,8.39642345,2.7265375,1.123112115,2.8561875,15.05386138,0.0631375,23,3,0.249391663,48.8,342,30,99
"GREAT PLAINS",178.719,15,0.32294272,15,3.948893034,6.095,19.38691546,6.935044064,0.471135908270266,2.2435,5.1065699177668,5.22600800669444,0.876745218974987,1.431496491,10.9394152370662,5.05334987254954,13.8716491070463,3.082925855,19,4.791764634,2.4362,9.945420915,2.68261736936395,1.19151353,2.81232392166093,14.6041519,0.0570255961116249,27,2,0.203391917,26.7,103.5,16,43
