"Ecoregions","Total.RGB","Primary.branches","RGB.proportion.red","Total_Leaf_Number","Phyllaries.length","Leaf.total.N","Specific_Leaf_Area","Leaf.C.N.ratio","Seed.rectangular","Leaf.shape.index.external.I","Seed.maximum.height","Seed.curved.height","Seed.proximal.eccentricity","Ligule.width","Seed.area","Seed.height.mid.width","Seed.perimeter","Flower.FHDD.ratio","Days.to.budding","Disk.diameter","Leaf.shape.index.internal","Phyllaries.diameter","Seed.width.mid.height","Phyllaries.width","Seed.maximum.width","Flower.head.diameter","Seed.ellipsoid","Ligules.number","Stem.colour","RGB.proportion.blue","Stem.diameter.at.flowering","Plant.height.at.flowering","Seed.eccentricity.area.index","Leaf.ellipsoid","Seed.shape.index.internal","Distance.of.first.branching.from.ground","Days_to_flowering","Seed.distal.eccentricity","RGB.proportion.green","Darker.axillae","Seed.eccentricity","Disk.to.phyllaries.diameter.ratio","Seed.width.widest.pos","Leaf.height.mid.width","Leaf.curvedHeight.maxWidth","Leaf.perimeter","Seed.shape.index.external.II","Stem.diameter.final.after.5th.node","Leaf.distal.eccentricity","Ligule.length","Leaf.proximal.eccentricity"
"NORTH AMERICAN DESERTS",171.728,17,0.310735582,21,4.862270721,5.962,17.5321311,7.46498213,0.4199875,1.553,5.3207625,5.4327375,0.8869375,1.716227186,9.6158875,5.2810875,13.5456625,3.243988917,26,5.742644376,1.2517,10.97375672,2.3561125,1.406963258,2.4884125,17.96525397,0.0646,33,0,0.237375384,35.3,180.4,0.3739,0.119,2.1721,11,61,0.857775,0.451889034,"0",0.767575,0.526432152,0.36125,150.368,1.68133187,594.7941,2.241525,34,0.8618,6.513752569,0.6715
"NORTH AMERICAN DESERTS",171.272,15,0.314108552,18,3.021851628,6.237,25.58488254,6.688398443,0.4494625,1.4296,4.9437375,5.0888125,0.8866625,1.915660097,10.0852875,4.86835,13.2677,3.307878307,22,4.760274487,1.8819,8.179678073,2.610125,1.331594481,2.755625,15.74520576,0.05795,24.33333333,2,0.208668084,32.4,134.1,0.3923375,0.1079,1.819875,22,51,0.865975,0.477223364,"1",0.76365,0.582257549,0.37115,151.892,1.591124002,491.1417,1.8669,43,0.8868,5.661409905,0.8951
"GREAT PLAINS",175.151,17,0.312530331,19,3.623068771,6.293,25.79931958,6.767887513,0.470525263979849,1.4722,5.1111393802443,5.23279798851009,0.877841410131603,1.222317556,10.9925575477429,5.05739642686148,13.8873370558107,3.11330603,25,4.776028262,1.0617,9.752217671,2.6976876450906,1.068750222,2.8262044549882,14.8467756,0.0568421885222083,29.33333333,1,0.24534259,35.6,160.9,0.404276498310608,0.1084,1.79845642956684,28,62,0.853011567078911,0.442127079,"0",0.754618280179168,0.491831918,0.366085253965139,143.002,1.598115673,557.3266,1.89095543479728,32,0.8665,5.369322365,0.6825
"GREAT PLAINS",163.322,18,0.306333501,19,5.309911247,5.161,15.79310985,8.257689379,0.44645,1.4069,5.5112625,5.62115,0.873275,1.272825607,11.2133375,5.458375,14.3899625,3.082485195,22,5.651552229,1.3186,11.72147442,2.616725,1.384961361,2.754325,17.39455268,0.0589625,32,2,0.256915786,33.4,113.5,0.3843875,0.1332,1.9996125,12,54,0.8648125,0.436750713,"1",0.76145,0.481950926,0.3630375,205.74,1.52475285,848.9439,2.0923,36,0.8778,6.056206354,0.8701
"GREAT PLAINS",176.234089035838,22.353221298366,0.314656665766521,26,3.48886518248881,5.6447990639571,23.7498949091485,7.78086126547069,0.469438704234528,1.51264846843839,5.11620445217203,5.2371807345937,0.877587306459714,1.7346248913123,11.0320020696606,5.06572926075637,13.9049453954635,3.36551884652789,33,4.59304691620664,1.6251538198578,8.62797908953,2.70744516821239,1.15191377767605,2.83519250486598,15.2252727307233,0.0564821319234769,25.538618009922,1,0.221315168262371,35.7757949835141,161.95835131056,0.403997490160017,0.11208433711756,1.78771502194842,14.9127033089161,59.0525030907998,0.851510037253091,0.464028165733812,"0",0.753659727516934,0.536070346183563,0.366592155631828,150.51176834278,1.67396216841377,546.351338786931,1.88292859472301,36.9156566260111,0.874936706529309,5.45783956646774,0.843398435902549
"GREAT PLAINS",146.913,27,0.305255491,29,4.626448726,5.244,22.30843881,8.25426638,0.4633375,1.4982,4.729425,4.8495,0.887025,1.345668111,9.6155875,4.68445,12.7588125,2.338719128,35,6.254395467,1.6452,10.52548359,2.5677875,1.327939616,2.7014125,14.60787292,0.05605,33.66666667,0,0.207741997,37.9,243,0.3873125,0.1098,1.8057125,21,68,0.8754625,0.487002512,"0",0.779575,0.594724991,0.3583,200.66,1.600840832,693.9245,1.8259625,35,0.8536,4.389079814,0.8681
"GREAT PLAINS",147.083,19,0.303060177,21,4.138803483,4.71,14.60184915,9.454296681,0.4687,1.2339,4.9384625,5.0714375,0.889325,1.32567024,10.2865875,4.8709625,13.3810375,3.011382636,33,4.976963057,1.4973,9.300058113,2.6088,1.156526208,2.7543125,14.93055811,0.058325,24.66666667,1,0.234588634,32,151.6,0.397125,0.1273,1.8477,23,61,0.866125,0.462351189,"0",0.77275,0.537598028,0.3313375,178.308,1.400661951,663.1002,1.8744875,34,0.8861,5.03623193,0.8917
"GREAT PLAINS",155.263,24,0.310486078,25,4.087401908,3.701,11.72527172,12.07252417,0.454825,1.3916,5.1646875,5.293625,0.878675,1.076952029,10.7451,5.1197,13.9253875,2.332446996,39,5.741289138,1.3267,9.903161786,2.6789125,1.087467081,2.8006125,13.33735312,0.0559,38,1,0.220593445,40.3,226.6,0.39375,0.1357,1.82565,15.5,73,0.848525,0.468920477,"0",0.75305,0.583137774,0.3846,180.848,1.812528068,829.3467,1.91835,34,0.8747,3.934528643,0.6317
"GREAT PLAINS",168.432,29,0.321180061,29,4.479955315,4.094,13.0664324,10.93944325,0.440775,1.3287,4.8180625,4.96195,0.8612875,1.275913221,9.1066875,4.7439875,12.9777625,2.786460519,44,5.339399821,1.5346,9.872835667,2.447425,1.10752218,2.566475,14.89645329,0.060175,33,1,0.230609385,35.1,283,0.4101125,0.1277,1.76455,6,80,0.8272625,0.448210554,"0",0.72145,0.542137448,0.3621625,165.1,1.51559289,567.9448,1.9433625,31,0.9071,4.724763062,0.8531
"GREAT PLAINS",170.86,16,0.314444575,21,3.545910899,5.253,19.06761735,8.017351005,0.470307073537085,1.6717,5.12214096637218,5.24306948910366,0.878789370749972,1.039200295,10.9746142764646,5.06998535361767,13.8893269762469,2.747235651,24,5.576072104,1.0575,8.568427211,2.68665644670613,1.116842201,2.81476103373854,15.32145388,0.0570236428850498,32.66666667,0,0.245563619,41.1,152,0.403095275099499,0.1248,1.81422719637816,24,56,0.854015251120704,0.439991806,"0",0.756253124998315,0.604684269,0.365200605842131,153.162,1.787191207,658.4509,1.90271410806327,38,0.8638,4.890624219,0.6904
"GREAT PLAINS",158.298,33,0.321943423,35,3.933408458,2.768,11.70170678,15.88760925,0.457425,1.7577,5.644875,5.7661125,0.8703,1.062782098,12.9073125,5.589325,15.2662375,2.605450858,45,4.408862129,1.9481,8.475127068,2.9038,0.943402701,3.0784375,11.48658518,0.0586375,33.33333333,0,0.192560866,41.7,253.3,0.3882625,0.0919,1.872925,19,91,0.8787125,0.485495711,"1",0.7692375,0.520119052,0.3629375,191.262,2.028674252,694.9361,1.9275875,43,0.8863,3.574667049,0.8798
"GREAT PLAINS",179.086,19,0.329126788,22,4.153196037,2.688,25.76132206,14.52911026,0.4848625,1.4273,4.8656875,5.001025,0.8825,1.589721843,10.6079375,4.8074875,13.551275,3.405112923,31,5.430417741,0.8889,9.949906103,2.721225,1.371368329,2.8403125,18.49103558,0.0532625,29.66666667,0,0.210652982,37.2,167.9,0.392875,0.112,1.713425,17,53,0.873075,0.460220229,"0",0.7714625,0.545895984,0.3849875,165.862,1.451974634,648.698,1.76855,41,0.8196,6.547048993,0.6996
"GREAT PLAINS",193.781,14,0.316935097,18,3.884678401,6.741,40.11801695,6.153208046,0.4931875,1.7845,4.819375,4.956325,0.8776125,1.161282084,8.9880875,4.757225,12.7429375,2.690157331,20,5.023731568,2.0421,9.933039615,2.2780625,1.131903215,2.406375,13.47699014,0.0604,25,2,0.214778539,23.8,85,0.4093,0.1015,2.0168125,22.5,44,0.8709875,0.468286365,"0",0.76695,0.506990707,0.3575625,132.08,1.870976166,376.7751,2.09305,30,0.892,4.307387505,0.8416
"GREAT PLAINS",169.132,15,0.30927323,20,5.635348242,5.569,20.44660921,7.634332394,0.4601,1.9318,4.49925,4.6198625,0.8848625,1.68292625397129,8.0507125,4.4331,11.9551,2.722709516,24,5.418495167,0.957,12.46969319,2.2463,1.51662173,2.37465,14.73845637,0.0605875,21.33333333,2,0.233202469,40.1,164.2,0.4006125,0.1024,1.927375,18.5,52,0.8639375,0.457524301,"1",0.7661,0.434514886,0.3478625,196.342,1.990941524,692.711,1.975225,35,0.7807,4.868689641,0.5337
"GREAT PLAINS",171.853,33,0.310276806,34,3.557014457,5.002,21.7669243033389,8.813497257,0.4624,1.49735111043571,5.19775,5.299925,0.888975,1.247897547,10.1949875,5.1567375,13.5495625,2.678010748,46,5.297655889,1.51675127233907,9.569173805,2.4645875,1.339562693,2.59555,14.55903414,0.0613,31,0,0.27420528,39.6,270,0.3931875,0.113280075144388,2.0648375,19.5,79,0.8658375,0.415517914,"1",0.774725,0.553030235,0.362675,153.842644072087,1.6519599689055,570.494635025949,2.11075,43,0.870503921717655,5.33665244585401,0.814002382334718
"GREAT PLAINS",166.479,14,0.314213805,18,6.828447838,6.352,18.28953193,6.842608685,0.4584625,1.4653,5.1051375,5.2353375,0.879525,1.608173479,11.057925,5.056175,14.153675,2.851479188,22,5.241450527,1.8889,14.5532739,2.6960875,1.532160749,2.9038125,14.90897332,0.0633875,24.33333333,3,0.255047183,34.4,156,0.42755,0.1235,1.7272,19,51,0.822675,0.430739012,"1",0.7323,0.361920995,0.3226375,176.276,1.865637826,728.3277,1.877625,32,0.9383,4.803741809,0.8838
"GREAT PLAINS",152.783,16,0.303783798,21,5.317919625,5.241,16.03269001,7.876498288,0.466975,1.2606,4.864375,4.9957875,0.872775,1.425697429,10.10675,4.84055,13.17095,2.65346152,24,5.798435744,0.9854,11.53960673,2.6842,1.244299128,2.7807875,15.36633276,0.0523125,32.75,0,0.238036954,40.1,144.6,0.3747,0.1217,1.7466875,20,57,0.874225,0.458179248,"0",0.772,0.503690461,0.37065,166.116,1.397109284,706.6859,1.8044875,32,0.8529,4.859686667,0.7463
"GREAT PLAINS",170.196,20,0.307057745,23,3.450492014,5.715,17.96762134,7.567864726,0.470934683873649,1.5558,5.06997492992249,5.19286260125648,0.876667523360981,1.389524537,10.6893767593868,5.01837149309916,13.7366960063381,2.488199566,26,5.268473015,1.2609,8.78723455,2.64199972267502,0.952716959,2.76802262046912,13.1012961,0.056955667521448,29.33333333,1,0.245763708,33.9,136.3,0.405937982775101,0.1081,1.81085214767267,23,53,0.850493389608279,0.447178547,"1",0.751988548900605,0.599884354,0.365795115887841,136.144,1.778212558,549.6506,1.91294116161451,32,0.881,4.069211269,0.722
"GREAT PLAINS",167.077,19,0.307983744,20,3.126164144,6.582,16.43191052,6.745184332,0.47030867652135,1.2834,5.11233158600457,5.23326495059661,0.877996453051555,1.228844112,10.9194359889748,5.05994493245305,13.8600803280451,2.336959398,22,6.376751095,0.9891,8.738905443,2.6777718306858,1.247536676,2.80693606451537,14.9022084,0.05707057116462,32,0,0.248071249,35,122.3,0.404612893813436,0.1327,1.81209979241722,9,58,0.852461273427591,0.443945007,"0",0.754510570350017,0.729696772,0.365257228938259,143.51,1.689029814,734.9546,1.90563462423145,34,0.8771,4.83157577,0.6753
"NORTH AMERICAN DESERTS",178.157,17,0.324191584,21,3.090791079,5.232,23.23301875,7.814474363,0.448,1.723,4.787183333,4.928916667,0.88455,1.173792262,10.79356667,4.707816667,13.4878,3.298802375,21,4.3863334,1.3,7.357405985,2.908683333,0.787862514,3.058583333,14.39982915,0.05505,19.66666667,2,0.187250571,28.1,79.6,0.3924,0.0771,1.580833333,20,54,0.864283333,0.488557845,"1",0.759733333,0.596257472,0.374483333,148.082,1.766123192,459.7166,1.618483333,30,0.74,5.191620146,0.8478
"NORTH AMERICAN DESERTS",166.973,15,0.312278033,22,3.309156445,5.622,14.97338859,7.406722941,0.470149134781118,1.3714,5.07552927704825,5.19799226447406,0.87651654531195,1.469830388,10.864380569104,5.02382488918288,13.8012648509313,2.62767766,24,5.107772428,1.5571,8.099811393,2.68502035284637,1.049796479,2.81182534384146,13.42458693,0.0565494890077406,26.33333333,0,0.229833566,30.4,142.7,0.40409729799201,0.1056,1.7881614763824,18,61,0.852828574400927,0.457888401,"0",0.75379169764016,0.630027264,0.36652696919645,139.954,1.44430499,484.5183,1.88380502705024,28,0.8916,4.314760359,0.8532
"NORTH AMERICAN DESERTS",163.235,17,0.306055687,22,4.87525223,5.606,22.97602455,7.405845364,0.469790975729476,1.5761,5.06901904740834,5.19420731575059,0.878206127257953,1.71421753302286,10.8405470458679,5.01775962910887,13.7925954302981,3.3415617022637,24,5.137914791,1.2125,10.75060047,2.68002786238471,1.102423445,2.80976070524444,15.308995599142,0.0567679053843002,34,1,0.22949735,30.8,163.9,0.404324420780598,0.1156,1.79383739103173,21,58,0.852888604099643,0.464446963,"1",0.754907336442097,0.477918866,0.36437846333642,160.274,1.640510955,570.8172,1.88468443258369,36.6665061972418,0.8527,5.45904103179472,0.613
"NORTH AMERICAN DESERTS",176.57,15,0.312850428,18,4.449321019,4.967,25.53991139,8.292563417,0.470011414896149,1.4859,5.10418939780584,5.22501648231297,0.876954188110854,1.745415968,10.986089800885,5.05032738756091,13.8890616809397,2.953538399,20,5.655375992,1.45,10.4290013,2.70062048184628,1.14688827,2.82904126484172,16.66921457,0.0566522256246858,29.66666667,4,0.226907176,36.1,129,0.405122461823368,0.1159,1.78580148904586,18,49,0.851565945496555,0.460242397,"1",0.752762650409443,0.506010607,0.36580358012972,140.716,1.607146327,465.276,1.88298128666397,36,0.8024,5.451451298,0.8962
"NORTH AMERICAN DESERTS",155.594,19,0.305474504,22,3.494423921,6.521,20.5225603,6.797172679,0.45955,1.4752,4.676525,4.8472,0.8885625,1.676155932,9.176725,4.5667125,12.6901625,3.052437157,26,4.980855467,1.5662,8.501028692,2.483125,1.049853639,2.6114375,15.20610416,0.0583875,23.5,2,0.234751983,33.2,103.3,0.3926625,0.0664,1.8465625,20,51,0.884175,0.459773513,"1",0.774675,0.591307859,0.3605625,135.89,1.591976933,428.3389,1.843375,35,0.8912,5.092448573,0.9045
"NORTH AMERICAN DESERTS",172.8,19,0.310601852,20,3.578789773,5.977,17.86987727,7.112689637,0.465675,1.7225,5.2903375,5.3922375,0.88325,1.274683011,10.8731375,5.2387625,14.074175,2.711813965,21,4.788157188,1.7327,8.005675372,2.5545625,1.078164285,2.729175,12.98487006,0.063075,18.66666667,2,0.233020833,37.5,118.4,0.418425,0.1384,1.954875,8.5,49,0.8419,0.456377315,"1",0.75045,0.599263266,0.3357375,131.064,1.978550878,538.8805,2.052275,39,0.9259,4.358563721,0.7848
"NORTH AMERICAN DESERTS",151.523,24,0.303458881,23,3.078229956,5.602,18.0137966,7.603541208,0.488525,1.7531,4.9212375,5.023725,0.889125,1.313707533,11.1337875,4.863025,13.7429125,3.205743568,28,5.103338576,1.5667,8.747050059,2.8310375,1.070086185,2.9276125,16.33111285,0.052775,29.66666667,2,0.255314375,45.2,157.7,0.395075,0.143,1.6981625,6,63,0.8716375,0.441226744,"1",0.7765875,0.583350488,0.357175,128.27,1.745526931,530.7868,1.7189875,43,0.8356,5.807727485,0.8051
"NORTH AMERICAN DESERTS",166.605,14,0.313267909,18,3.679203028,6.82,45.31997175,6.314316437,0.466,1.3631,4.815425,4.956975,0.877,1.630419379,8.730075,4.7426625,12.8316875,3.34773484,13,3.762437088,1.1417,7.989630862,2.2569,1.057030376,2.3905125,12.57868372,0.062375,20.5,1,0.233732481,29,90.4,0.439025,0.0813,1.9104875,7.5,44,0.80995,0.45299961,"1",0.7185875,0.470788796,0.3439125,108.458,1.48288339,381.4766,2.103575,38,0.8698,4.701699831,0.7117
"NORTH AMERICAN DESERTS",175.334,16,0.315512108,19,4.304781993,6.109,20.49233582,7.004803358,0.4565125,1.4575,5.1368875,5.2761125,0.8835,1.766940276,11.9229625,5.0575125,14.3052875,3.059105838,26,5.089501653,1.0138,9.711507055,2.9540875,1.127449585,3.083725,15.57017838,0.054775,30,4,0.229459204,32.8,141.2,0.386125,0.0885,1.6938625,20.5,51,0.87705,0.455028688,"1",0.77435,0.524649299,0.3731125,176.53,1.698467618,691.8138,1.7154,39,0.7496,5.258242993,0.7143
"NORTH AMERICAN DESERTS",166.837,18,0.309182016,21,4.470166542,5.644,21.33896296,7.603590913,0.4705125,1.6445,5.7838,5.8977375,0.8816875,2.233019133,13.6896625,5.736175,15.6408125,2.872598435,32,5.644650074,1.9037,10.39961542,2.9845,1.299255608,3.1313375,16.22135217,0.05695,20.66666667,0,0.223565516,38.8,93.7,0.4008,0.106,1.84795,8,55,0.8541125,0.467252468,"0",0.7597875,0.545122161,0.3705875,172.974,1.743739616,574.6734,1.9271875,41,0.8399,5.7395024,0.8786
"NORTH AMERICAN DESERTS",205.614,23,0.323256199,24,3.53335378,6.316,24.90237036,6.965018246,0.4679875,1.5272,5.144825,5.2430125,0.8572125,1.74125225040799,11.091325,5.0218,13.926975,2.958412364,32,5.089755081,1.472,8.861863465,2.7648875,1.238012464,2.849575,15.04989612,0.0519,27,0,0.206620172,34.2,150.1,0.4141875,0.1021,1.6512375,11,58,0.837075,0.47012363,"1",0.72,0.575125954,0.3969625,123.952,1.579765584,426.3686,1.817,40,0.872,5.348412763,0.827
"NORTH AMERICAN DESERTS",193.92,21.7099400042785,0.309179043,22,3.559828687,5.722,31.55387182,7.336166696,0.468381707808879,1.204,5.11850656412827,5.24020827464209,0.87584081800507,2.371079015,11.0443557260893,5.06734305019025,13.9181355074828,3.404739739,32,4.716913605,1.6434,8.650643802,2.7152401516,1.163895571,2.84134728460359,15.93784572,0.0562526583500274,22,2,0.250061881,25,90.6,0.403003206163681,0.1305,1.78205044810758,14.9014921496336,58,0.852288019327206,0.440759076,"1",0.753000553107055,0.543404822,0.368236225996075,149.352,1.365503937,526.0044,1.87929589311361,37.0252819348412,0.9216,5.717355096,0.9307
"NORTH AMERICAN DESERTS",191.384,14,0.326803704,19,3.94576976,7.352,35.48203645,5.711254165,0.47075526550483,1.5146,5.09864231470301,5.21933117806399,0.876297954621222,1.595697697,10.9173341305693,5.04627796827507,13.8517273434002,3.754576891,18,3.402181041,1.8558,8.404798211,2.68304193041487,0.998559001,2.81222681489518,12.77488682,0.0569230283727957,20.33333333,2,0.197540024,32,123.5,0.405897115001964,0.1275,1.7950239567294,26,43,0.851442449393584,0.475656272,"0",0.752440364250626,0.408308348,0.365433999310986,123.19,1.681205748,458.9105,1.89472130268641,34,0.8773,4.81166989,0.8213
"NORTH AMERICAN DESERTS",189.05,16,0.315757736,21,3.099651324,5.239,22.81937119,8.353021362,0.4587625,1.2901,4.6500625,4.8046875,0.8357125,1.346561412,9.10305,4.5508375,12.810125,3.202429131,33,4.780373369,1.7232,8.378433191,2.5082375,0.989127582,2.6022,15.29633168,0.0516625,27.66666667,2,0.211467866,25.5,139.8,0.4075375,0.1551,1.638475,33,53,0.8529,0.472774398,"1",0.7216375,0.573420186,0.3905,130.302,1.679358565,559.7297,1.815875,24,0.8428,5.280991338,0.9279
"NORTH AMERICAN DESERTS",195.512,20,0.319387045,20,3.779443075,5.827,25.80739838,7.419717713,0.4402125,1.5888,5.4927625,5.58295,0.86185,1.540653483,10.49295,5.462325,14.14325,3.240159975,24,4.448433283,1.6688,8.891920131,2.4593,0.91377005,2.5955625,14.41022654,0.0636125,31,3,0.216979009,33.2,131.5,0.392075,0.1014,2.0766,21.5,47,0.8587875,0.463633946,"1",0.748875,0.499853391,0.3696125,172.72,1.698875838,610.9144,2.2214875,40,0.887,5.065935911,0.8585
"NORTH AMERICAN DESERTS",190.347,18,0.329550768,20,3.318795478,5.259,22.77957452,8.209358514,0.471043083840135,1.806,5.02330359557303,5.14714003802868,0.876057161224786,1.81520222,10.6247525523352,4.9707928958867,13.6592314788276,3.153393628,26,4.42598542,1.9655,7.779406101,2.64760385409422,1.120182769,2.7741793376317,13.97291076,0.0567142504843903,23.33333333,0,0.194917703,35.1,135.6,0.406273011164155,0.0915,1.78902726484448,13,51,0.851086277080247,0.475531529,"1",0.751868376718837,0.57000376,0.366094677153875,165.354,1.93556538,486.0181,1.88973451164856,38,0.8906,4.820076588,0.7716
"NORTH AMERICAN DESERTS",182.072,17,0.314479986,20,3.678980411,6.416,23.17203352,6.87518889,0.46715,1.5747,5.58405,5.6141,0.879975,1.904510337,12.392725,5.461,14.74195,3.093021795,22,5.510759684,1.9452,8.28105894,2.8151875,1.284014914,2.94215,17.01490884,0.0580375,28.66666667,0,0.237230326,37.7,124.3,0.3922375,0.1146,1.9292625,22.5,50,0.8799125,0.448289688,"0",0.767375,0.66507094,0.359675,186.944,1.795001243,626.2658,1.9643875,43,0.8659,6.089889491,0.8806
"NORTH AMERICAN DESERTS",192.39,18,0.320962628,19,3.949425101,6.014,30.59324556,6.995766227,0.485325,1.5134,5.55625,5.6738625,0.8834875,1.271877642,11.934375,5.5245,14.6122875,2.860838154,24,4.872156621,1.4153,10.10497069,2.6987625,0.971639304,2.8006125,13.92022835,0.0572625,25.66666667,1,0.205125006,33.2,101.7,0.402275,0.1241,1.9479625,11,49,0.845175,0.473912366,"0",0.7565125,0.482544008,0.3863125,107.696,1.866751675,455.2287,2.0596625,31,0.8978,4.884633523,0.8721
"NORTH AMERICAN DESERTS",158.707,18,0.311151997,21,4.218928148,5.744,23.2669067,7.410025236,0.45825,1.3857,5.8936,5.9817,0.88465,1.511503591,13.4464125,5.8592,15.4141,2.767385158,26,5.493038855,1.6736,10.62175584,2.8456,1.241142233,3.0466875,15.2022628,0.0634,31,4,0.20027472,31.7,156.7,0.38625,0.1243,2.059475,23.5,51,0.8859625,0.488573283,"1",0.7901125,0.518008153,0.339675,149.352,1.511871276,585.8226,2.0612875,38,0.9043,5.057821549,0.8669
"NORTH AMERICAN DESERTS",185.576,20,0.317805104,23,4.220093913,5.971,25.22718252,7.28177266,0.5010125,1.5959,5.550975,5.6494375,0.8880625,1.822848353,11.9231625,5.520525,14.6516875,3.251956818,30,5.200498916,0.9506,9.459711141,2.636575,1.341215817,2.763575,16.05795049,0.059125,27.66666667,1,0.215787602,41.8,163.2,0.4152625,0.1109,2.0077375,18.5,56,0.8449125,0.466407294,"1",0.7597375,0.550737375,0.35685,167.132,1.671174526,566.4588,2.1044125,49,0.837,5.849783092,0.5176
"NORTH AMERICAN DESERTS",186.904,16,0.314947781,19,3.585613628,6.057,23.72416092,6.954688178,0.47472,1.4212,5.01436,5.13752,0.88156,1.91846858,11.67658,4.97416,13.86704,3.334518898,24,4.65339106,1.2658,8.977747724,2.9591,1.206279647,3.06068,15.51883746,0.04954,21.33333333,3,0.220771091,31.9,131,0.3886,0.1026,1.65578,27,47,0.87084,0.464281128,"1",0.77406,0.518368118,0.39204,144.78,1.543960594,530.1829,1.68574,38,0.8658,5.624480684,0.7619
"NORTH AMERICAN DESERTS",147.653,19,0.309434959,22,4.093194104,5.291,20.28995051,8.088148897,0.48575,1.375,4.799525,4.89005,0.889175,1.443094773,9.1115,4.7479625,12.51665,3.204106687,32,5.060481257,1.3355,9.384931431,2.3865375,1.096895275,2.4566625,16.16147419,0.0559125,27.66666667,1,0.231766371,28.4,144.5,0.3846375,0.1097,1.9934625,17,54,0.884125,0.45879867,"1",0.78665,0.540164315,0.3672625,138.176,1.48204324,538.8488,1.9923625,33,0.8827,5.280922785,0.8519
"NORTH AMERICAN DESERTS",171.203,19,0.312798257,22,3.841289232,6.592,40.47021233,6.335292015,0.455525,1.4883,5.6171125,5.6982125,0.886375,2.134939978,13.3437,5.572125,15.2952125,3.14676944,26,5.129167744,1.7742,8.644634703,3.0228875,1.111283081,3.1697375,16.14270075,0.056075,22,2,0.212969399,33.5,108.8,0.4010375,0.1137,1.776925,10.5,50,0.8475,0.474232344,"1",0.7581125,0.593412719,0.3602125,175.006,1.715671906,650.5041,1.84405,38,0.8958,5.66576218,0.8987
"NORTH AMERICAN DESERTS",197.025,11,0.327882248,17,3.985071873,5.853,21.60410271,7.292272596,0.461675,1.4502,4.7003375,4.82365,0.8876125,1.611000813,9.589625,4.6553375,12.6637125,3.90156446,18,4.403825282,1.5,9.198418616,2.636575,1.01124505,2.7172875,17.31122538,0.0518625,24.5,3,0.191468088,25.1,97.7,0.38045,0.1003,1.7331375,19,42,0.863975,0.480649664,"0",0.771575,0.502068234,0.3924,147.066,1.623212486,515.756,1.7672,31,0.8976,6.216814193,0.903
"NORTH AMERICAN DESERTS",189.543,12,0.320486644,15,3.531321348,6.144,23.10493568,7.050574224,0.4619,1.7119,5.4469,5.549033333,0.861966667,2.123408971,12.94933333,5.40985,14.9649,3.472099082,13,4.794269461,2.1354,9.454445217,3.018033333,1.294011805,3.169716667,16.59820806,0.056383333,20.33333333,3,0.217322718,18,121,0.392,0.0946,1.7,17.5,39,0.869366667,0.462190637,"0",0.757683333,0.506821173,0.355833333,130.556,1.75083694,357.7146,1.79425,31,0.8894,6.101693688,0.8952
"NORTH AMERICAN DESERTS",210.468,20,0.334772982,13,2.867383193,6.36,48.77467238,6.53033635,0.474075,1.3942,5.150125,5.277125,0.870425,1.731080465,10.1823875,5.1197,13.6484125,4.840754875,12,2.807587459,1.3248,6.393131081,2.4963375,0.930341422,2.6154,13.54189727,0.057425,16,0,0.190979151,13.2,51.2,0.4201125,0.1012,1.8430125,14,38,0.8162375,0.474247867,"0",0.7228125,0.439653602,0.39015,115.316,1.637899121,395.9141,2.056175,22,0.9118,5.470637359,0.726
"NORTH AMERICAN DESERTS",197.622,12,0.315450709,15,3.905957707,5.972,23.07969285,6.949067459,0.467875,1.7391,5.5840375,5.683975,0.872375,1.610864065,12.8270125,5.5615625,15.0603625,3.7387189,13,3.712853836,2.1667,8.423992213,2.8508875,1.010774928,3.009625,13.80500094,0.0593125,20.66666667,3,0.222131139,18,79.9,0.41075,0.1185,1.8466125,25.5,40,0.853975,0.462418152,"1",0.755725,0.440097166,0.354475,108.458,1.877940307,342.5978,1.954575,37,0.9062,5.243608714,0.9062
"NORTH AMERICAN DESERTS",200.015,13,0.319721021,15,2.768028796,5.777,31.18893084,6.956532912,0.4713125,1.6376,5.5086375,5.6229875,0.8719875,1.69753179,11.526825,5.418675,14.6644125,3.947783034,20,4.443440588,1.292,7.192853254,2.6352375,0.914786022,2.75695,17.51591951,0.0596,20.33333333,0,0.213229008,19.3,90,0.42345,0.0604,1.9164125,11,37,0.8313625,0.467049971,"0",0.729025,0.617621298,0.370375,116.078,1.668834536,325.4297,2.067925,32,0.8563,6.583276122,0.7139
"NORTH AMERICAN DESERTS",183.207,16,0.310648611,17,3.690324626,6.029,27.94577807,7.291513796,0.470483639733505,1.178,5.09457868880073,5.21763440295907,0.877405794496917,2.281262303,10.9855121686891,5.04102010373582,13.8712670362271,3.322398977,20,4.553660934,0.8935,8.732396086,2.70682620322142,1.205160715,2.83374018374107,15.0792652,0.0563925561254516,22.25,3,0.229620047,26.4,122.9,0.40400236457213,0.1116,1.78470568200571,15.0685050113963,44,0.8530117365769,0.459731342,"0",0.754283908101332,0.521272877,0.367279590126522,130.556,1.284732417,501.8824,1.87743849130257,36.3098195657858,0.8555,5.30430353,0.755
